time,gFx,gFy,gFz,TgF
0.004000,-0.0119,0.3281,0.8356,0.898
0.005000,-0.0073,0.3237,0.8526,0.912
0.005000,-0.0053,0.3249,0.8856,0.943
0.008000,-0.0056,0.3225,0.9557,1.009
0.013000,0.0013,0.3269,1.0468,1.097
0.018000,0.0049,0.3215,1.1002,1.146
0.023000,-0.0063,0.3049,1.1210,1.162
0.029000,-0.0263,0.2807,1.1249,1.160
0.033000,-0.0473,0.2580,1.1195,1.150
0.037000,-0.0688,0.2356,1.1012,1.128
0.046000,-0.0883,0.2422,1.0790,1.109
0.048000,-0.1135,0.2270,1.0526,1.083
0.052000,-0.1450,0.2199,1.0267,1.060
0.057000,-0.1696,0.2131,0.9945,1.031
0.064000,-0.1794,0.2060,0.9579,0.996
0.068000,-0.1772,0.2048,0.9449,0.983
0.071000,-0.1589,0.2065,0.9432,0.979
0.076000,-0.1332,0.2046,0.9383,0.970
0.082000,-0.1015,0.2104,0.9237,0.953
0.087000,-0.0695,0.2151,0.9066,0.934
0.103000,-0.0385,0.2126,0.8898,0.916
0.104000,-0.0297,0.2385,0.8995,0.931
0.105000,-0.0287,0.2683,0.9112,0.950
0.106000,-0.0151,0.2876,0.9154,0.960
0.110000,0.0030,0.3005,0.9298,0.977
0.117000,0.0150,0.3044,0.9632,1.010
0.121000,0.0159,0.2978,0.9943,1.038
0.126000,0.0047,0.2871,1.0057,1.046
0.130000,-0.0114,0.2697,1.0004,1.036
0.136000,-0.0366,0.2541,0.9889,1.022
0.141000,-0.0563,0.2248,0.9811,1.008
0.145000,-0.0717,0.2019,0.9801,1.003
0.150000,-0.0873,0.1923,0.9818,1.004
0.155000,-0.0988,0.1914,0.9830,1.006
0.160000,-0.1074,0.1958,0.9794,1.004
0.164000,-0.1037,0.1992,0.9735,0.999
0.171000,-0.0971,0.1989,0.9740,0.999
0.175000,-0.0869,0.2021,0.9723,0.997
0.179000,-0.0776,0.2102,0.9769,1.002
0.185000,-0.0705,0.2229,0.9818,1.009
0.189000,-0.0690,0.2392,0.9838,1.015
0.195000,-0.0698,0.2549,0.9762,1.011
0.200000,-0.0778,0.2683,0.9716,1.011
0.204000,-0.0793,0.2732,0.9601,1.001
0.210000,-0.0756,0.2768,0.9435,0.986
0.214000,-0.0707,0.2781,0.9271,0.970
0.219000,-0.0612,0.2651,0.9310,0.970
0.224000,-0.0407,0.2480,0.9515,0.984
0.229000,-0.0273,0.2282,0.9757,1.002
0.242000,-0.0285,0.2136,0.9962,1.019
0.243000,-0.0356,0.2021,1.0055,1.026
0.244000,-0.0488,0.1972,1.0089,1.029
0.249000,-0.0617,0.1963,1.0109,1.032
0.254000,-0.0725,0.1938,1.0060,1.027
0.259000,-0.0888,0.1989,1.0038,1.027
0.263000,-0.0991,0.1985,0.9969,1.021
0.267000,-0.1091,0.2011,0.9950,1.021
0.274000,-0.1152,0.1972,0.9996,1.025
0.278000,-0.1108,0.2033,1.0030,1.029
0.283000,-0.1052,0.2050,1.0018,1.028
0.287000,-0.0942,0.2072,0.9904,1.016
0.293000,-0.0834,0.2104,0.9869,1.013
0.298000,-0.0742,0.2170,0.9799,1.006
0.303000,-0.0649,0.2212,0.9759,1.003
0.309000,-0.0541,0.2253,0.9708,0.998
0.313000,-0.0480,0.2290,0.9764,1.004
0.318000,-0.0412,0.2348,0.9987,1.027
0.321000,-0.0363,0.2375,1.0121,1.040
0.326000,-0.0427,0.2356,1.0106,1.039
0.332000,-0.0505,0.2295,1.0043,1.031
0.337000,-0.0663,0.2234,0.9965,1.023
0.342000,-0.0810,0.2158,0.9921,1.018
0.346000,-0.0966,0.2114,0.9872,1.014
0.351000,-0.1049,0.1972,0.9850,1.010
0.356000,-0.1044,0.1838,0.9842,1.007
0.360000,-0.1037,0.1755,0.9864,1.007
0.366000,-0.1018,0.1721,0.9845,1.005
0.371000,-0.0910,0.1765,0.9825,1.002
0.376000,-0.0842,0.1850,0.9774,0.998
0.381000,-0.0759,0.1977,0.9708,0.994
0.385000,-0.0666,0.2129,0.9667,0.992
0.391000,-0.0578,0.2285,0.9650,0.993
0.395000,-0.0475,0.2412,0.9630,0.994
0.401000,-0.0424,0.2502,0.9625,0.995
0.405000,-0.0366,0.2527,0.9593,0.993
0.410000,-0.0432,0.2485,0.9530,0.986
0.414000,-0.0522,0.2446,0.9525,0.985
0.420000,-0.0637,0.2407,0.9525,0.985
0.424000,-0.0712,0.2368,0.9569,0.988
0.429000,-0.0783,0.2248,0.9645,0.993
0.441000,-0.0844,0.2153,0.9718,0.999
0.442000,-0.0842,0.2075,0.9747,1.000
0.445000,-0.0898,0.2038,0.9769,1.002
0.451000,-0.0913,0.1970,0.9845,1.008
0.454000,-0.0913,0.1904,0.9899,1.012
0.462000,-0.0900,0.1860,0.9901,1.011
0.464000,-0.0886,0.1862,0.9894,1.011
0.468000,-0.0847,0.1884,0.9938,1.015
0.475000,-0.0698,0.2097,1.0030,1.027
0.479000,-0.0627,0.2038,1.0065,1.029
0.483000,-0.0639,0.2038,0.9960,1.019
0.490000,-0.0634,0.2011,0.9857,1.008
0.494000,-0.0703,0.2036,0.9740,0.998
0.498000,-0.0700,0.1989,0.9669,0.990
0.504000,-0.0666,0.1975,0.9640,0.986
0.509000,-0.0720,0.1982,0.9598,0.983
0.513000,-0.0746,0.2014,0.9625,0.986
0.519000,-0.0749,0.2063,0.9694,0.994
0.525000,-0.0729,0.2080,0.9716,0.996
0.527000,-0.0756,0.2050,0.9713,0.996
0.533000,-0.0746,0.2033,0.9635,0.988
0.538000,-0.0815,0.2033,0.9510,0.976
0.543000,-0.0937,0.2033,0.9418,0.968
0.550000,-0.1027,0.2019,0.9225,0.950
0.555000,-0.1123,0.1977,0.9071,0.935
0.556000,-0.1240,0.1963,0.8966,0.926
0.561000,-0.1203,0.1906,0.9032,0.931
0.566000,-0.1149,0.1865,0.9086,0.935
0.571000,-0.1008,0.1823,0.9256,0.949
0.576000,-0.0620,0.1738,0.9567,0.974
0.582000,-0.0224,0.1609,1.0040,1.017
0.588000,-0.0048,0.1511,1.0331,1.044
0.591000,-0.0012,0.1508,1.0394,1.050
0.596000,-0.0053,0.1565,1.0458,1.057
0.602000,-0.0109,0.1665,1.0546,1.068
0.606000,-0.0246,0.1767,1.0582,1.073
0.611000,-0.0392,0.1755,1.0514,1.067
0.615000,-0.0610,0.1689,1.0387,1.054
0.621000,-0.0790,0.1638,1.0211,1.037
0.626000,-0.0927,0.1584,1.0131,1.030
0.630000,-0.0998,0.1545,1.0070,1.024
0.643000,-0.1110,0.1572,0.9930,1.012
0.644000,-0.1281,0.1643,0.9747,0.997
0.645000,-0.1413,0.1716,0.9535,0.979
0.650000,-0.1496,0.1814,0.9359,0.965
0.657000,-0.1535,0.1872,0.9452,0.976
0.666000,-0.1315,0.1916,0.9608,0.989
0.667000,-0.0998,0.1870,0.9769,1.000
0.669000,-0.0732,0.1735,0.9960,1.014
0.674000,-0.0463,0.1589,1.0148,1.028
0.680000,-0.0165,0.1555,1.0299,1.042
0.687000,-0.0007,0.1572,1.0284,1.040
0.689000,0.0089,0.1609,1.0109,1.024
0.695000,0.0120,0.1596,0.9969,1.010
0.699000,0.0054,0.1545,0.9838,0.996
0.704000,-0.0016,0.1523,0.9864,0.998
0.711000,-0.0136,0.1523,0.9882,1.000
0.715000,-0.0327,0.1511,0.9860,0.998
0.719000,-0.0539,0.1482,0.9816,0.994
0.727000,-0.0676,0.1472,0.9711,0.984
0.729000,-0.0793,0.1418,0.9608,0.974
0.734000,-0.0881,0.1406,0.9564,0.971
0.738000,-0.0930,0.1377,0.9623,0.977
0.744000,-0.1003,0.1350,0.9701,0.985
0.748000,-0.1035,0.1406,0.9816,0.997
0.761000,-0.1027,0.1482,0.9960,1.012
0.762000,-0.1049,0.1523,1.0045,1.021
0.762000,-0.1013,0.1557,1.0048,1.022
0.769000,-0.0964,0.1540,1.0045,1.021
0.772000,-0.0893,0.1530,1.0052,1.021
0.778000,-0.0844,0.1516,1.0062,1.021
0.783000,-0.0764,0.1550,1.0123,1.027
0.787000,-0.0698,0.1589,1.0157,1.030
0.792000,-0.0632,0.1660,1.0238,1.039
0.797000,-0.0539,0.1677,1.0306,1.046
0.802000,-0.0358,0.1689,1.0292,1.044
0.807000,-0.0204,0.1618,1.0204,1.033
0.812000,-0.0136,0.1479,1.0096,1.021
0.817000,-0.0058,0.1276,0.9955,1.004
0.821000,-0.0019,0.1096,0.9823,0.988
0.827000,0.0037,0.0996,0.9774,0.982
0.831000,0.0025,0.0947,0.9774,0.982
0.842000,-0.0041,0.0961,0.9879,0.993
0.843000,-0.0075,0.1057,1.0038,1.009
0.846000,-0.0053,0.1211,1.0162,1.023
0.851000,0.0028,0.1359,1.0226,1.032
0.858000,0.0120,0.1479,1.0221,1.033
0.861000,0.0237,0.1552,1.0172,1.029
0.866000,0.0377,0.1667,1.0131,1.027
0.871000,0.0423,0.1738,1.0072,1.023
0.876000,0.0418,0.1809,1.0045,1.022
0.880000,0.0350,0.1858,1.0026,1.020
0.886000,0.0220,0.1870,1.0048,1.022
0.890000,0.0159,0.1862,1.0155,1.033
0.894000,0.0162,0.1735,1.0209,1.036
0.899000,0.0147,0.1528,1.0170,1.028
0.905000,0.0113,0.1325,1.0133,1.022
0.910000,0.0064,0.1196,1.0114,1.018
0.914000,0.0030,0.1140,1.0116,1.018
0.919000,-0.0051,0.1118,1.0062,1.012
0.925000,-0.0117,0.1157,0.9957,1.002
0.929000,-0.0143,0.1218,0.9857,0.993
0.934000,-0.0241,0.1330,0.9657,0.975
0.939000,-0.0373,0.1389,0.9642,0.975
0.944000,-0.0468,0.1438,0.9662,0.978
0.948000,-0.0493,0.1491,0.9811,0.994
0.954000,-0.0390,0.1533,1.0060,1.018
0.959000,-0.0419,0.1469,1.0162,1.028
0.963000,-0.0402,0.1460,1.0336,1.045
0.969000,-0.0346,0.1577,1.0658,1.078
0.974000,-0.0187,0.1528,1.0670,1.078
0.978000,-0.0099,0.1594,1.0597,1.072
0.983000,-0.0012,0.1828,1.0426,1.059
0.988000,0.0081,0.1955,1.0148,1.033
0.992000,0.0186,0.1955,0.9899,1.009
0.998000,0.0372,0.1784,0.9603,0.977
1.002000,0.0523,0.1579,0.9291,0.944
1.008000,0.0535,0.1401,0.9068,0.919
1.012000,0.0467,0.1257,0.8959,0.906
1.017000,0.0308,0.1132,0.8968,0.904
1.023000,0.0062,0.1057,0.9049,0.911
1.027000,-0.0212,0.1044,0.9266,0.933
1.032000,-0.0488,0.1106,0.9486,0.956
1.037000,-0.0776,0.1252,0.9769,0.988
1.042000,-0.1037,0.1406,0.9974,1.013
1.046000,-0.1262,0.1555,1.0135,1.033
1.051000,-0.1406,0.1718,1.0348,1.058
1.057000,-0.1494,0.1889,1.0504,1.078
1.061000,-0.1484,0.1967,1.0551,1.083
1.066000,-0.1445,0.2009,1.0509,1.080
1.071000,-0.1323,0.2002,1.0421,1.069
1.076000,-0.1169,0.1982,1.0265,1.052
1.080000,-0.0969,0.1965,1.0106,1.034
1.086000,-0.0744,0.1911,0.9882,1.009
1.090000,-0.0546,0.1814,0.9598,0.978
1.096000,-0.0405,0.1731,0.9364,0.953
1.100000,-0.0366,0.1704,0.9269,0.943
1.105000,-0.0414,0.1660,0.9276,0.943
1.110000,-0.0439,0.1609,0.9330,0.948
1.116000,-0.0434,0.1550,0.9371,0.951
1.121000,-0.0385,0.1526,0.9374,0.950
1.125000,-0.0370,0.1516,0.9423,0.955
1.130000,-0.0329,0.1521,0.9440,0.957
1.141000,-0.0344,0.1582,0.9503,0.964
1.142000,-0.0331,0.1599,0.9591,0.973
1.146000,-0.0317,0.1604,0.9723,0.986
1.150000,-0.0302,0.1626,0.9833,0.997
1.155000,-0.0246,0.1670,0.9908,1.005
1.160000,-0.0197,0.1674,0.9950,1.009
1.165000,-0.0097,0.1672,0.9921,1.006
1.169000,-0.0121,0.1692,0.9913,1.006
1.173000,-0.0107,0.1438,0.9833,0.994
1.181000,-0.0085,0.1247,0.9745,0.982
1.184000,0.0054,0.1189,0.9620,0.969
1.188000,0.0345,0.1096,0.9510,0.958
1.193000,0.0579,0.1010,0.9423,0.949
1.198000,0.0697,0.0996,0.9391,0.947
1.204000,0.0650,0.0998,0.9452,0.953
1.209000,0.0621,0.1049,0.9525,0.960
1.214000,0.0570,0.1179,0.9662,0.975
1.219000,0.0523,0.1308,0.9808,0.991
1.223000,0.0455,0.1469,1.0001,1.012
1.228000,0.0416,0.1545,1.0218,1.034
1.234000,0.0333,0.1618,1.0365,1.050
1.237000,0.0296,0.1694,1.0421,1.056
1.246000,0.0225,0.1726,1.0468,1.061
1.247000,0.0196,0.1787,1.0458,1.061
1.253000,0.0154,0.1826,1.0455,1.061
1.258000,0.0123,0.1860,1.0438,1.060
1.263000,0.0093,0.1880,1.0399,1.057
1.267000,0.0113,0.1819,1.0358,1.052
1.272000,0.0159,0.1745,1.0304,1.045
1.277000,0.0208,0.1609,1.0238,1.037
1.281000,0.0216,0.1491,1.0145,1.026
1.288000,0.0269,0.1425,1.0121,1.022
1.291000,0.0306,0.1374,1.0126,1.022
1.296000,0.0330,0.1311,1.0084,1.017
1.302000,0.0355,0.1298,1.0018,1.011
1.307000,0.0394,0.1298,0.9886,0.998
1.311000,0.0396,0.1274,0.9786,0.988
1.316000,0.0404,0.1311,0.9654,0.975
1.322000,0.0426,0.1311,0.9557,0.966
1.326000,0.0421,0.1359,0.9518,0.962
1.331000,0.0435,0.1447,0.9564,0.968
1.336000,0.0465,0.1543,0.9698,0.983
1.342000,0.0530,0.1657,0.9894,1.005
1.346000,0.0572,0.1689,1.0038,1.020
1.351000,0.0543,0.1660,1.0111,1.026
1.356000,0.0484,0.1594,1.0184,1.032
1.360000,0.0384,0.1574,1.0275,1.040
1.364000,0.0360,0.1579,1.0348,1.047
1.370000,0.0384,0.1584,1.0392,1.052
1.375000,0.0445,0.1604,1.0389,1.052
1.379000,0.0555,0.1635,1.0394,1.054
1.385000,0.0545,0.1545,1.0304,1.043
1.389000,0.0472,0.1491,1.0189,1.031
1.394000,0.0355,0.1347,1.0033,1.013
1.399000,0.0191,0.1174,0.9906,0.998
1.406000,0.0103,0.1096,0.9879,0.994
1.408000,0.0028,0.1091,0.9823,0.988
1.414000,-0.0077,0.1132,0.9757,0.982
1.420000,-0.0209,0.1220,0.9752,0.983
1.424000,-0.0363,0.1298,0.9725,0.982
1.428000,-0.0490,0.1335,0.9681,0.979
1.433000,-0.0583,0.1413,0.9686,0.981
1.441000,-0.0651,0.1418,0.9694,0.982
1.446000,-0.0668,0.1464,0.9750,0.988
1.449000,-0.0673,0.1535,0.9808,0.995
1.454000,-0.0615,0.1582,0.9823,0.997
1.459000,-0.0554,0.1613,0.9828,0.997
1.463000,-0.0471,0.1584,0.9791,0.993
1.468000,-0.0378,0.1596,0.9733,0.987
1.473000,-0.0312,0.1506,0.9694,0.981
1.477000,-0.0253,0.1491,0.9667,0.978
1.482000,-0.0219,0.1438,0.9630,0.974
1.490000,-0.0212,0.1450,0.9652,0.976
1.492000,-0.0244,0.1469,0.9728,0.984
1.497000,-0.0265,0.1552,0.9813,0.994
1.502000,-0.0280,0.1565,0.9904,1.003
1.507000,-0.0309,0.1616,0.9899,1.003
1.511000,-0.0273,0.1650,0.9899,1.004
1.516000,-0.0246,0.1628,0.9857,0.999
1.528000,-0.0256,0.1648,0.9884,1.002
1.532000,-0.0265,0.1652,0.9906,1.005
1.533000,-0.0270,0.1670,0.9930,1.007
1.539000,-0.0253,0.1684,0.9943,1.009
1.543000,-0.0258,0.1687,0.9987,1.013
1.547000,-0.0290,0.1630,1.0018,1.015
1.551000,-0.0297,0.1591,1.0013,1.014
1.557000,-0.0292,0.1547,0.9962,1.009
1.562000,-0.0287,0.1540,0.9899,1.002
1.567000,-0.0280,0.1555,0.9872,1.000
1.573000,-0.0302,0.1591,0.9869,1.000
1.577000,-0.0261,0.1616,0.9872,1.001
1.581000,-0.0217,0.1679,0.9842,0.999
1.586000,-0.0190,0.1731,0.9808,0.996
1.590000,-0.0151,0.1738,0.9777,0.993
1.596000,-0.0112,0.1782,0.9681,0.984
1.600000,-0.0053,0.1828,0.9632,0.980
1.606000,0.0006,0.1858,0.9528,0.971
1.610000,0.0049,0.1909,0.9398,0.959
1.615000,0.0103,0.1914,0.9342,0.954
1.619000,0.0118,0.1955,0.9296,0.950
1.624000,0.0091,0.1989,0.9259,0.947
1.630000,0.0035,0.2028,0.9310,0.953
1.634000,0.0028,0.2072,0.9388,0.961
1.640000,-0.0048,0.2068,0.9520,0.974
1.645000,-0.0119,0.2043,0.9642,0.986
1.648000,-0.0185,0.1997,0.9794,1.000
1.653000,-0.0248,0.1936,0.9945,1.013
1.658000,-0.0297,0.1838,1.0118,1.029
1.664000,-0.0344,0.1784,1.0221,1.038
1.669000,-0.0344,0.1723,1.0258,1.041
1.673000,-0.0292,0.1665,1.0236,1.037
1.679000,-0.0231,0.1599,1.0153,1.028
1.683000,-0.0204,0.1606,1.0023,1.015
1.690000,-0.0200,0.1626,0.9879,1.001
1.692000,-0.0192,0.1648,0.9767,0.991
1.698000,-0.0200,0.1743,0.9672,0.983
1.702000,-0.0187,0.1816,0.9579,0.975
1.709000,-0.0131,0.1897,0.9496,0.968
1.713000,-0.0068,0.1943,0.9444,0.964
1.717000,-0.0048,0.2026,0.9518,0.973
1.724000,0.0047,0.2065,0.9567,0.979
1.728000,0.0098,0.2131,0.9647,0.988
1.733000,0.0103,0.2170,0.9789,1.003
1.738000,0.0076,0.2221,0.9918,1.016
1.746000,0.0057,0.2199,1.0026,1.026
1.748000,0.0025,0.2168,1.0079,1.031
1.753000,-0.0016,0.2092,1.0074,1.029
1.756000,-0.0036,0.1994,1.0043,1.024
1.761000,-0.0051,0.1840,0.9957,1.013
1.767000,-0.0051,0.1765,0.9801,0.996
1.772000,-0.0068,0.1694,0.9642,0.979
1.776000,-0.0109,0.1689,0.9501,0.965
1.781000,-0.0190,0.1726,0.9444,0.960
1.786000,-0.0253,0.1840,0.9413,0.959
1.791000,-0.0307,0.1882,0.9401,0.959
1.796000,-0.0287,0.1955,0.9393,0.960
1.801000,-0.0256,0.2026,0.9413,0.963
1.807000,-0.0168,0.2026,0.9474,0.969
1.811000,-0.0104,0.2031,0.9537,0.975
1.815000,-0.0060,0.2097,0.9589,0.982
1.820000,-0.0046,0.2102,0.9623,0.985
1.825000,-0.0053,0.2097,0.9667,0.989
1.830000,-0.0077,0.2087,0.9708,0.993
1.835000,-0.0139,0.2077,0.9821,1.004
1.843000,-0.0207,0.2046,0.9925,1.014
1.845000,-0.0270,0.1975,0.9947,1.015
1.850000,-0.0309,0.1870,0.9950,1.013
1.855000,-0.0344,0.1757,0.9957,1.012
1.860000,-0.0429,0.1709,0.9933,1.009
1.866000,-0.0480,0.1684,0.9935,1.009
1.870000,-0.0539,0.1694,0.9916,1.007
1.875000,-0.0519,0.1716,0.9889,1.005
1.880000,-0.0515,0.1743,0.9818,0.998
1.884000,-0.0480,0.1804,0.9794,0.997
1.890000,-0.0414,0.1850,0.9791,0.997
1.894000,-0.0327,0.1914,0.9794,0.998
1.899000,-0.0229,0.1955,0.9791,0.999
1.904000,-0.0163,0.2009,0.9796,1.000
1.909000,-0.0156,0.2038,0.9799,1.001
1.914000,-0.0109,0.2041,0.9821,1.003
1.918000,-0.0097,0.2046,0.9799,1.001
1.924000,-0.0070,0.2031,0.9784,0.999
1.929000,-0.0053,0.1977,0.9764,0.996
1.933000,-0.0051,0.1967,0.9757,0.995
1.938000,-0.0016,0.1938,0.9723,0.991
1.944000,-0.0034,0.1902,0.9694,0.988
1.949000,-0.0002,0.1914,0.9703,0.989
1.953000,-0.0038,0.1875,0.9713,0.989
1.957000,-0.0036,0.1958,0.9762,0.996
1.963000,-0.0051,0.1997,0.9833,1.003
1.967000,-0.0060,0.2038,0.9879,1.009
1.973000,-0.0053,0.2080,0.9933,1.015
1.977000,-0.0085,0.2080,0.9996,1.021
1.983000,-0.0075,0.2090,1.0089,1.030
1.987000,-0.0082,0.2058,1.0177,1.038
1.992000,-0.0075,0.2060,1.0253,1.046
1.997000,-0.0082,0.2036,1.0262,1.046
2.002000,-0.0085,0.2009,1.0270,1.046
2.007000,-0.0092,0.1967,1.0209,1.040
2.011000,-0.0131,0.1938,1.0204,1.039
2.016000,-0.0151,0.1916,1.0167,1.035
2.022000,-0.0173,0.1916,1.0072,1.025
2.028000,-0.0182,0.1923,1.0021,1.021
2.031000,-0.0173,0.1921,0.9935,1.012
2.036000,-0.0192,0.1921,0.9925,1.011
2.041000,-0.0165,0.1948,0.9879,1.007
2.046000,-0.0136,0.1958,0.9901,1.009
2.051000,-0.0109,0.1987,0.9940,1.014
2.056000,-0.0092,0.1992,0.9982,1.018
2.061000,-0.0092,0.2026,0.9969,1.017
2.066000,-0.0075,0.2011,0.9940,1.014
2.071000,-0.0070,0.1994,0.9872,1.007
2.076000,-0.0087,0.1985,0.9921,1.012
2.081000,-0.0099,0.1938,0.9923,1.011
2.085000,-0.0126,0.1899,0.9962,1.014
2.090000,-0.0180,0.1889,0.9984,1.016
2.095000,-0.0207,0.1914,0.9999,1.018
2.100000,-0.0214,0.1923,0.9982,1.017
2.104000,-0.0207,0.1928,0.9989,1.018
2.109000,-0.0212,0.1975,0.9940,1.014
2.115000,-0.0168,0.2036,0.9891,1.010
2.119000,-0.0136,0.2026,0.9830,1.004
2.125000,-0.0073,0.2060,0.9781,1.000
2.130000,-0.0058,0.2080,0.9774,0.999
2.134000,-0.0048,0.2080,0.9789,1.001
2.144000,-0.0019,0.2082,0.9801,1.002
2.147000,0.0001,0.2053,0.9774,0.999
2.152000,0.0025,0.2038,0.9757,0.997
2.153000,0.0013,0.1972,0.9654,0.985
2.159000,-0.0026,0.1887,0.9525,0.971
2.164000,-0.0068,0.1862,0.9484,0.966
2.168000,-0.0146,0.1887,0.9503,0.969
2.174000,-0.0231,0.1938,0.9532,0.973
2.178000,-0.0334,0.1950,0.9591,0.979
2.182000,-0.0368,0.1943,0.9672,0.987
2.188000,-0.0375,0.1928,0.9720,0.992
2.193000,-0.0368,0.1904,0.9755,0.995
2.197000,-0.0405,0.1850,0.9777,0.996
2.202000,-0.0427,0.1811,0.9811,0.999
2.207000,-0.0471,0.1797,0.9825,1.000
2.213000,-0.0441,0.1772,0.9852,1.002
2.217000,-0.0432,0.1787,0.9889,1.006
2.222000,-0.0370,0.1823,0.9925,1.010
2.227000,-0.0275,0.1892,0.9955,1.014
2.233000,-0.0209,0.1899,0.9945,1.013
2.237000,-0.0126,0.1892,0.9884,1.006
2.244000,-0.0060,0.1884,0.9823,1.000
2.247000,-0.0053,0.1921,0.9755,0.994
2.251000,-0.0053,0.1953,0.9737,0.993
2.259000,-0.0068,0.1933,0.9708,0.990
2.262000,-0.0119,0.1975,0.9711,0.991
2.267000,-0.0158,0.1987,0.9676,0.988
2.271000,-0.0214,0.2024,0.9718,0.993
2.276000,-0.0322,0.2033,0.9757,0.997
2.281000,-0.0407,0.2016,0.9842,1.006
2.286000,-0.0453,0.1977,0.9977,1.018
2.291000,-0.0458,0.1972,1.0040,1.024
2.296000,-0.0402,0.1880,1.0074,1.026
2.301000,-0.0280,0.1836,1.0079,1.025
2.306000,-0.0151,0.1833,1.0045,1.021
2.312000,-0.0063,0.1928,0.9921,1.011
2.315000,0.0037,0.1889,0.9686,0.987
2.321000,0.0140,0.1823,0.9376,0.955
2.325000,0.0189,0.1892,0.9110,0.931
2.331000,0.0277,0.1958,0.8778,0.900
2.335000,0.0416,0.1997,0.8590,0.883
2.344000,0.0567,0.2097,0.8404,0.868
2.345000,0.0650,0.2177,0.8231,0.854
2.350000,0.0631,0.2256,0.8084,0.842
2.354000,0.0594,0.2236,0.7953,0.828
2.359000,0.0528,0.2153,0.7828,0.814
2.364000,0.0423,0.2065,0.7821,0.810
2.369000,0.0284,0.1921,0.7875,0.811
2.377000,0.0103,0.1750,0.7982,0.817
2.379000,-0.0051,0.1562,0.8189,0.834
2.384000,-0.0153,0.1401,0.8529,0.864
2.388000,-0.0331,0.1557,0.9369,0.950
2.393000,-0.0278,0.1613,1.0609,1.073
2.399000,-0.0085,0.1508,1.1625,1.172
2.403000,-0.0046,0.1320,1.2287,1.236
2.410000,-0.0063,0.1223,1.2719,1.278
2.413000,-0.0056,0.1167,1.3009,1.306
2.418000,0.0001,0.1128,1.3061,1.311
2.424000,0.0093,0.1001,1.2919,1.296
2.429000,0.0274,0.0808,1.2587,1.262
2.433000,0.0521,0.0566,1.2128,1.215
2.438000,0.0775,0.0351,1.1620,1.165
2.443000,0.1002,0.0253,1.1151,1.120
2.448000,0.1134,0.0270,1.0851,1.091
2.454000,0.1129,0.0429,1.0624,1.069
2.458000,0.1014,0.0673,1.0333,1.040
2.463000,0.0758,0.0922,0.9969,1.004
2.467000,0.0484,0.1181,0.9779,0.986
2.473000,0.0169,0.1472,0.9740,0.985
2.477000,0.0018,0.1638,0.9672,0.981
2.482000,-0.0060,0.1648,0.9642,0.978
2.486000,-0.0097,0.1506,0.9615,0.973
2.492000,-0.0058,0.1372,0.9674,0.977
2.497000,0.0006,0.1159,0.9845,0.991
2.501000,0.0189,0.0976,1.0006,1.006
2.506000,0.0333,0.0813,1.0194,1.023
2.512000,0.0450,0.0764,1.0553,1.059
2.516000,0.0592,0.0771,1.0870,1.091
2.522000,0.0679,0.0835,1.0907,1.096
2.526000,0.0679,0.0893,1.0787,1.085
2.532000,0.0589,0.1101,1.0621,1.069
2.536000,-0.0009,0.1938,1.0348,1.053
2.545000,-0.0131,0.1994,1.0030,1.023
2.547000,-0.0248,0.1897,0.9808,0.999
2.550000,-0.0395,0.1760,0.9962,1.012
2.555000,-0.0075,0.1640,1.0282,1.041
2.560000,0.0140,0.1555,1.0927,1.104
2.566000,0.0428,0.1516,1.1635,1.174
2.570000,0.0694,0.1455,1.1996,1.210
2.576000,0.0831,0.1350,1.2067,1.217
2.580000,0.0880,0.1272,1.1903,1.200
2.584000,0.0914,0.1120,1.1564,1.165
2.589000,0.0924,0.0930,1.1041,1.112
2.594000,0.0968,0.0791,1.0514,1.059
2.599000,0.0955,0.0690,1.0038,1.011
2.604000,0.0865,0.0598,0.9664,0.972
2.610000,0.0731,0.0583,0.9340,0.939
2.613000,0.0618,0.0585,0.8981,0.902
2.619000,0.0494,0.0681,0.8761,0.880
2.623000,0.0267,0.0878,0.8763,0.881
2.629000,0.0062,0.1096,0.8946,0.901
2.634000,-0.0046,0.1320,0.9125,0.922
2.639000,-0.0156,0.1545,0.9186,0.932
2.647000,-0.0319,0.1709,0.9308,0.947
2.650000,-0.0458,0.1855,0.9537,0.973
2.655000,-0.0517,0.1902,0.9603,0.980
2.659000,-0.0532,0.1894,0.9618,0.982
2.664000,-0.0497,0.1855,0.9547,0.974
2.669000,-0.0468,0.1784,0.9469,0.965
2.673000,-0.0456,0.1784,0.9435,0.961
2.678000,-0.0375,0.1760,0.9359,0.953
2.682000,-0.0263,0.1775,0.9232,0.940
2.688000,-0.0202,0.1816,0.9103,0.928
2.693000,-0.0165,0.1797,0.8990,0.917
2.698000,-0.0065,0.1816,0.8858,0.904
2.702000,0.0074,0.1823,0.8719,0.891
2.707000,0.0233,0.1638,0.8656,0.881
2.712000,0.0311,0.1521,0.8578,0.872
2.717000,0.0255,0.1423,0.8512,0.863
2.722000,0.0142,0.1425,0.8553,0.867
2.727000,-0.0029,0.1379,0.8768,0.888
2.732000,-0.0261,0.1403,0.8824,0.894
2.737000,-0.0400,0.1521,0.8761,0.890
2.741000,-0.0346,0.1501,0.8981,0.911
2.749000,-0.0104,0.1411,0.9288,0.940
2.752000,0.0067,0.1274,0.9698,0.978
2.756000,0.0154,0.1164,1.0065,1.013
