time,gFx,gFy,gFz,aT
11.019000,0.0230,0.3650,0.9659,1.033
11.024000,0.0176,0.3640,0.9667,1.033
11.028000,0.0074,0.3628,0.9720,1.038
11.034000,-0.0029,0.3662,0.9886,1.054
11.040000,-0.0107,0.3677,1.0074,1.072
11.043000,-0.0214,0.3696,1.0328,1.097
11.048000,-0.0280,0.3645,1.0546,1.116
11.053000,-0.0307,0.3564,1.0763,1.134
11.059000,-0.0270,0.3476,1.0892,1.144
11.063000,-0.0178,0.3430,1.0936,1.146
11.068000,-0.0075,0.3384,1.0795,1.131
11.073000,0.0067,0.3374,1.0665,1.119
11.079000,0.0247,0.3401,1.0448,1.099
11.083000,0.0372,0.3496,1.0282,1.087
11.087000,0.0482,0.3559,1.0199,1.081
11.095000,0.0523,0.3589,1.0126,1.076
11.097000,0.0543,0.3640,1.0143,1.079
11.102000,0.0484,0.3718,1.0221,1.089
11.107000,0.0362,0.3794,1.0277,1.096
11.114000,0.0235,0.3774,1.0326,1.100
11.117000,0.0189,0.3703,1.0355,1.100
11.121000,0.0162,0.3537,1.0345,1.093
11.139000,0.0137,0.3410,1.0341,1.089
11.140000,0.0162,0.3266,1.0385,1.089
11.141000,0.0323,0.3052,1.0433,1.088
11.143000,0.0802,0.3550,1.0436,1.105
11.147000,0.0816,0.3608,1.0712,1.133
11.152000,0.0633,0.3552,1.0983,1.156
11.157000,0.0272,0.3364,1.1156,1.166
11.162000,0.0067,0.3530,1.1281,1.182
11.167000,0.0001,0.3752,1.1322,1.193
11.171000,0.0096,0.3623,1.1317,1.188
11.177000,0.0174,0.3288,1.1366,1.183
11.181000,0.0233,0.2976,1.1549,1.193
11.186000,0.0225,0.2868,1.1847,1.219
11.191000,0.0191,0.2907,1.2143,1.249
11.197000,0.0162,0.2900,1.2338,1.268
11.200000,0.0218,0.2834,1.2409,1.273
11.206000,0.0291,0.2756,1.2326,1.263
11.216000,0.0313,0.2744,1.2155,1.246
11.217000,0.0328,0.2734,1.1852,1.217
11.220000,0.0318,0.2722,1.1461,1.178
11.226000,0.0262,0.2732,1.1027,1.136
11.246000,0.0157,0.2671,1.0551,1.088
11.247000,0.0003,0.2712,1.0092,1.045
11.247000,-0.0185,0.2810,0.9691,1.009
11.247000,-0.0380,0.2888,0.9347,0.979
11.249000,-0.0505,0.2939,0.9015,0.950
11.255000,-0.0590,0.2956,0.8800,0.930
11.259000,-0.0563,0.2905,0.8602,0.910
11.264000,-0.0515,0.2934,0.8480,0.899
11.270000,-0.0473,0.2956,0.8404,0.892
11.274000,-0.0417,0.2978,0.8465,0.898
11.279000,-0.0395,0.2993,0.8585,0.910
11.283000,-0.0414,0.2949,0.8714,0.921
11.289000,-0.0424,0.2861,0.8810,0.927
11.294000,-0.0466,0.2783,0.8927,0.936
11.298000,-0.0502,0.2695,0.9049,0.946
11.307000,-0.0554,0.2654,0.9120,0.951
11.309000,-0.0590,0.2605,0.9230,0.961
11.313000,-0.0622,0.2610,0.9266,0.965
11.319000,-0.0676,0.2671,0.9247,0.965
11.323000,-0.0656,0.2729,0.9147,0.957
11.332000,-0.0590,0.2768,0.9012,0.945
11.333000,-0.0466,0.2829,0.8876,0.933
11.338000,-0.0331,0.2871,0.8739,0.920
11.343000,-0.0180,0.2969,0.8602,0.910
11.347000,-0.0051,0.3044,0.8475,0.901
11.352000,0.0035,0.3071,0.8329,0.888
11.357000,0.0152,0.3152,0.8260,0.884
11.362000,0.0245,0.3191,0.8221,0.882
11.366000,0.0347,0.3213,0.8202,0.882
11.372000,0.0457,0.3191,0.8180,0.879
11.378000,0.0518,0.3181,0.8180,0.879
11.382000,0.0587,0.3139,0.8236,0.883
11.386000,0.0635,0.3093,0.8285,0.887
11.392000,0.0665,0.2971,0.8341,0.888
11.397000,0.0709,0.2854,0.8304,0.881
11.402000,0.0592,0.2761,0.8248,0.872
11.406000,0.0411,0.2685,0.8155,0.860
11.417000,0.0172,0.2707,0.8106,0.855
11.419000,-0.0051,0.2754,0.8053,0.851
11.420000,-0.0248,0.2805,0.7945,0.843
11.426000,-0.0383,0.2824,0.7884,0.838
11.431000,-0.0402,0.2868,0.7850,0.837
11.445000,-0.0410,0.2883,0.7821,0.835
11.446000,-0.0322,0.2883,0.7821,0.834
11.446000,-0.0263,0.2929,0.7879,0.841
11.450000,-0.0241,0.2966,0.7933,0.847
11.456000,-0.0214,0.3034,0.8080,0.863
11.460000,-0.0209,0.3113,0.8253,0.882
11.465000,-0.0224,0.3164,0.8441,0.902
11.470000,-0.0251,0.3164,0.8585,0.915
11.475000,-0.0309,0.3120,0.8710,0.926
11.480000,-0.0373,0.3071,0.8795,0.932
11.485000,-0.0456,0.3069,0.8822,0.935
11.490000,-0.0495,0.3091,0.8807,0.935
11.496000,-0.0605,0.3157,0.8802,0.937
11.503000,-0.0632,0.3171,0.8702,0.928
11.505000,-0.0637,0.3174,0.8558,0.915
11.509000,-0.0615,0.3159,0.8434,0.903
11.513000,-0.0583,0.3181,0.8312,0.892
11.523000,-0.0488,0.3174,0.8243,0.885
11.524000,-0.0436,0.3225,0.8216,0.884
11.540000,-0.0353,0.3296,0.8143,0.879
11.541000,-0.0258,0.3323,0.8114,0.877
11.541000,-0.0187,0.3379,0.8109,0.879
11.543000,-0.0082,0.3440,0.8092,0.879
11.548000,-0.0051,0.3513,0.8099,0.883
11.553000,0.0045,0.3584,0.8092,0.885
11.558000,0.0152,0.3630,0.8124,0.890
11.564000,0.0286,0.3660,0.8216,0.900
11.568000,0.0318,0.3691,0.8346,0.913
11.572000,0.0350,0.3713,0.8495,0.928
11.579000,0.0316,0.3708,0.8697,0.946
11.583000,0.0296,0.3691,0.8893,0.963
11.587000,0.0262,0.3686,0.9103,0.982
11.593000,0.0230,0.3664,0.9227,0.993
11.597000,0.0167,0.3635,0.9330,1.001
11.603000,0.0096,0.3613,0.9396,1.007
11.608000,0.0054,0.3591,0.9405,1.007
11.618000,0.0035,0.3616,0.9403,1.007
11.619000,0.0001,0.3586,0.9371,1.003
11.622000,-0.0046,0.3591,0.9293,0.996
11.628000,-0.0070,0.3603,0.9186,0.987
11.632000,-0.0136,0.3623,0.9112,0.981
11.647000,-0.0192,0.3684,0.9012,0.974
11.648000,-0.0258,0.3721,0.8939,0.969
11.648000,-0.0341,0.3774,0.8951,0.972
11.651000,-0.0341,0.3830,0.8949,0.974
11.656000,-0.0358,0.3855,0.9032,0.983
11.664000,-0.0327,0.3869,0.9066,0.986
11.666000,-0.0312,0.3869,0.9164,0.995
11.671000,-0.0302,0.3874,0.9256,1.004
11.676000,-0.0312,0.3918,0.9357,1.015
11.681000,-0.0331,0.3884,0.9449,1.022
11.685000,-0.0380,0.3855,0.9545,1.030
11.690000,-0.0427,0.3843,0.9603,1.035
11.698000,-0.0446,0.3838,0.9645,1.039
11.701000,-0.0449,0.3816,0.9618,1.036
11.705000,-0.0497,0.3804,0.9591,1.033
11.719000,-0.0537,0.3816,0.9606,1.035
11.722000,-0.0568,0.3833,0.9559,1.031
11.722000,-0.0593,0.3840,0.9606,1.036
11.724000,-0.0583,0.3848,0.9611,1.037
11.731000,-0.0627,0.3826,0.9611,1.036
11.736000,-0.0646,0.3840,0.9549,1.031
11.740000,-0.0703,0.3848,0.9525,1.030
11.751000,-0.0756,0.3843,0.9535,1.031
11.752000,-0.0790,0.3874,0.9525,1.031
11.755000,-0.0842,0.3918,0.9510,1.032
11.760000,-0.0871,0.3953,0.9488,1.032
11.764000,-0.0851,0.3955,0.9523,1.035
11.770000,-0.0822,0.3962,0.9542,1.036
11.774000,-0.0808,0.3984,0.9508,1.034
11.779000,-0.0790,0.4016,0.9471,1.032
11.783000,-0.0812,0.3999,0.9442,1.029
11.788000,-0.0817,0.3996,0.9427,1.027
11.793000,-0.0844,0.4028,0.9418,1.028
11.798000,-0.0869,0.4011,0.9359,1.022
11.803000,-0.0898,0.4031,0.9283,1.016
11.808000,-0.0905,0.4006,0.9254,1.012
11.817000,-0.0942,0.3999,0.9213,1.009
11.820000,-0.0954,0.4031,0.9188,1.008
11.822000,-0.0961,0.4006,0.9247,1.012
11.830000,-0.0910,0.4048,0.9335,1.022
11.841000,-0.0842,0.4072,0.9403,1.028
11.842000,-0.0771,0.4062,0.9466,1.033
11.842000,-0.0700,0.4089,0.9506,1.037
11.847000,-0.0649,0.4060,0.9537,1.039
11.852000,-0.0595,0.4097,0.9554,1.041
11.857000,-0.0566,0.4121,0.9547,1.041
11.861000,-0.0578,0.4224,0.9571,1.048
11.866000,-0.0615,0.4243,0.9642,1.055
11.871000,-0.0629,0.4243,0.9725,1.063
11.876000,-0.0624,0.4241,0.9821,1.072
11.882000,-0.0610,0.4194,0.9965,1.083
11.886000,-0.0598,0.4177,1.0092,1.094
11.891000,-0.0556,0.4182,1.0258,1.109
11.901000,-0.0488,0.4180,1.0438,1.125
11.902000,-0.0363,0.4167,1.0546,1.135
11.905000,-0.0236,0.4138,1.0563,1.135
11.924000,-0.0112,0.4097,1.0607,1.137
11.927000,-0.0077,0.4072,1.0631,1.138
11.927000,-0.0056,0.4077,1.0702,1.145
11.928000,-0.0056,0.4031,1.0756,1.149
11.930000,-0.0063,0.4001,1.0819,1.154
11.935000,-0.0087,0.3982,1.0951,1.165
11.940000,-0.0095,0.3921,1.1139,1.181
11.946000,-0.0082,0.3855,1.1359,1.200
11.950000,-0.0029,0.3784,1.1579,1.218
11.956000,0.0023,0.3713,1.1718,1.229
11.961000,0.0013,0.3664,1.1874,1.243
11.965000,0.0006,0.3591,1.1955,1.248
11.970000,-0.0024,0.3540,1.2011,1.252
11.974000,-0.0038,0.3489,1.2057,1.255
11.982000,-0.0048,0.3423,1.2050,1.253
11.984000,-0.0090,0.3376,1.1945,1.241
11.989000,-0.0107,0.3359,1.1854,1.232
11.995000,-0.0129,0.3342,1.1801,1.227
12.000000,-0.0109,0.3347,1.1620,1.209
12.004000,-0.0085,0.3367,1.1422,1.191
12.015000,0.0010,0.3330,1.1237,1.172
12.016000,0.0084,0.3376,1.1046,1.155
12.021000,0.0206,0.3376,1.0917,1.143
12.024000,0.0335,0.3415,1.0726,1.126
12.029000,0.0460,0.3415,1.0597,1.114
12.032000,0.0587,0.3354,1.0541,1.108
12.041000,0.0709,0.3327,1.0504,1.104
12.043000,0.0797,0.3269,1.0497,1.102
12.047000,0.0841,0.3186,1.0492,1.100
12.058000,0.0860,0.3115,1.0553,1.104
12.059000,0.0887,0.3061,1.0675,1.114
12.063000,0.0867,0.2986,1.0734,1.117
12.068000,0.0899,0.2876,1.0809,1.122
12.072000,0.0882,0.2763,1.0875,1.126
12.077000,0.0858,0.2649,1.0866,1.122
12.083000,0.0845,0.2568,1.0780,1.111
12.087000,0.0777,0.2514,1.0707,1.103
12.092000,0.0701,0.2497,1.0553,1.087
12.105000,0.0606,0.2519,1.0372,1.069
12.106000,0.0489,0.2578,1.0223,1.055
12.108000,0.0401,0.2607,1.0018,1.036
12.114000,0.0308,0.2646,0.9755,1.011
12.119000,0.0218,0.2685,0.9503,0.988
12.121000,0.0198,0.2737,0.9249,0.965
12.133000,0.0198,0.2710,0.9061,0.946
12.135000,0.0120,0.2741,0.8900,0.931
12.137000,0.0140,0.2756,0.8778,0.920
12.141000,0.0115,0.2761,0.8712,0.914
12.146000,0.0130,0.2749,0.8634,0.906
12.150000,0.0140,0.2734,0.8558,0.899
12.156000,0.0191,0.2683,0.8563,0.898
12.160000,0.0240,0.2622,0.8504,0.890
12.165000,0.0250,0.2573,0.8558,0.894
12.170000,0.0255,0.2519,0.8619,0.898
12.175000,0.0257,0.2483,0.8724,0.907
12.181000,0.0245,0.2456,0.8837,0.917
12.185000,0.0191,0.2412,0.8937,0.926
12.190000,0.0169,0.2380,0.9108,0.941
12.195000,0.0179,0.2351,0.9225,0.952
12.200000,0.0196,0.2390,0.9232,0.954
12.204000,0.0147,0.2466,0.9242,0.957
12.209000,0.0152,0.2529,0.9271,0.961
12.221000,0.0142,0.2580,0.9252,0.961
12.222000,0.0176,0.2619,0.9237,0.960
12.224000,0.0233,0.2673,0.9213,0.960
12.232000,0.0723,0.2702,0.9320,0.973
12.237000,0.0372,0.2756,0.9025,0.944
12.238000,0.0145,0.2837,0.8846,0.929
12.250000,0.0010,0.2922,0.8768,0.924
12.250000,-0.0092,0.3042,0.8421,0.895
12.254000,-0.0209,0.3093,0.8199,0.877
12.259000,-0.0346,0.3159,0.8004,0.861
12.264000,-0.0402,0.3108,0.7821,0.843
12.269000,-0.0478,0.3047,0.7628,0.823
12.273000,-0.0534,0.3020,0.7511,0.811
12.279000,-0.0580,0.3020,0.7418,0.803
12.283000,-0.0671,0.3088,0.7442,0.809
12.288000,-0.0725,0.3174,0.7462,0.814
12.292000,-0.0788,0.3240,0.7518,0.822
12.302000,-0.0844,0.3301,0.7623,0.835
12.304000,-0.0827,0.3342,0.7723,0.846
12.307000,-0.0810,0.3381,0.7870,0.860
12.313000,-0.0783,0.3445,0.8026,0.877
12.318000,-0.0700,0.3474,0.8207,0.894
12.331000,-0.0644,0.3479,0.8409,0.912
12.332000,-0.0549,0.3489,0.8502,0.921
12.334000,-0.0446,0.3491,0.8570,0.926
12.337000,-0.0385,0.3476,0.8524,0.921
12.342000,-0.0339,0.3498,0.8446,0.915
12.349000,-0.0287,0.3559,0.8346,0.908
12.351000,-0.0261,0.3579,0.8207,0.896
12.356000,-0.0231,0.3647,0.8102,0.889
12.361000,-0.0236,0.3686,0.8019,0.883
12.366000,-0.0253,0.3745,0.7943,0.879
12.371000,-0.0302,0.3806,0.7918,0.879
12.376000,-0.0353,0.3850,0.7948,0.884
12.382000,-0.0358,0.3877,0.7975,0.887
12.386000,-0.0297,0.3889,0.7999,0.890
12.390000,-0.0273,0.3874,0.8063,0.895
12.396000,-0.0200,0.3850,0.8065,0.894
12.401000,-0.0121,0.3779,0.8072,0.891
12.407000,-0.0046,0.3733,0.8092,0.891
12.411000,-0.0026,0.3679,0.8094,0.889
12.423000,-0.0043,0.3650,0.8102,0.889
12.424000,-0.0068,0.3623,0.8170,0.894
12.428000,-0.0112,0.3645,0.8307,0.907
12.432000,-0.0158,0.3701,0.8473,0.925
12.435000,-0.0236,0.3752,0.8661,0.944
12.440000,-0.0268,0.3804,0.8902,0.968
12.444000,-0.0334,0.3838,0.9142,0.992
12.453000,-0.0366,0.3838,0.9335,1.010
12.455000,-0.0383,0.3833,0.9484,1.024
12.459000,-0.0449,0.3848,0.9549,1.031
12.469000,-0.0463,0.3840,0.9593,1.034
12.470000,-0.0478,0.3786,0.9523,1.026
12.475000,-0.0495,0.3791,0.9435,1.018
12.480000,-0.0517,0.3801,0.9340,1.010
12.484000,-0.0522,0.3764,0.9215,0.997
12.489000,-0.0510,0.3779,0.9078,0.985
12.493000,-0.0502,0.3791,0.8937,0.972
12.500000,-0.0488,0.3850,0.8805,0.962
12.508000,-0.0466,0.3916,0.8714,0.957
12.509000,-0.0422,0.3960,0.8646,0.952
12.514000,-0.0432,0.3992,0.8639,0.953
12.518000,-0.0414,0.4021,0.8688,0.958
12.530000,-0.0361,0.4050,0.8780,0.968
12.531000,-0.0297,0.4048,0.8844,0.973
12.532000,-0.0236,0.4045,0.8988,0.986
12.537000,-0.0202,0.3996,0.9132,0.997
12.542000,-0.0185,0.3948,0.9237,1.005
12.549000,-0.0192,0.3894,0.9359,1.014
12.552000,-0.0195,0.3869,0.9488,1.025
12.558000,-0.0224,0.3826,0.9562,1.030
12.562000,-0.0253,0.3823,0.9601,1.034
12.567000,-0.0278,0.3840,0.9708,1.044
12.572000,-0.0246,0.3857,0.9689,1.043
12.577000,-0.0239,0.3916,0.9652,1.042
12.583000,-0.0239,0.3909,0.9601,1.037
12.587000,-0.0231,0.3909,0.9528,1.030
12.592000,-0.0236,0.3967,0.9410,1.022
12.605000,-0.0234,0.3967,0.9278,1.009
12.606000,-0.0224,0.3999,0.9130,0.997
12.608000,-0.0192,0.4009,0.8971,0.983
12.611000,-0.0175,0.3996,0.8785,0.965
12.615000,-0.0146,0.4021,0.8641,0.953
12.621000,-0.0173,0.3992,0.8434,0.933
12.631000,-0.0173,0.3940,0.8275,0.917
12.632000,-0.0202,0.3965,0.8177,0.909
12.636000,-0.0222,0.3955,0.8109,0.902
12.642000,-0.0280,0.3960,0.8084,0.901
12.646000,-0.0285,0.3938,0.8150,0.906
12.650000,-0.0268,0.3882,0.8219,0.909
12.656000,-0.0258,0.3855,0.8282,0.914
12.660000,-0.0229,0.3860,0.8326,0.918
12.666000,-0.0197,0.3867,0.8380,0.923
12.669000,-0.0175,0.3906,0.8390,0.926
12.675000,-0.0158,0.3974,0.8509,0.939
12.680000,-0.0112,0.4053,0.8595,0.950
12.685000,-0.0058,0.4128,0.8702,0.963
12.690000,0.0001,0.4206,0.8783,0.974
12.694000,0.0098,0.4226,0.8802,0.976
12.700000,0.0198,0.4253,0.8858,0.983
12.704000,0.0284,0.4248,0.8885,0.985
12.709000,0.0350,0.4189,0.8990,0.992
12.722000,0.0162,0.3996,0.8976,0.983
12.724000,-0.0241,0.3757,0.8912,0.967
12.725000,-0.0192,0.4145,0.9176,1.007
12.729000,-0.0112,0.4409,0.9437,1.042
12.734000,0.0216,0.4238,0.9691,1.058
12.739000,0.0543,0.4109,0.9808,1.065
12.743000,0.0750,0.4036,0.9781,1.061
12.752000,0.0841,0.4018,0.9664,1.050
12.753000,0.0804,0.4119,0.9510,1.040
12.758000,0.0616,0.4285,0.9379,1.033
12.763000,0.0352,0.4441,0.9271,1.029
12.769000,0.0062,0.4585,0.9261,1.033
12.773000,-0.0204,0.4717,0.9447,1.056
12.778000,-0.0344,0.4788,0.9779,1.089
12.785000,-0.0397,0.4731,1.0094,1.115
12.788000,-0.0385,0.4597,1.0404,1.138
12.792000,-0.0253,0.4482,1.0678,1.158
12.797000,-0.0077,0.4368,1.0934,1.177
12.806000,0.0032,0.4331,1.1220,1.203
12.813000,0.0108,0.4289,1.1449,1.223
12.813000,0.0169,0.4180,1.1593,1.232
12.827000,0.0230,0.4109,1.1642,1.235
12.827000,0.0257,0.4055,1.1720,1.240
12.827000,0.0303,0.4004,1.1769,1.244
12.844000,0.0374,0.3979,1.1786,1.245
12.846000,0.0430,0.3970,1.1725,1.239
12.847000,0.0435,0.3965,1.1537,1.221
12.847000,0.0404,0.3996,1.1293,1.199
12.851000,0.0350,0.4067,1.1058,1.179
12.856000,0.0308,0.4170,1.0856,1.163
12.862000,0.0316,0.4233,1.0697,1.151
12.866000,0.0423,0.4294,1.0536,1.139
12.870000,0.0550,0.4292,1.0372,1.124
12.875000,0.0716,0.4277,1.0253,1.113
12.880000,0.0845,0.4199,1.0240,1.110
12.886000,0.0902,0.4175,1.0282,1.113
12.890000,0.0872,0.4070,1.0392,1.119
12.896000,0.0745,0.4004,1.0419,1.119
12.900000,0.0574,0.3874,1.0477,1.119
12.907000,0.0316,0.3743,1.0587,1.123
12.913000,0.0062,0.3630,1.0700,1.130
12.914000,-0.0097,0.3572,1.0778,1.135
12.931000,-0.0229,0.3503,1.0731,1.129
12.932000,-0.0290,0.3362,1.0670,1.119
12.933000,-0.0163,0.3247,1.0582,1.107
12.935000,-0.0041,0.3176,1.0492,1.096
12.940000,0.0108,0.3171,1.0497,1.097
12.944000,0.0269,0.3191,1.0560,1.104
12.949000,0.0377,0.3186,1.0675,1.115
12.954000,0.0450,0.3181,1.0809,1.128
12.959000,0.0440,0.3208,1.0885,1.136
12.964000,0.0382,0.3193,1.0868,1.133
12.969000,0.0264,0.3178,1.0814,1.127
12.974000,0.0150,0.3154,1.0670,1.113
12.978000,-0.0036,0.3083,1.0472,1.092
12.985000,-0.0224,0.3044,1.0243,1.069
12.989000,-0.0461,0.3025,1.0077,1.053
12.993000,-0.0722,0.2922,0.9862,1.031
12.998000,-0.0974,0.2876,0.9713,1.018
13.003000,-0.1164,0.2820,0.9571,1.005
13.008000,-0.1259,0.2756,0.9420,0.990
13.013000,-0.1289,0.2683,0.9256,0.972
13.018000,-0.1352,0.2373,0.9110,0.951
13.027000,-0.1557,0.2509,0.9090,0.956
13.029000,-0.1730,0.2776,0.9022,0.960
13.032000,-0.1625,0.2973,0.9015,0.963
13.053000,-0.1452,0.2917,0.9088,0.965
13.055000,-0.1347,0.2751,0.9305,0.980
13.056000,-0.1247,0.2566,0.9484,0.990
13.056000,-0.1152,0.2558,0.9591,0.999
13.056000,-0.1091,0.2639,0.9703,1.011
13.061000,-0.1076,0.2719,0.9769,1.020
13.070000,-0.0976,0.2773,0.9781,1.021
13.072000,-0.0847,0.2749,0.9720,1.014
13.077000,-0.0659,0.2724,0.9669,1.007
13.081000,-0.0466,0.2663,0.9530,0.991
13.086000,-0.0258,0.2700,0.9315,0.970
13.091000,-0.0092,0.2702,0.9071,0.947
13.096000,0.0015,0.2771,0.8797,0.922
13.105000,0.0128,0.2873,0.8590,0.906
13.106000,0.0213,0.2966,0.8385,0.890
13.110000,0.0259,0.2969,0.8297,0.882
13.125000,0.0291,0.2961,0.8187,0.871
13.126000,0.0357,0.2917,0.8094,0.861
13.126000,0.0457,0.2856,0.8053,0.856
13.130000,0.0626,0.2710,0.8160,0.862
13.135000,0.0540,0.2700,0.8021,0.848
13.142000,0.0213,0.2922,0.7765,0.830
13.145000,-0.0016,0.3078,0.7538,0.814
13.150000,-0.0202,0.3183,0.7386,0.805
13.155000,-0.0312,0.3161,0.7225,0.789
13.159000,-0.0370,0.3110,0.7135,0.779
13.165000,-0.0378,0.3022,0.7027,0.766
13.170000,-0.0375,0.2959,0.6986,0.760
13.175000,-0.0358,0.2951,0.7039,0.764
13.179000,-0.0380,0.2951,0.7157,0.775
13.185000,-0.0414,0.3000,0.7359,0.796
13.189000,-0.0466,0.3030,0.7611,0.820
13.193000,-0.0524,0.3117,0.7791,0.841
13.199000,-0.0539,0.3139,0.7980,0.859
13.203000,-0.0549,0.3171,0.8099,0.872
13.209000,-0.0488,0.3171,0.8209,0.881
13.214000,-0.0451,0.3130,0.8268,0.885
13.221000,-0.0407,0.3071,0.8290,0.885
13.224000,-0.0424,0.3066,0.8353,0.891
13.228000,-0.0429,0.3064,0.8385,0.894
13.243000,-0.0392,0.3083,0.8360,0.892
13.243000,-0.0307,0.3132,0.8268,0.885
13.244000,-0.0234,0.3196,0.8155,0.876
13.248000,-0.0175,0.3308,0.8077,0.873
13.253000,-0.0080,0.3391,0.8014,0.870
13.260000,-0.0002,0.3457,0.7918,0.864
13.263000,0.0111,0.3467,0.7840,0.857
13.267000,0.0203,0.3484,0.7752,0.850
13.272000,0.0257,0.3440,0.7682,0.842
13.277000,0.0264,0.3430,0.7701,0.843
13.283000,0.0279,0.3447,0.7730,0.847
13.287000,0.0267,0.3484,0.7850,0.859
13.292000,0.0216,0.3513,0.7987,0.873
13.297000,0.0130,0.3550,0.8197,0.893
13.307000,0.0052,0.3572,0.8461,0.918
13.308000,-0.0048,0.3562,0.8846,0.954
13.312000,-0.0141,0.3574,0.9183,0.986
13.317000,-0.0278,0.3552,0.9501,1.015
13.321000,-0.0432,0.3533,0.9755,1.038
13.333000,-0.0524,0.3535,0.9991,1.061
13.334000,-0.0556,0.3535,1.0106,1.072
13.336000,-0.0585,0.3552,1.0250,1.086
13.341000,-0.0612,0.3542,1.0299,1.091
13.346000,-0.0656,0.3572,1.0206,1.083
13.352000,-0.0734,0.3591,1.0052,1.070
13.355000,-0.0771,0.3657,0.9872,1.056
13.360000,-0.0842,0.3713,0.9640,1.036
13.366000,-0.0898,0.3752,0.9371,1.013
13.371000,-0.0917,0.3840,0.9139,0.996
13.376000,-0.0915,0.3909,0.8932,0.979
13.381000,-0.0832,0.3953,0.8714,0.960
13.386000,-0.0734,0.3999,0.8551,0.947
13.390000,-0.0634,0.4006,0.8441,0.936
13.396000,-0.0532,0.4048,0.8424,0.936
13.401000,-0.0463,0.4094,0.8519,0.946
13.405000,-0.0380,0.4126,0.8646,0.959
13.412000,-0.0309,0.4197,0.8807,0.976
13.415000,-0.0312,0.4194,0.8966,0.990
13.419000,-0.0317,0.4167,0.9081,1.000
13.426000,-0.0324,0.4194,0.9166,1.009
13.429000,-0.0366,0.4216,0.9278,1.020
13.434000,-0.0349,0.4260,0.9369,1.030
13.439000,-0.0368,0.4324,0.9479,1.042
13.444000,-0.0358,0.4355,0.9554,1.051
13.449000,-0.0361,0.4375,0.9618,1.057
13.454000,-0.0385,0.4419,0.9618,1.059
13.458000,-0.0405,0.4470,0.9606,1.060
13.463000,-0.0424,0.4482,0.9647,1.065
13.469000,-0.0480,0.4436,0.9681,1.066
13.474000,-0.0590,0.4404,0.9708,1.068
13.477000,-0.0654,0.4431,0.9720,1.070
13.485000,-0.0744,0.4402,0.9777,1.075
13.487000,-0.0820,0.4382,0.9821,1.079
13.493000,-0.0834,0.4311,0.9860,1.079
13.498000,-0.0871,0.4219,0.9840,1.074
13.503000,-0.0939,0.4148,0.9852,1.073
13.508000,-0.0996,0.4160,0.9855,1.074
13.519000,-0.1057,0.4162,0.9874,1.077
13.520000,-0.1135,0.4150,0.9901,1.080
13.523000,-0.1242,0.4148,0.9950,1.085
13.526000,-0.1296,0.4104,1.0016,1.090
13.532000,-0.1320,0.4077,1.0087,1.096
13.543000,-0.1323,0.4028,1.0177,1.102
13.544000,-0.1362,0.3957,1.0243,1.106
13.547000,-0.1435,0.3935,1.0238,1.106
13.552000,-0.1496,0.3979,1.0238,1.109
13.556000,-0.1520,0.4050,1.0233,1.111
13.562000,-0.1520,0.4099,1.0294,1.118
13.566000,-0.1479,0.4170,1.0309,1.122
13.571000,-0.1381,0.4187,1.0358,1.126
13.576000,-0.1252,0.4202,1.0341,1.123
13.582000,-0.1079,0.4192,1.0204,1.108
13.586000,-0.0956,0.4199,1.0087,1.097
13.591000,-0.0886,0.4206,1.0004,1.089
13.596000,-0.0861,0.4238,0.9982,1.088
13.601000,-0.0861,0.4246,0.9994,1.089
13.606000,-0.0861,0.4270,1.0052,1.096
13.611000,-0.0891,0.4346,1.0150,1.108
13.616000,-0.0903,0.4407,1.0353,1.129
13.621000,-0.0873,0.4429,1.0551,1.148
13.625000,-0.0859,0.4360,1.0802,1.168
13.634000,-0.0783,0.4236,1.1039,1.185
13.635000,-0.0712,0.4133,1.1293,1.205
13.641000,-0.0615,0.3957,1.1508,1.218
13.646000,-0.0512,0.3755,1.1698,1.230
13.649000,-0.0405,0.3620,1.1693,1.225
13.655000,-0.0324,0.3581,1.1596,1.214
13.660000,-0.0287,0.3450,1.1493,1.200
13.664000,-0.0182,0.3335,1.1442,1.192
13.669000,-0.0102,0.3125,1.1417,1.184
13.673000,-0.0287,0.3159,1.1408,1.184
13.679000,-0.0583,0.3352,1.1259,1.176
13.684000,-0.0749,0.3447,1.1383,1.192
13.689000,-0.0783,0.3415,1.1447,1.197
13.694000,-0.0698,0.3269,1.1574,1.205
13.700000,-0.0583,0.3069,1.1637,1.205
13.704000,-0.0466,0.2893,1.1647,1.201
13.709000,-0.0334,0.2771,1.1635,1.196
13.713000,-0.0268,0.2697,1.1586,1.190
13.719000,-0.0244,0.2641,1.1508,1.181
13.726000,-0.0261,0.2575,1.1398,1.169
13.727000,-0.0275,0.2566,1.1271,1.156
13.733000,-0.0285,0.2573,1.1097,1.140
13.738000,-0.0295,0.2583,1.0914,1.122
13.742000,-0.0258,0.2588,1.0719,1.103
13.749000,-0.0136,0.2549,1.0599,1.090
13.753000,-0.0070,0.2536,1.0450,1.075
13.766000,-0.0016,0.2475,1.0331,1.062
13.767000,0.0113,0.2444,1.0209,1.050
13.768000,0.0191,0.2424,1.0089,1.038
13.772000,0.0294,0.2453,0.9974,1.028
13.778000,0.0396,0.2446,0.9908,1.021
13.783000,0.0494,0.2461,0.9857,1.017
13.787000,0.0562,0.2490,0.9799,1.013
