time,ax,ay,az,aT
4.5400,-0.3068,-0.1480,-0.5345,0.634
4.5490,-0.2864,-0.2320,-0.3992,0.543
4.5760,-0.2868,-0.4792,-0.3640,0.667
4.5770,-0.2043,-0.8168,-0.6371,1.056
4.5790,-0.1455,-1.0897,-0.9793,1.472
4.5900,-0.1335,-1.2556,-1.2399,1.770
4.6100,-0.1740,-1.1553,-1.4031,1.826
4.6110,-0.1410,-0.7336,-1.5836,1.751
4.6190,-0.1346,-0.2568,-1.5721,1.599
4.6290,-0.1372,0.1777,-1.5211,1.538
4.6390,-0.1637,0.4560,-1.4690,1.547
4.6670,-0.1331,0.5251,-1.3601,1.464
4.6690,0.0878,0.3873,-1.0809,1.152
4.6710,0.2324,0.1800,-1.0543,1.095
4.6930,0.3201,-0.1895,-0.8990,0.973
4.6940,0.2575,-0.2665,-0.7269,0.816
4.6980,0.1805,-0.4385,-0.6314,0.790
4.7110,0.0893,-0.4616,-0.7821,0.913
4.7180,-0.0364,-0.5264,-0.8348,0.988
4.7270,-0.1433,-0.5161,-0.9058,1.052
4.7380,-0.1956,-0.3920,-0.8425,0.950
4.7530,-0.3106,-0.0778,-0.4533,0.555
4.7870,-0.2612,0.1398,-0.1220,0.320
4.7890,-0.1783,0.0494,0.0757,0.200
4.7900,-0.1353,-0.0988,0.2542,0.304
4.7910,0.0017,-0.2642,0.4316,0.506
4.7970,0.2367,-0.3698,0.4547,0.632
4.8090,0.2818,-0.3952,0.4952,0.693
4.8170,0.3615,-0.3232,0.5536,0.736
4.8260,0.4186,-0.1961,0.6514,0.799
4.8370,0.5316,-0.0339,0.6550,0.844
4.8520,0.5862,0.0479,0.6224,0.856
4.8850,0.4899,0.1468,0.4955,0.712
4.8860,0.4736,0.1127,0.3874,0.622
4.8870,0.4983,0.1184,0.3172,0.602
4.8880,0.4119,0.1253,0.1700,0.463
4.8960,0.3855,0.1146,0.0988,0.414
4.9070,0.3602,0.1035,-0.0295,0.376
4.9160,0.2409,0.1487,-0.0613,0.290
4.9250,0.2179,0.1555,-0.0355,0.270
4.9360,0.2695,0.2613,0.1799,0.416
4.9510,0.4115,0.0914,0.4266,0.600
4.9900,0.4325,-0.2345,0.7403,0.889
4.9930,0.5607,-0.5822,1.0441,1.320
4.9940,0.6467,-0.8783,1.0342,1.503
4.9960,0.7894,-1.2784,0.7507,1.680
4.9980,0.9009,-1.3786,0.4142,1.698
5.0050,1.0546,-1.3540,0.0067,1.716
5.0150,1.1544,-1.1168,-0.6210,1.722
5.0250,1.0838,-0.7163,-1.1863,1.759
5.0350,1.0150,-0.3473,-1.5152,1.857
5.0440,1.0398,-0.1779,-1.3611,1.722
5.0780,1.0412,-0.0537,-1.0888,1.507
5.0790,0.9459,-0.0470,-0.8726,1.288
5.0800,0.7602,-0.1889,-0.9457,1.228
5.0840,0.5641,-0.4546,-0.9089,1.162
5.1130,0.4539,-0.7279,-0.8586,1.214
5.1140,0.4627,-0.9920,-0.8702,1.398
5.1160,0.4336,-1.1172,-0.8268,1.456
5.1240,0.3828,-1.1801,-1.1689,1.705
5.1340,0.2326,-1.0530,-1.2805,1.674
5.1430,0.0209,-0.8395,-1.2916,1.541
5.1710,-0.2154,-0.3871,-0.9723,1.068
5.1730,-0.4012,-0.1115,-0.5744,0.709
5.1740,-0.3625,0.0686,-0.2536,0.448
