time,wx,wy,wz
0.345,0.01,-0.00,-0.01
0.349,0.01,-0.00,-0.02
0.353,0.01,-0.00,-0.02
0.358,0.01,-0.01,-0.02
0.362,0.01,-0.01,-0.02
0.366,0.00,-0.02,-0.02
0.369,0.00,-0.02,-0.03
0.374,-0.00,-0.03,-0.03
0.377,-0.00,-0.03,-0.02
0.381,-0.00,-0.02,-0.02
0.385,-0.00,-0.02,-0.02
0.388,0.00,-0.02,-0.01
0.393,-0.00,-0.02,-0.01
0.397,-0.01,-0.01,-0.00
0.400,-0.01,-0.01,0.00
0.404,-0.01,-0.01,0.01
0.408,-0.01,-0.01,0.02
0.412,-0.01,-0.00,0.02
0.416,-0.01,-0.00,0.03
0.420,-0.01,0.00,0.03
0.424,-0.00,0.00,0.04
0.428,-0.00,0.01,0.05
0.432,-0.00,0.01,0.05
0.436,0.00,0.01,0.05
0.440,0.00,0.01,0.06
0.444,0.00,0.00,0.06
0.447,0.00,0.00,0.06
0.451,0.01,0.00,0.06
0.456,0.01,0.00,0.05
0.459,0.01,0.00,0.05
0.463,0.01,0.01,0.05
0.467,0.01,0.01,0.04
0.471,0.01,0.01,0.04
0.475,0.02,0.01,0.03
0.479,0.02,0.01,0.02
0.483,0.02,0.00,0.02
0.487,0.02,-0.00,0.01
0.491,0.01,-0.01,0.01
0.495,0.01,-0.01,0.00
0.499,0.02,-0.01,0.00
0.503,0.02,-0.01,0.00
0.507,0.02,-0.01,-0.00
0.511,0.01,-0.01,-0.00
0.515,0.01,-0.01,0.00
0.520,0.00,-0.01,0.00
0.522,0.01,-0.00,0.00
0.526,0.01,-0.00,0.00
0.531,0.00,-0.00,0.01
0.534,-0.00,-0.00,0.01
0.542,0.00,0.00,0.01
0.542,0.01,0.00,0.01
0.546,-0.00,0.00,0.01
0.551,-0.01,0.00,0.01
0.554,-0.00,0.00,0.01
0.560,-0.00,0.00,0.01
0.562,-0.01,0.00,0.01
0.566,-0.01,0.00,0.01
0.570,-0.00,-0.00,0.01
0.575,0.00,-0.01,0.00
0.578,-0.00,-0.01,0.00
0.582,-0.00,-0.01,-0.00
0.586,-0.00,-0.01,0.00
0.591,0.00,-0.00,0.00
0.594,0.01,-0.00,0.00
0.598,0.01,-0.00,0.00
0.602,0.01,0.00,0.01
0.606,0.01,0.01,0.01
0.609,0.01,0.01,0.01
0.613,0.01,0.00,0.01
0.617,0.01,0.00,0.01
0.621,0.01,0.00,0.01
0.625,0.01,0.01,0.01
0.629,0.01,0.01,0.01
0.633,0.00,0.01,0.01
0.637,0.01,0.01,0.01
0.642,0.01,0.02,0.01
0.645,0.01,0.01,0.00
0.649,0.01,0.01,0.00
0.653,0.01,0.01,-0.00
0.658,0.01,0.01,-0.01
0.662,0.01,0.01,-0.01
0.665,0.01,0.01,-0.02
0.669,0.02,0.01,-0.02
0.673,0.02,0.00,-0.02
0.677,0.01,0.01,-0.03
0.681,0.02,0.00,-0.03
0.684,0.01,0.00,-0.02
0.688,0.01,-0.00,-0.03
0.692,0.01,-0.00,-0.03
0.696,0.00,-0.00,-0.02
0.700,0.00,0.00,-0.02
0.704,-0.00,0.00,-0.02
0.708,0.00,0.00,-0.01
0.712,0.00,0.00,-0.01
0.716,-0.00,0.00,-0.00
0.720,0.00,0.00,0.00
0.724,-0.00,0.00,0.01
0.728,0.00,0.00,0.01
0.732,0.00,0.01,0.01
0.736,0.01,0.01,0.01
0.740,0.01,0.01,0.02
0.743,0.01,0.01,0.02
0.747,0.01,0.02,0.02
0.752,0.00,0.02,0.02
0.755,0.00,0.02,0.02
0.760,0.00,0.02,0.02
0.763,0.00,0.02,0.02
0.767,-0.00,0.02,0.02
0.771,-0.00,0.02,0.02
0.775,-0.01,0.01,0.01
0.779,-0.02,0.01,0.01
0.783,-0.02,0.00,0.00
0.787,-0.02,-0.00,-0.01
0.791,-0.02,-0.01,-0.01
0.796,-0.01,-0.01,-0.02
0.799,-0.01,-0.01,-0.02
0.802,-0.01,-0.01,-0.01
0.807,-0.00,-0.01,-0.01
0.811,0.00,-0.01,-0.00
0.814,0.01,-0.00,0.00
0.818,0.01,0.00,0.01
0.822,0.01,0.01,0.02
0.827,0.02,0.01,0.03
0.830,0.02,0.02,0.04
0.834,0.02,0.02,0.05
0.838,0.01,0.03,0.05
0.842,0.01,0.03,0.06
0.846,0.01,0.03,0.06
0.850,0.01,0.04,0.06
0.854,0.01,0.03,0.06
0.860,0.00,0.03,0.06
0.862,0.00,0.03,0.05
0.867,-0.00,0.02,0.05
0.870,-0.00,0.02,0.04
0.873,-0.00,0.01,0.03
0.878,-0.00,0.01,0.02
0.882,-0.00,-0.00,0.01
0.885,0.00,-0.00,0.00
0.889,-0.00,-0.00,0.00
0.893,0.00,-0.00,-0.00
0.897,0.00,-0.00,-0.00
0.901,0.00,-0.00,-0.00
0.905,0.01,0.00,-0.00
0.909,0.00,0.00,0.00
0.913,0.01,0.00,0.00
0.917,0.00,0.01,0.01
0.921,0.00,0.01,0.01
0.925,0.00,0.02,0.01
0.929,-0.01,0.02,0.02
0.933,-0.01,0.02,0.02
0.937,-0.00,0.02,0.02
0.941,0.00,0.01,0.02
0.945,0.00,0.01,0.02
0.949,0.00,0.02,0.02
0.953,0.01,0.02,0.02
0.957,0.01,0.02,0.01
0.960,0.01,0.02,0.01
0.966,0.01,0.02,0.01
0.969,0.01,0.02,0.00
0.973,0.01,0.03,-0.00
0.977,0.01,0.02,-0.00
0.982,0.00,0.02,-0.01
0.985,0.00,0.02,-0.01
0.989,-0.00,0.01,-0.02
0.994,-0.00,0.01,-0.03
0.997,-0.00,0.01,-0.03
1.001,-0.00,0.01,-0.04
1.005,-0.01,0.01,-0.04
1.008,-0.01,0.00,-0.05
1.013,-0.00,-0.00,-0.05
1.016,0.00,-0.01,-0.06
1.020,0.00,-0.02,-0.06
1.024,0.00,-0.02,-0.06
1.028,0.01,-0.02,-0.06
1.032,0.01,-0.02,-0.06
1.036,0.01,-0.01,-0.06
1.040,0.02,-0.00,-0.05
1.045,0.02,0.01,-0.05
1.049,0.02,0.01,-0.04
1.052,0.02,0.01,-0.04
1.056,0.02,0.01,-0.04
1.064,0.01,0.01,-0.03
1.064,0.01,0.01,-0.03
1.069,0.01,0.02,-0.03
1.076,0.01,0.01,-0.04
1.076,0.01,0.01,-0.04
1.081,0.00,0.01,-0.05
1.084,-0.00,0.00,-0.05
1.087,-0.01,0.00,-0.05
1.092,-0.01,-0.00,-0.06
1.096,-0.01,-0.01,-0.06
1.099,-0.01,-0.01,-0.07
1.104,-0.01,-0.01,-0.07
1.108,-0.01,-0.01,-0.07
1.111,-0.00,-0.01,-0.07
1.115,0.00,-0.00,-0.07
1.119,0.01,-0.00,-0.07
1.122,0.01,-0.00,-0.06
1.127,0.01,-0.01,-0.06
1.131,0.01,-0.01,-0.06
1.135,0.01,-0.01,-0.05
1.139,0.01,-0.00,-0.05
1.143,0.01,-0.00,-0.04
1.147,0.00,-0.00,-0.04
1.150,0.00,0.00,-0.03
1.155,0.00,0.00,-0.03
1.158,-0.00,0.01,-0.03
1.164,0.00,0.00,-0.02
1.167,-0.00,0.00,-0.02
1.176,0.00,-0.00,-0.02
1.176,0.01,0.00,-0.02
1.187,0.01,0.00,-0.01
1.188,0.01,0.00,-0.01
1.188,0.01,0.00,-0.01
1.190,0.01,0.01,-0.00
1.198,0.02,0.01,-0.00
1.199,0.01,0.02,0.00
1.202,0.01,0.02,0.00
1.206,0.01,0.02,0.01
1.210,0.01,0.02,0.01
1.214,0.01,0.03,0.01
1.218,0.01,0.02,0.01
1.221,0.01,0.02,0.00
1.227,0.01,0.01,0.00
1.230,0.00,0.00,-0.00
1.234,0.01,0.00,-0.01
1.238,0.01,-0.00,-0.01
1.242,0.01,0.00,-0.02
1.246,0.01,0.00,-0.02
1.249,0.01,0.00,-0.02
1.253,0.02,0.00,-0.02
1.257,0.02,-0.00,-0.02
1.264,0.02,0.00,-0.02
1.265,0.01,0.00,-0.02
1.269,0.01,0.00,-0.02
1.273,0.01,0.01,-0.02
1.281,0.01,0.01,-0.02
1.282,0.01,0.01,-0.01
1.285,0.01,0.01,-0.01
1.288,0.00,0.00,-0.01
1.294,0.00,0.00,-0.00
1.298,0.01,0.00,0.00
1.300,0.01,0.01,0.01
1.304,0.02,0.02,0.01
1.308,0.02,0.02,0.02
1.313,0.02,0.02,0.02
1.316,0.02,0.03,0.02
1.321,0.02,0.03,0.03
1.324,0.03,0.02,0.02
1.327,0.02,0.02,0.03
1.332,0.02,0.02,0.03
1.336,0.02,0.02,0.03
1.340,0.01,0.02,0.03
1.344,0.01,0.03,0.03
1.349,0.01,0.03,0.03
1.352,0.01,0.03,0.02
1.356,0.01,0.03,0.02
1.364,0.01,0.02,0.02
1.365,0.01,0.02,0.01
1.370,0.01,0.02,0.01
1.370,0.01,0.02,0.01
1.382,0.01,0.02,0.01
1.383,0.01,0.02,0.01
1.383,0.02,0.02,0.01
1.388,0.02,0.04,0.02
1.392,0.02,0.05,0.03
1.395,0.03,0.03,0.02
1.399,0.03,0.01,-0.00
1.403,0.02,0.03,-0.01
1.407,0.01,0.03,-0.01
1.412,0.01,0.03,-0.00
1.415,0.01,0.02,-0.00
1.419,0.01,0.02,-0.01
1.423,0.02,0.02,-0.01
1.428,0.01,0.01,-0.01
1.431,0.01,0.01,-0.01
1.436,0.00,0.01,-0.01
1.439,0.01,0.01,-0.01
1.445,0.01,0.02,-0.01
1.448,0.01,0.02,-0.00
1.451,0.01,0.02,0.00
1.454,0.01,0.01,0.01
1.459,0.01,0.02,0.01
1.462,0.01,0.02,0.02
1.466,0.01,0.02,0.02
1.470,0.01,0.02,0.03
1.474,0.01,0.03,0.03
1.489,0.01,0.03,0.03
1.490,0.01,0.04,0.03
1.490,0.01,0.04,0.03
1.490,0.01,0.03,0.03
1.507,0.01,0.02,0.03
1.509,0.02,0.02,0.02
1.509,0.01,0.02,0.02
1.509,0.01,0.03,0.01
1.517,0.01,0.02,0.00
1.518,0.01,0.02,-0.01
1.519,0.01,0.02,-0.01
1.523,0.01,0.01,-0.02
1.526,0.01,0.00,-0.03
1.531,0.01,-0.00,-0.03
1.534,0.01,-0.00,-0.03
1.538,0.01,0.00,-0.03
1.541,0.01,0.00,-0.03
1.547,0.01,0.01,-0.03
1.552,0.01,0.01,-0.03
1.553,0.01,0.01,-0.03
1.557,0.01,0.01,-0.03
1.566,0.02,0.01,-0.03
1.567,0.01,0.00,-0.03
1.569,0.01,-0.00,-0.03
1.572,0.01,-0.00,-0.03
1.586,0.01,0.00,-0.03
1.587,0.02,0.00,-0.03
1.587,0.02,0.00,-0.03
1.588,0.01,0.01,-0.03
1.593,0.01,0.01,-0.03
1.597,0.01,0.01,-0.03
1.604,0.01,0.00,-0.03
1.604,0.00,-0.00,-0.03
1.608,0.00,-0.00,-0.03
1.613,0.00,-0.00,-0.03
1.616,0.00,-0.00,-0.03
1.620,0.01,-0.00,-0.03
1.624,0.01,-0.01,-0.03
1.628,-0.01,-0.01,-0.03
1.632,-0.01,-0.01,-0.03
1.636,0.00,-0.01,-0.03
1.640,0.00,-0.01,-0.02
1.645,0.00,-0.01,-0.02
1.648,0.00,-0.00,-0.01
1.652,0.01,0.00,-0.01
1.655,0.01,0.00,-0.01
1.660,0.01,0.01,-0.00
1.664,0.02,0.01,-0.00
1.667,0.02,0.01,-0.00
1.671,0.02,0.02,-0.00
1.675,0.03,0.02,-0.00
1.681,0.02,0.02,-0.01
1.684,0.03,0.02,-0.02
1.687,0.02,0.02,-0.03
1.691,0.02,0.01,-0.04
1.701,0.02,0.01,-0.05
1.703,0.02,0.00,-0.06
1.703,0.01,-0.00,-0.07
1.707,0.01,-0.01,-0.07
1.718,0.01,-0.02,-0.08
1.719,0.01,-0.03,-0.08
1.719,0.00,-0.03,-0.08
1.723,0.00,-0.03,-0.08
1.726,0.00,-0.03,-0.08
1.736,0.00,-0.03,-0.07
1.736,0.00,-0.02,-0.07
1.738,-0.00,-0.02,-0.06
1.753,0.01,-0.01,-0.05
1.754,0.01,-0.01,-0.04
1.755,0.00,-0.00,-0.03
1.755,0.01,-0.00,-0.02
1.758,0.01,0.00,-0.02
1.763,0.01,0.00,-0.01
1.766,0.01,0.01,-0.01
1.770,0.01,0.01,-0.01
1.773,0.01,0.01,-0.01
1.782,0.01,0.01,-0.01
1.783,0.01,0.01,-0.02
1.787,0.01,0.01,-0.02
1.790,0.01,0.00,-0.03
1.803,0.01,-0.00,-0.04
1.803,0.02,-0.01,-0.04
1.804,0.02,-0.01,-0.05
1.805,0.01,-0.01,-0.05
1.809,0.02,-0.01,-0.05
1.813,0.01,-0.00,-0.05
1.817,0.02,-0.00,-0.06
1.821,0.01,-0.01,-0.06
1.825,0.02,-0.01,-0.06
1.830,0.01,-0.01,-0.06
1.833,0.01,-0.01,-0.05
1.837,0.00,-0.01,-0.05
1.841,0.00,-0.01,-0.04
1.846,0.01,-0.01,-0.04
1.849,0.00,-0.00,-0.03
1.857,0.01,-0.00,-0.02
1.857,0.00,0.00,-0.02
1.860,0.00,0.00,-0.02
1.865,0.01,0.01,-0.01
1.869,0.01,0.01,-0.01
1.873,0.01,0.01,-0.00
1.876,0.01,0.01,-0.00
1.884,0.01,0.01,-0.00
1.885,0.01,0.01,-0.00
1.889,0.01,0.01,-0.00
1.892,0.01,0.01,0.00
1.908,0.02,0.02,-0.00
1.909,0.01,0.02,-0.00
1.909,0.01,0.02,-0.01
1.909,0.00,0.01,-0.01
1.918,0.00,0.00,-0.01
1.919,0.00,-0.00,-0.01
1.919,0.00,-0.00,-0.01
1.924,0.01,-0.00,-0.01
1.931,0.01,-0.00,-0.01
1.932,0.00,0.00,-0.01
1.936,0.01,-0.00,-0.02
1.940,0.01,-0.01,-0.02
1.946,0.01,-0.01,-0.02
1.948,0.01,-0.01,-0.02
1.952,0.02,-0.01,-0.02
1.955,0.02,-0.01,-0.01
1.960,0.02,-0.01,-0.01
1.963,0.02,-0.01,-0.01
1.968,0.02,-0.00,-0.01
1.972,0.02,0.00,-0.00
1.976,0.02,0.01,-0.00
1.983,0.02,0.02,0.00
1.984,0.02,0.02,0.00
1.990,0.01,0.01,0.00
1.990,0.01,0.01,0.00
2.005,0.01,0.01,0.01
2.006,0.00,0.00,0.01
2.006,0.00,0.00,0.00
2.007,0.00,-0.00,0.00
2.016,-0.01,-0.01,0.00
2.016,-0.01,-0.01,0.00
2.019,-0.01,-0.00,0.00
2.022,-0.01,-0.00,0.00
2.027,-0.01,-0.01,0.00
2.033,-0.01,-0.01,-0.00
2.034,-0.00,-0.01,-0.00
2.039,-0.01,-0.01,0.00
2.044,-0.00,-0.01,0.00
2.049,-0.00,-0.01,0.00
2.050,-0.00,-0.01,0.00
2.054,0.00,-0.01,0.01
2.058,0.01,-0.00,0.01
2.065,0.01,0.00,0.02
2.067,0.01,0.01,0.02
2.070,0.01,0.02,0.02
2.074,0.01,0.02,0.02
2.086,0.01,0.02,0.02
2.087,0.01,0.02,0.01
2.087,0.00,0.01,0.01
2.091,0.01,0.00,0.00
2.093,0.00,-0.00,-0.01
2.108,0.00,-0.00,-0.01
2.109,0.01,-0.00,-0.02
2.109,0.01,-0.00,-0.02
2.110,0.01,-0.01,-0.03
2.118,0.00,-0.01,-0.03
2.118,0.00,-0.01,-0.03
2.121,0.00,-0.01,-0.04
2.126,0.00,-0.01,-0.04
2.130,-0.00,-0.01,-0.03
2.133,0.00,-0.01,-0.03
2.138,-0.00,-0.01,-0.02
2.141,-0.00,-0.01,-0.02
2.146,-0.00,-0.00,-0.01
2.149,0.00,0.00,-0.00
2.153,-0.00,0.01,0.01
2.156,-0.00,0.01,0.01
2.160,0.00,0.01,0.02
2.165,0.00,0.01,0.03
2.169,0.01,0.01,0.03
2.173,0.01,0.02,0.04
2.176,0.01,0.02,0.04
2.183,0.01,0.02,0.04
2.184,0.01,0.02,0.04
2.190,0.01,0.02,0.03
2.193,0.00,0.02,0.03
2.203,0.01,0.02,0.02
2.204,0.01,0.01,0.01
2.204,0.01,0.01,0.00
2.209,0.01,0.01,-0.01
2.213,0.01,0.00,-0.02
2.216,0.01,-0.00,-0.02
2.220,0.00,-0.01,-0.03
2.225,-0.00,-0.01,-0.04
2.230,0.01,-0.01,-0.05
2.233,-0.00,-0.02,-0.05
2.236,-0.00,-0.02,-0.05
2.239,-0.00,-0.02,-0.05
2.244,-0.00,-0.02,-0.05
2.247,-0.00,-0.02,-0.04
2.253,-0.00,-0.02,-0.04
2.256,-0.01,-0.02,-0.03
2.259,-0.01,-0.01,-0.02
2.267,-0.01,-0.00,-0.01
2.268,-0.00,0.00,0.00
2.274,-0.00,0.01,0.01
2.274,-0.00,0.01,0.02
2.290,-0.00,0.01,0.03
2.291,-0.00,0.01,0.03
2.292,0.00,0.02,0.04
2.292,0.00,0.02,0.04
2.301,0.00,0.02,0.04
2.302,0.01,0.02,0.04
2.303,0.01,0.02,0.04
2.307,-0.00,0.02,0.03
2.311,0.00,0.02,0.03
2.315,0.00,0.02,0.02
2.319,0.01,0.01,0.01
2.323,0.01,0.01,0.00
2.328,0.00,0.00,-0.00
2.332,-0.00,-0.01,-0.01
2.334,0.00,-0.01,-0.01
2.339,-0.01,-0.01,-0.02
2.343,-0.00,-0.01,-0.02
2.347,0.00,-0.00,-0.02
2.351,0.00,-0.00,-0.02
2.354,0.00,0.00,-0.01
2.358,0.00,0.00,-0.01
2.364,0.00,0.00,-0.01
2.367,0.01,-0.00,-0.00
2.371,0.01,0.00,0.00
2.374,0.00,0.00,0.01
2.378,0.00,0.01,0.01
2.384,0.00,0.00,0.01
2.387,-0.00,0.00,0.02
2.389,-0.00,0.01,0.02
2.393,-0.00,0.00,0.02
2.405,-0.00,0.01,0.02
2.406,0.00,0.01,0.02
2.406,-0.00,0.01,0.02
2.409,-0.00,0.01,0.03
2.417,-0.00,0.01,0.03
2.418,0.00,0.01,0.03
2.421,0.00,0.01,0.03
2.425,0.00,0.01,0.02
2.430,0.00,0.00,0.02
2.433,0.01,-0.00,0.02
2.437,0.01,-0.00,0.02
2.441,0.01,-0.00,0.01
2.445,0.01,-0.00,0.01
2.449,0.01,0.00,0.01
2.453,0.01,0.00,0.01
2.457,0.01,0.00,0.01
2.460,0.01,0.00,0.00
2.468,0.01,0.00,0.00
2.469,0.01,0.00,0.00
2.472,0.01,0.00,0.00
2.477,0.00,0.00,-0.00
2.492,0.00,0.00,-0.00
2.493,0.00,-0.00,-0.00
2.493,-0.00,-0.00,-0.00
2.493,-0.00,0.00,-0.00
2.507,-0.00,0.00,-0.00
2.508,-0.00,0.01,-0.00
2.508,0.00,0.01,-0.00
2.509,0.00,0.01,-0.00
2.512,0.00,0.01,-0.01
2.522,0.00,0.00,-0.01
2.523,0.00,0.00,-0.01
2.523,0.00,0.00,-0.01
2.528,0.01,0.00,-0.01
2.533,0.01,-0.00,-0.02
2.535,0.01,-0.00,-0.02
2.540,0.01,-0.00,-0.02
2.543,0.01,-0.00,-0.02
2.548,0.01,-0.01,-0.02
2.552,0.01,-0.01,-0.02
2.556,0.00,-0.00,-0.02
2.559,0.00,-0.00,-0.01
2.567,0.00,0.00,-0.01
2.567,0.00,0.00,-0.01
2.571,0.00,0.00,-0.01
2.577,-0.00,0.00,-0.00
2.578,-0.01,-0.00,-0.00
2.587,-0.01,-0.00,-0.00
2.588,-0.00,-0.00,-0.01
2.591,-0.00,-0.00,-0.01
2.595,-0.00,-0.00,-0.01
2.599,-0.00,-0.00,-0.01
2.603,-0.01,-0.00,-0.02
2.606,0.00,-0.01,-0.02
2.611,0.00,-0.01,-0.03
2.614,0.00,-0.01,-0.03
2.618,0.00,-0.01,-0.03
2.622,0.00,-0.01,-0.04
2.626,0.01,-0.01,-0.04
2.630,0.01,-0.01,-0.04
2.634,0.01,-0.01,-0.04
2.638,0.00,-0.01,-0.04
2.642,0.01,-0.01,-0.04
2.647,0.00,-0.01,-0.03
2.650,0.00,-0.01,-0.03
2.655,-0.00,-0.01,-0.03
2.658,-0.00,-0.01,-0.02
2.661,0.00,-0.01,-0.02
2.666,0.00,-0.00,-0.01
2.670,0.00,0.00,-0.00
2.673,0.00,0.01,0.00
2.677,-0.00,0.01,0.01
2.685,0.00,0.00,0.01
2.685,0.00,0.00,0.01
2.691,0.01,0.00,0.01
2.693,0.01,0.00,0.01
2.705,0.01,0.00,0.01
2.706,0.01,0.00,0.00
2.706,0.01,0.00,-0.00
2.709,0.01,-0.00,-0.01
2.715,0.01,-0.01,-0.02
2.718,0.01,-0.01,-0.02
2.721,0.01,-0.01,-0.03
2.725,0.01,-0.01,-0.03
2.729,0.01,-0.01,-0.03
2.733,0.01,-0.01,-0.04
2.737,0.01,-0.01,-0.04
2.741,0.00,-0.01,-0.04
2.745,0.00,-0.01,-0.05
2.748,-0.00,-0.01,-0.04
2.753,-0.00,-0.01,-0.04
2.756,-0.00,-0.01,-0.04
2.761,-0.00,-0.01,-0.03
2.769,0.00,-0.01,-0.03
2.769,0.00,-0.01,-0.02
2.778,0.01,-0.01,-0.02
2.778,0.01,-0.00,-0.01
2.796,0.00,-0.00,-0.01
2.797,0.01,0.00,-0.01
2.797,0.01,0.00,-0.00
2.797,0.01,0.00,-0.00
2.798,0.01,0.00,-0.00
2.800,0.01,0.00,-0.00
2.804,0.01,0.00,-0.00
2.808,0.01,0.00,-0.01
2.812,0.01,0.00,-0.01
2.816,0.01,0.00,-0.01
2.820,0.01,0.00,-0.01
2.824,0.01,0.01,-0.01
2.828,0.01,0.01,-0.02
2.831,0.00,0.00,-0.02
2.836,0.00,-0.00,-0.02
2.839,0.00,-0.01,-0.03
2.843,0.00,-0.01,-0.03
2.850,0.00,-0.01,-0.03
2.851,0.00,-0.01,-0.03
2.855,-0.00,-0.01,-0.02
2.859,-0.00,-0.01,-0.02
2.863,0.01,-0.00,-0.02
2.869,0.01,0.00,-0.02
2.870,0.01,0.01,-0.01
2.876,0.01,0.01,-0.01
2.878,0.01,0.01,-0.01
2.890,0.01,0.01,-0.01
2.891,0.01,0.00,-0.01
2.891,0.01,0.00,-0.01
2.894,0.01,0.00,-0.01
2.901,0.01,0.00,-0.01
2.902,0.01,0.00,-0.00
2.907,0.02,0.00,-0.00
2.910,0.02,0.01,0.00
2.915,0.01,0.01,0.01
2.919,0.02,0.01,0.01
2.922,0.01,0.01,0.01
2.926,0.01,0.01,0.01
2.931,0.01,0.01,0.01
2.935,0.01,0.01,0.01
2.938,0.01,0.02,0.01
2.943,0.01,0.02,0.01
2.946,0.01,0.02,0.01
2.950,0.01,0.01,0.01
2.954,0.01,0.01,0.01
2.958,0.01,0.01,0.00
2.961,0.01,0.01,0.00
2.969,0.01,0.00,0.00
2.970,0.01,0.01,0.00
2.973,0.01,0.01,-0.00
2.978,0.01,0.01,-0.00
2.997,0.01,0.00,-0.00
2.998,0.00,0.00,-0.00
2.999,0.01,0.00,-0.00
2.999,0.01,0.01,-0.00
2.999,0.01,0.01,0.00
3.001,0.01,0.00,0.00
3.005,0.01,0.01,0.00
3.008,0.01,0.01,0.00
3.013,0.01,0.01,0.00
3.017,0.01,0.01,0.00
3.021,0.01,0.01,-0.00
3.025,0.01,0.01,-0.00
3.028,0.01,0.01,-0.01
3.034,0.01,0.01,-0.01
3.037,0.00,-0.00,-0.01
3.040,-0.00,-0.01,-0.02
3.044,-0.00,-0.01,-0.02
3.050,-0.00,-0.01,-0.02
3.053,0.00,-0.01,-0.02
3.056,-0.00,-0.01,-0.02
3.060,0.00,-0.01,-0.02
3.064,0.00,-0.01,-0.02
3.070,0.00,-0.01,-0.01
3.073,0.01,-0.00,-0.01
3.077,0.01,0.01,-0.00
3.080,0.01,0.01,-0.00
3.092,0.01,0.01,-0.00
3.093,0.01,0.01,-0.00
3.094,0.01,0.01,-0.00
3.096,0.01,0.00,-0.00
3.103,0.00,0.00,-0.01
3.104,0.01,-0.00,-0.01
3.108,0.01,-0.00,-0.01
3.112,0.01,-0.00,-0.01
3.117,0.01,-0.00,-0.02
3.120,0.01,-0.00,-0.02
3.124,0.01,-0.01,-0.02
3.127,0.01,-0.01,-0.02
3.132,0.01,-0.01,-0.02
3.135,0.01,-0.00,-0.02
3.139,0.01,-0.00,-0.02
3.143,0.01,-0.01,-0.02
3.148,0.00,-0.01,-0.02
3.151,0.00,-0.01,-0.02
3.156,0.00,-0.01,-0.02
3.159,0.01,-0.00,-0.01
3.162,0.01,0.00,-0.01
3.168,0.00,0.00,-0.01
3.170,-0.00,0.00,-0.00
3.174,0.00,0.00,-0.00
3.178,0.00,0.00,-0.00
3.186,-0.00,0.00,-0.00
3.187,-0.01,-0.00,-0.00
3.191,0.00,-0.00,-0.01
3.197,0.00,-0.00,-0.01
