time,gFx,gFy,gFz,TgF
0.257000,0.1298,0.9919,0.0895,1.004
0.262000,0.1329,0.9943,0.0888,1.007
0.267000,0.1339,0.9926,0.0932,1.006
0.281000,0.1381,0.9914,0.0947,1.005
0.282000,0.1351,0.9921,0.0878,1.005
0.282000,0.1415,0.9916,0.0881,1.006
0.286000,0.1534,0.9877,0.0800,1.003
0.291000,0.1427,0.9865,0.0793,1.000
0.296000,0.1041,0.9948,0.0722,1.003
0.301000,0.0924,0.9977,0.0703,1.004
0.323000,0.1307,0.9909,0.0685,1.002
0.323000,0.1122,0.9929,0.0800,1.002
0.324000,0.1156,0.9958,0.0732,1.005
0.324000,0.1166,0.9936,0.0749,1.003
0.325000,0.1425,0.9977,0.0886,1.012
0.331000,0.1713,0.9902,0.0893,1.009
0.336000,0.1739,0.9863,0.1035,1.007
0.340000,0.1554,0.9865,0.0983,1.004
0.345000,0.1019,0.9921,0.0844,1.001
0.350000,0.0724,1.0004,0.0663,1.005
0.355000,0.1063,0.9970,0.0602,1.004
0.364000,0.1361,0.9890,0.0637,1.000
0.365000,0.1202,0.9902,0.0734,1.000
0.370000,0.1305,0.9960,0.0810,1.008
0.427000,0.1473,0.9914,0.0861,1.006
0.428000,0.1332,0.9860,0.0964,1.000
0.428000,0.1263,0.9977,0.0959,1.010
0.429000,0.1363,0.9973,0.0947,1.011
0.429000,0.1573,0.9899,0.0908,1.006
0.429000,0.1398,0.9880,0.0905,1.002
0.430000,0.1124,0.9924,0.0771,1.002
0.430000,0.1124,0.9948,0.0705,1.004
0.430000,0.1229,0.9936,0.0717,1.004
0.431000,0.1305,0.9897,0.0661,1.000
0.431000,0.1254,0.9921,0.0695,1.002
0.431000,0.1241,0.9938,0.0715,1.004
0.433000,0.1334,0.9926,0.0685,1.004
0.438000,0.1456,0.9916,0.0715,1.005
0.443000,0.1515,0.9916,0.0759,1.006
0.448000,0.1522,0.9904,0.0810,1.005
0.453000,0.1456,0.9894,0.0844,1.004
0.464000,0.1381,0.9931,0.0871,1.006
0.464000,0.1351,0.9929,0.0854,1.006
0.467000,0.1254,0.9911,0.0859,1.003
0.473000,0.1217,0.9931,0.0844,1.004
0.477000,0.1241,0.9941,0.0871,1.006
0.482000,0.1246,0.9919,0.0851,1.003
0.487000,0.1239,0.9936,0.0827,1.005
0.507000,0.1224,0.9938,0.0825,1.005
0.508000,0.1222,0.9926,0.0815,1.003
0.508000,0.1232,0.9904,0.0781,1.001
0.508000,0.1217,0.9933,0.0759,1.004
0.511000,0.1246,0.9929,0.0764,1.004
0.517000,0.1271,0.9936,0.0761,1.005
0.521000,0.1263,0.9916,0.0781,1.003
0.526000,0.1302,0.9931,0.0805,1.005
0.531000,0.1317,0.9919,0.0847,1.004
0.536000,0.1329,0.9904,0.0856,1.003
0.541000,0.1298,0.9909,0.0900,1.003
0.547000,0.1266,0.9916,0.0864,1.003
0.551000,0.1278,0.9911,0.0878,1.003
0.556000,0.1283,0.9919,0.0886,1.004
0.561000,0.1273,0.9921,0.0883,1.004
0.566000,0.1232,0.9929,0.0869,1.004
0.570000,0.1236,0.9926,0.0859,1.004
0.584000,0.1254,0.9909,0.0849,1.002
0.586000,0.1244,0.9902,0.0859,1.002
0.586000,0.1268,0.9943,0.0825,1.006
0.591000,0.1305,0.9911,0.0790,1.003
0.628000,0.1312,0.9911,0.0771,1.003
0.629000,0.1295,0.9924,0.0759,1.004
0.629000,0.1271,0.9916,0.0724,1.002
0.629000,0.1293,0.9914,0.0786,1.003
0.630000,0.1263,0.9924,0.0786,1.003
0.630000,0.1268,0.9916,0.0817,1.003
0.630000,0.1266,0.9943,0.0825,1.006
0.631000,0.1276,0.9921,0.0844,1.004
0.634000,0.1305,0.9926,0.0856,1.005
0.641000,0.1312,0.9914,0.0825,1.003
0.647000,0.1310,0.9931,0.0829,1.005
0.648000,0.1332,0.9914,0.0788,1.003
0.653000,0.1327,0.9919,0.0790,1.004
0.658000,0.1266,0.9946,0.0847,1.006
0.663000,0.1271,0.9924,0.0808,1.004
0.668000,0.1332,0.9916,0.0829,1.004
0.684000,0.1332,0.9933,0.0805,1.005
0.685000,0.1368,0.9907,0.0825,1.003
0.686000,0.1378,0.9919,0.0847,1.005
0.688000,0.1341,0.9919,0.0876,1.005
0.693000,0.1307,0.9953,0.0903,1.008
0.697000,0.1278,0.9929,0.0856,1.005
0.702000,0.1312,0.9921,0.0849,1.004
0.732000,0.1337,0.9929,0.0815,1.005
0.732000,0.1317,0.9933,0.0844,1.006
0.733000,0.1332,0.9933,0.0829,1.006
0.733000,0.1337,0.9936,0.0834,1.006
0.733000,0.1310,0.9933,0.0873,1.006
0.733000,0.1305,0.9929,0.0854,1.005
0.736000,0.1261,0.9946,0.0808,1.006
0.745000,0.1268,0.9909,0.0778,1.002
0.748000,0.1263,0.9916,0.0783,1.003
0.751000,0.1268,0.9914,0.0788,1.003
0.758000,0.1229,0.9933,0.0839,1.004
0.761000,0.1241,0.9904,0.0861,1.002
0.766000,0.1227,0.9924,0.0886,1.004
0.771000,0.1215,0.9916,0.0886,1.003
0.781000,0.1261,0.9897,0.0864,1.001
0.782000,0.1256,0.9968,0.0825,1.008
0.789000,0.1227,0.9943,0.0803,1.005
0.793000,0.1246,0.9941,0.0790,1.005
0.828000,0.1236,0.9946,0.0790,1.005
0.829000,0.1280,0.9916,0.0844,1.003
0.829000,0.1261,0.9924,0.0856,1.004
0.829000,0.1307,0.9929,0.0881,1.005
0.830000,0.1278,0.9924,0.0898,1.005
0.830000,0.1280,0.9914,0.0881,1.004
0.830000,0.1288,0.9909,0.0881,1.003
0.830000,0.1224,0.9921,0.0878,1.004
0.834000,0.1161,0.9929,0.0861,1.003
0.840000,0.1149,0.9943,0.0842,1.004
0.845000,0.1234,0.9921,0.0839,1.003
0.849000,0.1271,0.9911,0.0805,1.002
0.854000,0.1222,0.9914,0.0815,1.002
0.859000,0.1163,0.9931,0.0805,1.003
0.864000,0.1149,0.9941,0.0800,1.004
0.869000,0.1158,0.9914,0.0781,1.001
0.878000,0.1183,0.9919,0.0786,1.002
0.879000,0.1227,0.9924,0.0822,1.003
0.885000,0.1224,0.9936,0.0851,1.005
0.889000,0.1271,0.9894,0.0861,1.001
0.915000,0.1273,0.9902,0.0910,1.002
0.917000,0.1236,0.9953,0.0912,1.007
0.917000,0.1251,0.9919,0.0925,1.004
0.917000,0.1258,0.9914,0.0920,1.004
0.918000,0.1207,0.9931,0.0930,1.005
0.918000,0.1193,0.9926,0.0873,1.004
0.929000,0.1178,0.9936,0.0832,1.004
0.929000,0.1207,0.9924,0.0837,1.003
0.934000,0.1236,0.9938,0.0798,1.005
0.938000,0.1256,0.9933,0.0793,1.004
0.942000,0.1290,0.9921,0.0827,1.004
0.947000,0.1254,0.9933,0.0844,1.005
0.952000,0.1168,0.9924,0.0864,1.003
0.957000,0.1183,0.9953,0.0822,1.006
0.963000,0.1229,0.9943,0.0849,1.005
0.967000,0.1283,0.9916,0.0812,1.003
0.972000,0.1278,0.9929,0.0832,1.005
0.979000,0.1229,0.9933,0.0847,1.004
0.981000,0.1085,0.9926,0.0847,1.002
0.987000,0.1215,0.9897,0.0878,1.001
1.020000,0.1622,0.9970,0.0900,1.014
1.022000,0.1446,0.9904,0.0969,1.006
1.022000,0.1415,0.9938,0.0817,1.007
1.023000,0.1464,0.9902,0.0881,1.005
1.023000,0.1583,0.9924,0.0939,1.009
1.023000,0.1625,0.9892,0.0983,1.007
1.024000,0.1405,0.9924,0.0839,1.006
1.027000,0.1158,0.9914,0.0878,1.002
1.031000,0.1234,0.9931,0.0842,1.004
1.035000,0.1258,0.9926,0.0764,1.003
1.041000,0.1212,0.9902,0.0734,1.000
1.045000,0.1224,0.9924,0.0712,1.002
1.050000,0.1346,0.9938,0.0703,1.005
1.055000,0.1588,0.9899,0.0808,1.006
1.061000,0.1569,0.9980,0.0781,1.013
1.065000,0.1537,0.9887,0.0876,1.004
1.070000,0.1488,0.9919,0.0856,1.007
1.080000,0.1425,0.9911,0.0829,1.005
1.081000,0.1393,0.9933,0.0851,1.007
1.086000,0.1390,0.9933,0.0825,1.006
1.089000,0.1332,0.9929,0.0798,1.005
1.138000,0.1315,0.9929,0.0839,1.005
1.139000,0.1371,0.9929,0.0866,1.006
1.140000,0.1381,0.9921,0.0861,1.005
1.140000,0.1354,0.9941,0.0893,1.007
1.140000,0.1290,0.9921,0.0873,1.004
1.141000,0.1280,0.9931,0.0812,1.005
1.141000,0.1280,0.9931,0.0812,1.005
1.141000,0.1280,0.9931,0.0812,1.005
1.142000,0.1280,0.9931,0.0812,1.005
1.142000,0.1280,0.9931,0.0812,1.005
1.146000,0.1319,0.9921,0.0788,1.004
1.151000,0.1307,0.9907,0.0844,1.003
1.156000,0.1302,0.9946,0.0900,1.007
1.160000,0.1307,0.9946,0.0898,1.007
1.165000,0.1300,0.9938,0.0878,1.006
1.170000,0.1273,0.9924,0.0842,1.004
1.184000,0.1244,0.9936,0.0834,1.005
1.185000,0.1190,0.9938,0.0822,1.004
1.185000,0.1136,0.9931,0.0815,1.003
1.190000,0.1102,0.9916,0.0781,1.001
1.218000,0.1114,0.9936,0.0766,1.003
1.219000,0.1129,0.9946,0.0768,1.004
1.219000,0.1053,0.9933,0.0798,1.002
1.219000,0.1127,0.9960,0.0768,1.005
1.220000,0.1197,0.9897,0.0710,0.999
1.220000,0.1280,0.9953,0.0744,1.006
1.224000,0.1368,0.9938,0.0793,1.006
1.229000,0.1417,0.9892,0.0859,1.003
1.234000,0.1371,0.9933,0.0932,1.007
1.239000,0.1300,0.9929,0.0893,1.005
1.243000,0.1268,0.9933,0.0827,1.005
1.249000,0.1271,0.9916,0.0812,1.003
1.253000,0.1244,0.9921,0.0783,1.003
1.262000,0.1293,0.9926,0.0808,1.004
1.263000,0.1329,0.9943,0.0756,1.006
1.268000,0.1334,0.9914,0.0717,1.003
1.273000,0.1349,0.9953,0.0729,1.007
1.295000,0.1322,0.9948,0.0749,1.006
1.295000,0.1341,0.9948,0.0766,1.007
1.296000,0.1256,0.9946,0.0803,1.006
1.296000,0.1227,0.9929,0.0781,1.003
1.300000,0.1246,0.9936,0.0800,1.005
1.302000,0.1261,0.9948,0.0832,1.006
1.307000,0.1298,0.9931,0.0866,1.005
1.312000,0.1256,0.9931,0.0864,1.005
1.317000,0.1246,0.9933,0.0856,1.005
1.322000,0.1273,0.9919,0.0805,1.003
1.327000,0.1283,0.9916,0.0825,1.003
1.332000,0.1302,0.9921,0.0832,1.004
1.337000,0.1305,0.9921,0.0869,1.004
1.342000,0.1305,0.9936,0.0883,1.006
1.347000,0.1276,0.9931,0.0837,1.005
1.352000,0.1300,0.9941,0.0768,1.005
1.358000,0.1368,0.9946,0.0690,1.006
1.361000,0.1346,0.9907,0.0712,1.002
1.366000,0.1312,0.9924,0.0710,1.004
1.371000,0.1278,0.9941,0.0746,1.005
1.378000,0.1263,0.9933,0.0778,1.004
1.381000,0.1305,0.9941,0.0822,1.006
1.385000,0.1300,0.9936,0.0837,1.006
1.415000,0.1312,0.9929,0.0832,1.005
1.415000,0.1290,0.9919,0.0878,1.004
1.416000,0.1273,0.9946,0.0825,1.006
1.416000,0.1285,0.9948,0.0837,1.007
1.416000,0.1317,0.9909,0.0854,1.003
1.417000,0.1334,0.9924,0.0822,1.005
1.420000,0.1334,0.9921,0.0805,1.004
1.426000,0.1332,0.9924,0.0783,1.004
1.431000,0.1356,0.9936,0.0761,1.006
1.435000,0.1383,0.9919,0.0781,1.005
1.440000,0.1356,0.9924,0.0783,1.005
1.445000,0.1295,0.9933,0.0810,1.005
1.450000,0.1234,0.9953,0.0849,1.007
1.454000,0.1215,0.9953,0.0837,1.006
1.462000,0.1202,0.9946,0.0817,1.005
1.464000,0.1207,0.9926,0.0805,1.003
1.469000,0.1229,0.9948,0.0783,1.005
1.475000,0.1224,0.9970,0.0734,1.007
1.511000,0.1229,0.9931,0.0759,1.004
1.511000,0.1283,0.9936,0.0744,1.005
1.511000,0.1310,0.9933,0.0783,1.005
1.512000,0.1339,0.9938,0.0815,1.006
1.512000,0.1315,0.9921,0.0849,1.004
1.512000,0.1298,0.9907,0.0861,1.003
1.512000,0.1283,0.9936,0.0878,1.006
1.513000,0.1319,0.9924,0.0869,1.005
1.519000,0.1344,0.9899,0.0869,1.003
1.523000,0.1307,0.9955,0.0895,1.008
1.528000,0.1256,0.9938,0.0844,1.005
1.533000,0.1258,0.9933,0.0795,1.004
1.538000,0.1266,0.9955,0.0754,1.006
1.543000,0.1302,0.9941,0.0756,1.005
1.548000,0.1317,0.9914,0.0720,1.003
1.553000,0.1327,0.9948,0.0776,1.007
1.559000,0.1324,0.9951,0.0825,1.007
1.563000,0.1312,0.9926,0.0864,1.005
1.568000,0.1266,0.9936,0.0844,1.005
1.572000,0.1236,0.9929,0.0859,1.004
1.579000,0.1263,0.9943,0.0844,1.006
1.582000,0.1280,0.9951,0.0820,1.007
1.587000,0.1256,0.9931,0.0825,1.004
1.615000,0.1200,0.9941,0.0822,1.005
1.615000,0.1217,0.9941,0.0844,1.005
1.616000,0.1295,0.9951,0.0825,1.007
1.616000,0.1319,0.9948,0.0822,1.007
1.616000,0.1234,0.9926,0.0783,1.003
1.616000,0.1263,0.9946,0.0798,1.006
1.622000,0.1334,0.9914,0.0790,1.003
1.627000,0.1293,0.9938,0.0839,1.006
1.631000,0.1273,0.9941,0.0844,1.006
1.636000,0.1241,0.9919,0.0873,1.003
1.642000,0.1234,0.9948,0.0851,1.006
1.646000,0.1207,0.9926,0.0849,1.004
1.651000,0.1234,0.9941,0.0834,1.005
1.656000,0.1280,0.9926,0.0810,1.004
1.661000,0.1300,0.9926,0.0810,1.004
1.666000,0.1254,0.9933,0.0808,1.004
1.671000,0.1232,0.9933,0.0820,1.004
1.681000,0.1276,0.9931,0.0844,1.005
1.682000,0.1285,0.9933,0.0827,1.005
1.686000,0.1241,0.9953,0.0734,1.006
1.690000,0.1273,0.9943,0.0812,1.006
1.719000,0.1283,0.9924,0.0891,1.005
1.720000,0.1278,0.9921,0.0871,1.004
1.720000,0.1302,0.9924,0.0883,1.005
1.721000,0.1319,0.9931,0.0900,1.006
1.721000,0.1295,0.9931,0.0886,1.005
1.721000,0.1273,0.9953,0.0822,1.007
1.724000,0.1319,0.9951,0.0798,1.007
1.730000,0.1517,0.9914,0.0822,1.006
1.736000,0.1415,0.9933,0.0827,1.007
1.740000,0.1312,0.9931,0.0790,1.005
1.745000,0.1310,0.9929,0.0793,1.005
1.750000,0.1285,0.9936,0.0798,1.005
1.754000,0.1307,0.9926,0.0815,1.004
1.763000,0.1341,0.9926,0.0820,1.005
1.764000,0.1310,0.9943,0.0876,1.007
1.769000,0.1305,0.9946,0.0878,1.007
1.773000,0.1339,0.9948,0.0827,1.007
1.804000,0.1344,0.9941,0.0820,1.006
1.805000,0.1268,0.9941,0.0832,1.006
1.805000,0.1280,0.9921,0.0873,1.004
1.805000,0.1227,0.9929,0.0903,1.004
1.805000,0.1246,0.9921,0.0871,1.004
1.806000,0.1263,0.9916,0.0815,1.003
1.808000,0.1315,0.9916,0.0803,1.004
1.812000,0.1327,0.9909,0.0786,1.003
1.818000,0.1288,0.9941,0.0810,1.006
1.823000,0.1319,0.9955,0.0773,1.007
1.828000,0.1319,0.9911,0.0776,1.003
1.833000,0.1258,0.9899,0.0783,1.001
1.837000,0.1207,0.9951,0.0795,1.006
1.842000,0.1239,0.9931,0.0793,1.004
1.847000,0.1258,0.9919,0.0788,1.003
1.852000,0.1227,0.9931,0.0827,1.004
1.857000,0.1217,0.9916,0.0832,1.003
1.862000,0.1197,0.9936,0.0827,1.004
1.867000,0.1188,0.9951,0.0810,1.005
1.872000,0.1205,0.9933,0.0754,1.003
1.880000,0.1229,0.9914,0.0710,1.002
1.883000,0.1207,0.9943,0.0739,1.004
1.886000,0.1239,0.9931,0.0781,1.004
1.914000,0.1273,0.9951,0.0820,1.007
1.915000,0.1276,0.9931,0.0883,1.005
1.915000,0.1293,0.9926,0.0893,1.005
1.915000,0.1295,0.9948,0.0869,1.007
1.916000,0.1293,0.9938,0.0834,1.006
1.916000,0.1312,0.9938,0.0808,1.006
1.921000,0.1329,0.9951,0.0808,1.007
1.929000,0.1376,0.9941,0.0837,1.007
1.932000,0.1376,0.9933,0.0854,1.006
1.936000,0.1346,0.9914,0.0842,1.004
1.940000,0.1378,0.9936,0.0856,1.007
1.947000,0.1378,0.9933,0.0847,1.006
1.950000,0.1410,0.9931,0.0805,1.006
1.955000,0.1488,0.9919,0.0759,1.006
1.963000,0.1510,0.9907,0.0778,1.005
1.965000,0.1444,0.9938,0.0754,1.007
1.969000,0.1412,0.9911,0.0720,1.004
1.975000,0.1393,0.9924,0.0710,1.005
1.992000,0.1429,0.9931,0.0722,1.006
1.993000,0.1464,0.9921,0.0739,1.006
1.993000,0.1400,0.9933,0.0732,1.006
1.994000,0.1334,0.9948,0.0761,1.007
1.999000,0.1371,0.9941,0.0761,1.006
2.004000,0.1422,0.9924,0.0742,1.005
2.009000,0.1439,0.9933,0.0795,1.007
2.014000,0.1451,0.9955,0.0854,1.010
2.019000,0.1434,0.9911,0.0949,1.006
2.024000,0.1383,0.9943,0.0996,1.009
2.029000,0.1366,0.9946,0.0888,1.008
2.034000,0.1383,0.9948,0.0847,1.008
2.039000,0.1390,0.9936,0.0827,1.007
2.043000,0.1383,0.9924,0.0808,1.005
2.048000,0.1368,0.9941,0.0827,1.007
2.054000,0.1378,0.9926,0.0790,1.005
2.058000,0.1417,0.9936,0.0717,1.006
2.064000,0.1385,0.9924,0.0705,1.004
2.068000,0.1395,0.9943,0.0705,1.007
2.074000,0.1341,0.9943,0.0749,1.006
2.085000,0.1268,0.9924,0.0832,1.004
2.086000,0.1229,0.9953,0.0859,1.007
2.088000,0.1207,0.9926,0.0891,1.004
2.093000,0.1183,0.9909,0.0790,1.001
2.097000,0.1193,0.9902,0.0773,1.000
2.103000,0.1202,0.9916,0.0759,1.002
2.107000,0.1166,0.9938,0.0827,1.004
2.131000,0.1161,0.9951,0.0881,1.006
2.132000,0.1212,0.9946,0.0883,1.006
2.132000,0.1244,0.9924,0.0866,1.004
2.133000,0.1195,0.9960,0.0815,1.006
2.133000,0.1110,0.9963,0.0756,1.005
2.136000,0.1000,0.9953,0.0734,1.003
2.141000,0.1051,0.9948,0.0695,1.003
2.150000,0.1102,0.9943,0.0693,1.003
2.151000,0.1156,0.9948,0.0732,1.004
2.156000,0.1156,0.9948,0.0759,1.004
2.165000,0.1136,0.9926,0.0822,1.002
2.167000,0.1110,0.9926,0.0900,1.003
2.170000,0.1146,0.9911,0.0981,1.003
2.201000,0.1153,0.9931,0.0969,1.004
2.202000,0.1180,0.9933,0.0910,1.004
2.202000,0.1276,0.9926,0.0851,1.004
2.203000,0.1376,0.9933,0.0825,1.006
2.203000,0.1317,0.9911,0.0781,1.003
2.203000,0.1232,0.9929,0.0712,1.003
2.206000,0.1210,0.9946,0.0727,1.005
2.211000,0.1205,0.9946,0.0729,1.004
2.216000,0.1229,0.9933,0.0766,1.004
2.220000,0.1271,0.9924,0.0812,1.004
2.225000,0.1300,0.9938,0.0832,1.006
2.230000,0.1293,0.9929,0.0829,1.005
2.235000,0.1298,0.9909,0.0786,1.002
2.240000,0.1254,0.9926,0.0764,1.003
2.245000,0.1256,0.9919,0.0773,1.003
2.249000,0.1285,0.9948,0.0746,1.006
2.254000,0.1290,0.9921,0.0756,1.003
2.259000,0.1341,0.9933,0.0744,1.005
2.264000,0.1337,0.9929,0.0754,1.005
2.269000,0.1334,0.9943,0.0764,1.006
2.274000,0.1324,0.9933,0.0800,1.005
2.282000,0.1324,0.9924,0.0793,1.004
2.284000,0.1312,0.9929,0.0815,1.005
2.289000,0.1278,0.9941,0.0815,1.006
2.324000,0.1263,0.9953,0.0837,1.007
2.325000,0.1227,0.9929,0.0851,1.004
2.325000,0.1205,0.9960,0.0844,1.007
2.326000,0.1219,0.9958,0.0832,1.007
2.326000,0.1234,0.9951,0.0820,1.006
2.326000,0.1244,0.9933,0.0803,1.004
2.327000,0.1256,0.9914,0.0790,1.002
2.329000,0.1261,0.9919,0.0795,1.003
2.333000,0.1288,0.9948,0.0832,1.007
2.338000,0.1329,0.9948,0.0822,1.007
2.343000,0.1361,0.9941,0.0825,1.007
2.349000,0.1341,0.9924,0.0798,1.005
2.352000,0.1312,0.9921,0.0800,1.004
2.358000,0.1285,0.9938,0.0839,1.006
2.363000,0.1261,0.9936,0.0856,1.005
2.367000,0.1249,0.9924,0.0861,1.004
2.372000,0.1266,0.9951,0.0839,1.007
2.381000,0.1288,0.9921,0.0825,1.004
2.381000,0.1305,0.9931,0.0803,1.005
2.386000,0.1295,0.9926,0.0778,1.004
2.392000,0.1319,0.9946,0.0759,1.006
2.416000,0.1332,0.9931,0.0751,1.005
2.417000,0.1368,0.9902,0.0790,1.003
2.417000,0.1361,0.9929,0.0815,1.005
2.418000,0.1327,0.9924,0.0778,1.004
2.418000,0.1339,0.9941,0.0847,1.007
2.421000,0.1337,0.9936,0.0844,1.006
2.426000,0.1346,0.9933,0.0837,1.006
2.431000,0.1373,0.9919,0.0825,1.005
2.436000,0.1373,0.9921,0.0778,1.005
2.441000,0.1361,0.9929,0.0776,1.005
2.445000,0.1403,0.9946,0.0734,1.007
2.451000,0.1422,0.9951,0.0749,1.008
2.456000,0.1415,0.9936,0.0766,1.007
2.460000,0.1405,0.9916,0.0786,1.005
2.465000,0.1388,0.9929,0.0800,1.006
2.470000,0.1371,0.9943,0.0834,1.007
2.475000,0.1334,0.9943,0.0820,1.007
2.480000,0.1305,0.9931,0.0817,1.005
2.485000,0.1302,0.9938,0.0810,1.006
2.490000,0.1302,0.9921,0.0800,1.004
2.500000,0.1293,0.9933,0.0839,1.005
2.501000,0.1278,0.9943,0.0820,1.006
2.507000,0.1268,0.9931,0.0847,1.005
2.509000,0.1258,0.9929,0.0856,1.004
2.548000,0.1256,0.9938,0.0876,1.006
2.549000,0.1283,0.9943,0.0832,1.006
2.549000,0.1278,0.9946,0.0808,1.006
2.549000,0.1249,0.9929,0.0783,1.004
2.549000,0.1229,0.9929,0.0768,1.003
2.550000,0.1200,0.9931,0.0781,1.003
2.550000,0.1193,0.9951,0.0756,1.005
2.550000,0.1266,0.9926,0.0781,1.004
2.555000,0.1332,0.9929,0.0800,1.005
2.558000,0.1341,0.9933,0.0842,1.006
2.563000,0.1319,0.9933,0.0886,1.006
2.568000,0.1293,0.9921,0.0937,1.005
2.573000,0.1271,0.9958,0.0905,1.008
2.580000,0.1307,0.9911,0.0871,1.004
2.583000,0.1290,0.9933,0.0839,1.005
2.588000,0.1263,0.9926,0.0771,1.004
2.608000,0.1256,0.9951,0.0744,1.006
2.609000,0.1256,0.9924,0.0707,1.003
2.609000,0.1302,0.9936,0.0742,1.005
2.609000,0.1300,0.9921,0.0742,1.003
2.613000,0.1305,0.9943,0.0768,1.006
2.617000,0.1329,0.9936,0.0781,1.005
2.622000,0.1317,0.9933,0.0812,1.005
2.627000,0.1295,0.9929,0.0883,1.005
2.633000,0.1276,0.9926,0.0881,1.005
2.638000,0.1285,0.9933,0.0891,1.006
2.642000,0.1310,0.9933,0.0878,1.006
2.647000,0.1337,0.9948,0.0832,1.007
2.652000,0.1334,0.9941,0.0817,1.006
2.657000,0.1339,0.9933,0.0795,1.005
2.662000,0.1327,0.9943,0.0798,1.006
2.666000,0.1332,0.9926,0.0759,1.004
2.671000,0.1373,0.9914,0.0764,1.004
2.676000,0.1373,0.9921,0.0751,1.004
2.682000,0.1371,0.9916,0.0737,1.004
2.686000,0.1307,0.9941,0.0790,1.006
2.691000,0.1276,0.9938,0.0732,1.005
2.715000,0.1434,0.9919,0.0805,1.005
2.715000,0.1446,0.9948,0.0854,1.009
2.716000,0.1390,0.9948,0.0859,1.008
2.716000,0.1344,0.9953,0.0832,1.008
2.716000,0.1332,0.9924,0.0851,1.005
2.720000,0.1346,0.9948,0.0834,1.007
2.725000,0.1346,0.9933,0.0808,1.006
2.730000,0.1349,0.9921,0.0808,1.005
2.736000,0.1344,0.9907,0.0805,1.003
2.740000,0.1322,0.9936,0.0829,1.006
2.746000,0.1298,0.9936,0.0842,1.006
2.750000,0.1251,0.9946,0.0812,1.006
2.755000,0.1236,0.9938,0.0808,1.005
2.760000,0.1224,0.9929,0.0790,1.003
2.765000,0.1215,0.9931,0.0773,1.003
2.770000,0.1222,0.9933,0.0771,1.004
2.776000,0.1190,0.9938,0.0771,1.004
2.787000,0.1163,0.9931,0.0776,1.003
2.788000,0.1166,0.9933,0.0844,1.004
2.790000,0.1171,0.9931,0.0851,1.004
2.795000,0.1153,0.9938,0.0900,1.005
2.799000,0.1122,0.9941,0.0898,1.004
2.804000,0.1124,0.9909,0.0886,1.001
2.809000,0.1107,0.9924,0.0871,1.002
2.838000,0.1117,0.9933,0.0849,1.003
2.839000,0.1141,0.9926,0.0837,1.003
2.839000,0.1246,0.9916,0.0817,1.003
2.840000,0.1180,0.9946,0.0842,1.005
2.840000,0.1139,0.9941,0.0829,1.004
2.840000,0.1158,0.9929,0.0820,1.003
