time,wx,wy,wz
19.651,-1.25,-0.10,0.01
19.655,-1.26,-0.10,0.02
19.665,-1.26,-0.10,0.02
19.665,-1.27,-0.10,0.02
19.668,-1.27,-0.10,0.02
19.671,-1.28,-0.10,0.02
19.716,-1.28,-0.10,0.02
19.717,-1.29,-0.10,0.02
19.718,-1.28,-0.10,0.02
19.718,-1.29,-0.10,0.02
19.718,-1.29,-0.10,0.02
19.718,-1.30,-0.10,0.02
19.719,-1.30,-0.10,0.02
19.719,-1.31,-0.10,0.02
19.719,-1.31,-0.10,0.02
19.720,-1.31,-0.10,0.02
19.720,-1.31,-0.10,0.02
19.720,-1.32,-0.09,0.02
19.722,-1.31,-0.09,0.02
19.734,-1.31,-0.09,0.02
19.735,-1.32,-0.09,0.02
19.737,-1.31,-0.10,0.02
19.738,-1.31,-0.09,0.02
19.752,-1.31,-0.09,0.02
19.753,-1.31,-0.09,0.02
19.753,-1.32,-0.09,0.02
19.754,-1.32,-0.09,0.02
19.765,-1.31,-0.09,0.02
19.766,-1.31,-0.09,0.02
19.767,-1.31,-0.09,0.02
19.770,-1.31,-0.09,0.02
19.774,-1.31,-0.08,0.02
19.778,-1.30,-0.09,0.02
19.781,-1.30,-0.09,0.02
19.785,-1.30,-0.09,0.02
19.789,-1.30,-0.09,0.02
19.829,-1.30,-0.08,0.02
19.830,-1.29,-0.08,0.02
19.830,-1.28,-0.08,0.02
19.830,-1.28,-0.08,0.02
19.831,-1.28,-0.08,0.02
19.831,-1.28,-0.09,0.02
19.831,-1.27,-0.09,0.02
19.832,-1.27,-0.09,0.02
19.832,-1.27,-0.08,0.02
19.832,-1.26,-0.08,0.02
19.833,-1.26,-0.08,0.02
19.837,-1.25,-0.08,0.02
19.843,-1.24,-0.08,0.02
19.845,-1.23,-0.08,0.02
19.852,-1.23,-0.08,0.02
19.853,-1.22,-0.08,0.02
19.865,-1.22,-0.08,0.02
19.866,-1.21,-0.08,0.02
19.866,-1.20,-0.08,0.02
19.869,-1.20,-0.08,0.02
19.872,-1.19,-0.08,0.02
19.921,-1.18,-0.08,0.02
19.922,-1.17,-0.08,0.02
19.923,-1.17,-0.07,0.02
19.924,-1.16,-0.07,0.02
19.924,-1.15,-0.07,0.02
19.925,-1.14,-0.07,0.02
19.926,-1.14,-0.07,0.02
19.927,-1.13,-0.07,0.02
19.927,-1.12,-0.07,0.02
19.927,-1.11,-0.07,0.02
19.928,-1.10,-0.07,0.02
19.928,-1.09,-0.07,0.02
19.928,-1.08,-0.06,0.02
19.929,-1.06,-0.06,0.02
19.931,-1.06,-0.07,0.02
19.935,-1.04,-0.06,0.02
19.939,-1.04,-0.06,0.02
19.944,-1.02,-0.06,0.02
19.947,-1.02,-0.06,0.02
19.952,-1.00,-0.06,0.02
19.955,-0.99,-0.05,0.02
19.965,-0.98,-0.06,0.02
19.966,-0.97,-0.05,0.02
19.967,-0.95,-0.05,0.02
19.972,-0.94,-0.05,0.02
20.021,-0.93,-0.05,0.02
20.022,-0.92,-0.05,0.02
20.022,-0.91,-0.05,0.02
20.022,-0.89,-0.05,0.02
20.023,-0.88,-0.04,0.02
20.023,-0.87,-0.04,0.02
20.023,-0.86,-0.04,0.02
20.024,-0.84,-0.04,0.02
20.024,-0.83,-0.04,0.02
20.024,-0.82,-0.04,0.02
20.025,-0.80,-0.04,0.02
20.025,-0.79,-0.03,0.02
20.026,-0.77,-0.03,0.02
20.027,-0.76,-0.03,0.03
20.031,-0.74,-0.03,0.02
20.034,-0.73,-0.03,0.02
20.038,-0.71,-0.03,0.02
20.042,-0.70,-0.03,0.02
20.048,-0.68,-0.02,0.02
20.050,-0.67,-0.03,0.02
20.053,-0.66,-0.02,0.02
20.058,-0.64,-0.02,0.02
20.062,-0.63,-0.02,0.02
20.066,-0.61,-0.02,0.03
20.070,-0.59,-0.01,0.03
20.073,-0.58,-0.01,0.03
20.082,-0.56,-0.01,0.02
20.083,-0.55,-0.01,0.03
20.085,-0.53,-0.01,0.03
20.089,-0.52,-0.01,0.03
20.135,-0.50,-0.01,0.03
20.136,-0.49,-0.00,0.03
20.136,-0.47,-0.00,0.02
20.137,-0.46,-0.00,0.02
20.137,-0.44,0.00,0.02
20.137,-0.42,0.00,0.02
20.137,-0.40,0.01,0.02
20.138,-0.39,0.01,0.02
20.138,-0.37,0.01,0.02
20.139,-0.35,0.01,0.02
20.139,-0.34,0.01,0.02
20.140,-0.32,0.01,0.02
20.146,-0.30,0.02,0.02
20.147,-0.29,0.02,0.02
20.149,-0.27,0.02,0.02
20.153,-0.26,0.02,0.02
20.165,-0.24,0.02,0.02
20.166,-0.22,0.03,0.02
20.166,-0.20,0.03,0.02
20.169,-0.18,0.03,0.01
20.172,-0.17,0.03,0.02
20.218,-0.15,0.03,0.02
20.220,-0.14,0.03,0.01
20.220,-0.12,0.04,0.01
20.221,-0.10,0.04,0.01
20.221,-0.08,0.04,0.01
20.221,-0.06,0.04,0.01
20.222,-0.05,0.04,0.01
20.222,-0.03,0.04,0.01
20.222,-0.01,0.05,0.01
20.223,0.00,0.05,0.01
20.223,0.02,0.05,0.01
20.224,0.04,0.05,0.01
20.224,0.06,0.05,0.01
20.228,0.07,0.05,0.01
20.232,0.09,0.05,0.01
20.236,0.10,0.06,0.01
20.239,0.12,0.06,0.01
20.245,0.14,0.06,0.01
20.248,0.16,0.06,0.00
20.252,0.17,0.07,0.00
20.255,0.19,0.07,0.00
20.266,0.21,0.07,0.00
20.267,0.23,0.07,0.00
20.267,0.24,0.07,0.00
20.273,0.26,0.07,0.00
20.274,0.28,0.07,0.00
20.326,0.30,0.07,0.00
20.327,0.31,0.08,0.00
20.328,0.33,0.08,0.00
20.328,0.35,0.08,-0.00
20.328,0.36,0.08,0.00
20.329,0.38,0.08,-0.00
20.329,0.39,0.08,0.00
20.329,0.41,0.08,-0.00
20.330,0.42,0.08,-0.00
20.331,0.44,0.09,-0.00
20.331,0.46,0.09,-0.00
20.331,0.47,0.09,-0.00
20.332,0.49,0.09,-0.00
20.332,0.51,0.09,-0.00
20.334,0.52,0.09,-0.00
20.338,0.54,0.09,-0.00
20.343,0.55,0.09,-0.00
20.346,0.57,0.09,-0.00
20.351,0.58,0.10,-0.00
20.354,0.60,0.10,-0.00
20.359,0.61,0.10,-0.01
20.362,0.63,0.10,-0.01
20.366,0.64,0.10,-0.01
20.370,0.66,0.10,-0.01
20.374,0.67,0.10,-0.01
20.383,0.69,0.10,-0.01
20.384,0.71,0.11,-0.01
20.385,0.72,0.11,-0.01
20.390,0.73,0.11,-0.01
20.443,0.75,0.11,-0.01
20.444,0.76,0.11,-0.01
20.444,0.77,0.11,-0.01
20.445,0.79,0.11,-0.01
20.445,0.80,0.11,-0.01
20.445,0.82,0.11,-0.01
20.446,0.83,0.11,-0.01
20.446,0.84,0.11,-0.01
20.446,0.85,0.11,-0.01
20.447,0.87,0.12,-0.01
20.447,0.88,0.11,-0.01
20.447,0.89,0.11,-0.01
20.448,0.91,0.11,-0.01
20.448,0.92,0.12,-0.01
20.448,0.93,0.12,-0.01
20.452,0.94,0.12,-0.01
20.456,0.95,0.12,-0.01
20.463,0.97,0.12,-0.01
20.465,0.98,0.12,-0.01
20.469,0.98,0.12,-0.01
20.473,1.01,0.12,-0.01
20.483,1.00,0.12,-0.01
20.484,1.02,0.12,-0.01
20.484,1.03,0.12,-0.01
20.488,1.04,0.12,-0.01
20.544,1.05,0.12,-0.01
20.544,1.06,0.12,-0.01
20.545,1.07,0.12,-0.01
20.545,1.08,0.12,-0.01
20.545,1.09,0.12,-0.01
20.546,1.10,0.12,-0.01
20.546,1.11,0.12,-0.01
20.546,1.12,0.12,-0.01
20.547,1.13,0.12,-0.01
20.547,1.14,0.12,-0.01
20.548,1.15,0.12,-0.01
20.548,1.15,0.12,-0.01
20.548,1.16,0.12,-0.01
20.548,1.17,0.12,-0.01
20.549,1.18,0.12,-0.01
20.551,1.18,0.11,-0.01
20.555,1.18,0.12,-0.01
20.560,1.19,0.12,-0.01
20.562,1.20,0.12,-0.01
20.567,1.21,0.11,-0.01
20.571,1.22,0.11,-0.01
20.582,1.22,0.11,-0.02
20.583,1.23,0.11,-0.02
20.584,1.23,0.11,-0.02
20.587,1.24,0.11,-0.01
20.591,1.24,0.11,-0.02
20.639,1.25,0.11,-0.02
20.640,1.25,0.11,-0.02
20.640,1.26,0.11,-0.02
20.640,1.26,0.11,-0.02
20.641,1.27,0.11,-0.02
20.641,1.27,0.11,-0.02
20.641,1.27,0.11,-0.02
20.642,1.27,0.11,-0.02
20.642,1.28,0.11,-0.02
20.642,1.28,0.11,-0.02
20.643,1.28,0.10,-0.02
20.643,1.29,0.10,-0.02
20.643,1.29,0.10,-0.02
20.646,1.29,0.10,-0.02
20.651,1.29,0.10,-0.02
20.654,1.29,0.10,-0.02
20.660,1.30,0.10,-0.02
20.664,1.29,0.10,-0.02
20.666,1.30,0.10,-0.02
20.670,1.30,0.10,-0.02
20.674,1.30,0.09,-0.02
20.683,1.30,0.09,-0.02
20.684,1.29,0.09,-0.02
20.686,1.29,0.09,-0.03
20.689,1.29,0.09,-0.03
20.736,1.29,0.09,-0.03
20.737,1.29,0.09,-0.03
20.737,1.29,0.09,-0.03
20.738,1.29,0.09,-0.03
20.738,1.29,0.08,-0.03
20.738,1.28,0.08,-0.03
20.739,1.28,0.08,-0.03
20.739,1.28,0.08,-0.03
20.739,1.28,0.08,-0.03
20.739,1.28,0.08,-0.03
20.740,1.27,0.08,-0.03
20.740,1.26,0.08,-0.03
20.741,1.26,0.08,-0.03
20.748,1.26,0.07,-0.03
20.749,1.25,0.07,-0.03
20.753,1.25,0.07,-0.03
20.757,1.24,0.07,-0.04
20.767,1.24,0.07,-0.04
20.768,1.24,0.07,-0.03
20.770,1.23,0.07,-0.04
20.772,1.22,0.06,-0.04
20.823,1.22,0.07,-0.04
20.824,1.21,0.06,-0.04
20.826,1.20,0.06,-0.04
20.827,1.20,0.06,-0.04
20.827,1.19,0.06,-0.04
20.828,1.18,0.06,-0.04
20.828,1.18,0.06,-0.04
20.829,1.17,0.06,-0.04
20.829,1.16,0.05,-0.04
20.830,1.15,0.06,-0.04
20.830,1.14,0.05,-0.04
20.830,1.13,0.05,-0.04
20.831,1.13,0.05,-0.04
20.831,1.12,0.05,-0.04
20.832,1.11,0.05,-0.04
20.835,1.10,0.05,-0.04
20.840,1.09,0.05,-0.04
20.844,1.08,0.05,-0.04
20.847,1.07,0.05,-0.04
20.852,1.06,0.04,-0.05
20.855,1.05,0.04,-0.05
20.858,1.04,0.04,-0.05
20.863,1.03,0.04,-0.05
20.867,1.02,0.04,-0.05
20.871,1.01,0.04,-0.05
20.875,1.00,0.04,-0.05
20.884,0.98,0.04,-0.05
20.885,0.98,0.04,-0.05
20.888,0.96,0.03,-0.05
20.891,0.95,0.03,-0.05
20.939,0.94,0.03,-0.05
20.940,0.93,0.03,-0.05
20.940,0.91,0.03,-0.05
20.940,0.90,0.03,-0.05
20.941,0.89,0.03,-0.05
20.941,0.88,0.03,-0.05
20.942,0.87,0.02,-0.05
20.942,0.85,0.02,-0.05
20.943,0.84,0.02,-0.05
20.943,0.83,0.02,-0.05
20.943,0.81,0.02,-0.05
20.943,0.80,0.02,-0.05
20.944,0.79,0.02,-0.05
20.950,0.77,0.02,-0.05
20.951,0.76,0.02,-0.06
20.954,0.75,0.03,-0.06
20.958,0.74,0.03,-0.06
20.968,0.73,0.03,-0.06
20.969,0.72,0.02,-0.05
20.970,0.70,-0.00,-0.06
20.974,0.67,-0.01,-0.06
21.025,0.65,-0.02,-0.06
21.026,0.64,-0.00,-0.06
21.027,0.62,0.01,-0.06
21.027,0.60,0.01,-0.06
21.028,0.59,0.01,-0.06
21.029,0.58,-0.00,-0.06
21.029,0.57,-0.01,-0.06
21.029,0.56,-0.02,-0.06
21.030,0.54,-0.01,-0.06
21.030,0.52,-0.01,-0.06
21.030,0.50,-0.01,-0.06
21.031,0.48,-0.00,-0.06
21.031,0.46,-0.01,-0.06
21.031,0.45,-0.02,-0.06
21.032,0.43,-0.02,-0.06
21.037,0.42,-0.02,-0.06
21.041,0.41,-0.02,-0.06
21.045,0.39,-0.02,-0.06
21.049,0.38,-0.02,-0.06
21.053,0.36,-0.02,-0.06
21.057,0.34,-0.02,-0.06
21.068,0.32,-0.02,-0.06
21.069,0.30,-0.03,-0.06
21.070,0.29,-0.03,-0.06
21.072,0.27,-0.03,-0.06
21.123,0.25,-0.03,-0.06
21.124,0.24,-0.03,-0.06
21.124,0.22,-0.03,-0.06
21.126,0.21,-0.04,-0.06
21.127,0.19,-0.04,-0.06
21.127,0.17,-0.04,-0.06
21.127,0.16,-0.04,-0.06
21.128,0.14,-0.04,-0.06
21.128,0.12,-0.04,-0.06
21.128,0.10,-0.04,-0.06
21.129,0.08,-0.05,-0.06
21.130,0.07,-0.05,-0.06
21.130,0.05,-0.05,-0.06
21.131,0.04,-0.05,-0.06
21.131,0.02,-0.05,-0.06
21.136,-0.00,-0.05,-0.06
21.139,-0.02,-0.05,-0.06
21.144,-0.03,-0.05,-0.06
21.148,-0.05,-0.06,-0.06
21.151,-0.07,-0.06,-0.06
21.155,-0.09,-0.06,-0.06
21.160,-0.10,-0.06,-0.06
21.163,-0.12,-0.07,-0.06
21.167,-0.14,-0.07,-0.06
21.172,-0.15,-0.07,-0.06
21.175,-0.17,-0.07,-0.06
21.184,-0.19,-0.07,-0.06
21.185,-0.20,-0.07,-0.06
21.187,-0.23,-0.07,-0.06
21.191,-0.24,-0.07,-0.06
21.243,-0.26,-0.08,-0.06
21.244,-0.27,-0.08,-0.06
21.244,-0.29,-0.08,-0.06
21.244,-0.30,-0.08,-0.06
21.245,-0.32,-0.08,-0.06
21.245,-0.34,-0.08,-0.06
21.246,-0.36,-0.08,-0.06
21.246,-0.37,-0.09,-0.06
21.246,-0.39,-0.09,-0.06
21.247,-0.41,-0.08,-0.06
21.247,-0.42,-0.09,-0.06
21.247,-0.43,-0.09,-0.06
21.247,-0.45,-0.09,-0.06
21.248,-0.47,-0.09,-0.06
21.251,-0.48,-0.09,-0.06
21.254,-0.50,-0.09,-0.06
21.258,-0.52,-0.10,-0.06
21.264,-0.53,-0.10,-0.06
21.265,-0.55,-0.10,-0.06
21.273,-0.56,-0.10,-0.06
21.274,-0.58,-0.10,-0.06
21.286,-0.59,-0.10,-0.06
21.287,-0.61,-0.10,-0.06
21.287,-0.62,-0.11,-0.06
21.344,-0.63,-0.11,-0.06
21.344,-0.65,-0.10,-0.06
21.345,-0.66,-0.11,-0.06
21.345,-0.68,-0.11,-0.06
21.345,-0.70,-0.11,-0.06
21.346,-0.71,-0.11,-0.05
21.347,-0.72,-0.11,-0.06
21.347,-0.74,-0.11,-0.05
21.348,-0.75,-0.11,-0.06
21.348,-0.76,-0.11,-0.05
21.348,-0.77,-0.12,-0.05
21.349,-0.79,-0.12,-0.05
21.349,-0.81,-0.12,-0.05
21.349,-0.81,-0.12,-0.05
21.349,-0.82,-0.12,-0.05
21.352,-0.84,-0.12,-0.05
21.352,-0.85,-0.12,-0.05
21.356,-0.86,-0.13,-0.05
21.362,-0.88,-0.13,-0.05
21.365,-0.89,-0.13,-0.05
21.369,-0.90,-0.13,-0.05
21.372,-0.91,-0.13,-0.05
21.376,-0.93,-0.13,-0.05
21.386,-0.94,-0.13,-0.05
21.389,-0.95,-0.13,-0.05
21.390,-0.96,-0.13,-0.05
21.392,-0.97,-0.14,-0.05
21.444,-0.98,-0.14,-0.05
21.445,-0.99,-0.14,-0.05
21.445,-1.00,-0.14,-0.05
21.446,-1.01,-0.14,-0.05
21.447,-1.02,-0.14,-0.05
21.447,-1.03,-0.14,-0.05
21.448,-1.04,-0.14,-0.05
21.448,-1.04,-0.14,-0.05
21.448,-1.06,-0.14,-0.05
21.449,-1.06,-0.15,-0.05
21.449,-1.07,-0.15,-0.05
21.449,-1.09,-0.15,-0.05
21.449,-1.09,-0.15,-0.05
21.450,-1.10,-0.15,-0.05
21.452,-1.11,-0.15,-0.05
21.456,-1.12,-0.15,-0.05
21.460,-1.12,-0.15,-0.05
21.465,-1.13,-0.15,-0.05
21.468,-1.14,-0.15,-0.05
21.471,-1.15,-0.15,-0.05
21.475,-1.15,-0.15,-0.05
21.485,-1.16,-0.16,-0.05
21.488,-1.17,-0.16,-0.05
21.489,-1.17,-0.16,-0.05
21.491,-1.17,-0.15,-0.05
21.540,-1.18,-0.16,-0.05
21.540,-1.18,-0.16,-0.05
21.541,-1.19,-0.16,-0.05
21.541,-1.20,-0.16,-0.05
21.541,-1.20,-0.16,-0.05
21.542,-1.21,-0.16,-0.05
21.542,-1.21,-0.16,-0.05
21.542,-1.21,-0.16,-0.05
21.543,-1.22,-0.16,-0.05
21.543,-1.22,-0.16,-0.05
21.543,-1.23,-0.16,-0.05
21.544,-1.22,-0.16,-0.05
21.544,-1.23,-0.16,-0.05
21.559,-1.23,-0.16,-0.05
21.561,-1.24,-0.16,-0.05
21.562,-1.24,-0.16,-0.05
21.562,-1.24,-0.16,-0.05
21.564,-1.24,-0.16,-0.05
21.567,-1.24,-0.16,-0.05
21.569,-1.25,-0.16,-0.05
21.574,-1.25,-0.16,-0.05
21.586,-1.25,-0.16,-0.05
21.587,-1.25,-0.16,-0.05
21.587,-1.25,-0.16,-0.05
21.589,-1.25,-0.16,-0.05
21.593,-1.25,-0.16,-0.05
21.640,-1.25,-0.16,-0.05
21.640,-1.25,-0.16,-0.05
21.641,-1.24,-0.16,-0.05
21.641,-1.25,-0.16,-0.05
21.642,-1.24,-0.16,-0.05
21.642,-1.24,-0.16,-0.05
21.642,-1.24,-0.16,-0.05
21.643,-1.23,-0.16,-0.05
21.643,-1.23,-0.16,-0.05
21.643,-1.23,-0.16,-0.05
21.644,-1.23,-0.16,-0.05
21.644,-1.23,-0.15,-0.05
21.650,-1.23,-0.16,-0.05
21.651,-1.22,-0.16,-0.05
21.653,-1.22,-0.16,-0.05
21.657,-1.22,-0.16,-0.05
21.661,-1.21,-0.16,-0.05
21.670,-1.21,-0.16,-0.05
21.672,-1.20,-0.15,-0.05
21.672,-1.20,-0.15,-0.05
21.676,-1.20,-0.15,-0.05
21.724,-1.19,-0.15,-0.05
21.725,-1.18,-0.15,-0.05
21.725,-1.18,-0.15,-0.06
21.726,-1.17,-0.15,-0.05
21.727,-1.17,-0.15,-0.05
21.727,-1.16,-0.15,-0.06
21.728,-1.16,-0.15,-0.06
21.730,-1.15,-0.15,-0.06
21.731,-1.14,-0.15,-0.06
21.732,-1.14,-0.15,-0.06
21.732,-1.14,-0.15,-0.06
21.733,-1.12,-0.15,-0.06
21.733,-1.11,-0.14,-0.06
21.735,-1.11,-0.14,-0.06
21.737,-1.10,-0.14,-0.06
21.740,-1.09,-0.14,-0.06
21.744,-1.09,-0.14,-0.06
21.748,-1.08,-0.14,-0.06
21.752,-1.07,-0.14,-0.06
21.755,-1.06,-0.14,-0.06
21.759,-1.05,-0.14,-0.06
21.770,-1.04,-0.14,-0.06
21.770,-1.03,-0.13,-0.07
21.771,-1.02,-0.13,-0.06
21.823,-1.01,-0.13,-0.06
21.824,-1.01,-0.13,-0.06
21.824,-1.00,-0.13,-0.07
21.825,-0.98,-0.13,-0.06
21.825,-0.97,-0.13,-0.07
21.825,-0.96,-0.12,-0.07
21.826,-0.95,-0.12,-0.07
21.826,-0.94,-0.12,-0.07
21.827,-0.93,-0.11,-0.07
21.827,-0.92,-0.11,-0.07
21.828,-0.91,-0.11,-0.07
21.828,-0.89,-0.11,-0.07
21.828,-0.89,-0.11,-0.07
21.829,-0.87,-0.11,-0.07
21.834,-0.86,-0.11,-0.07
21.835,-0.85,-0.10,-0.07
21.838,-0.83,-0.10,-0.07
21.842,-0.82,-0.10,-0.07
21.847,-0.80,-0.09,-0.07
21.851,-0.80,-0.09,-0.07
21.855,-0.78,-0.09,-0.07
21.858,-0.77,-0.09,-0.07
21.862,-0.76,-0.09,-0.07
21.866,-0.75,-0.08,-0.07
21.870,-0.73,-0.08,-0.07
21.873,-0.72,-0.08,-0.07
21.877,-0.71,-0.07,-0.07
21.886,-0.69,-0.07,-0.07
21.887,-0.68,-0.08,-0.07
21.890,-0.67,-0.08,-0.07
21.945,-0.65,-0.07,-0.07
21.946,-0.64,-0.07,-0.07
21.946,-0.62,-0.06,-0.07
21.947,-0.61,-0.06,-0.07
21.947,-0.60,-0.06,-0.07
21.947,-0.58,-0.06,-0.07
21.948,-0.57,-0.05,-0.07
21.948,-0.55,-0.05,-0.07
21.949,-0.54,-0.05,-0.07
21.949,-0.52,-0.05,-0.07
21.949,-0.51,-0.05,-0.07
21.949,-0.49,-0.04,-0.07
21.950,-0.48,-0.04,-0.07
21.950,-0.46,-0.04,-0.07
21.950,-0.45,-0.03,-0.07
21.953,-0.43,-0.03,-0.08
21.956,-0.42,-0.03,-0.07
21.960,-0.40,-0.02,-0.08
21.965,-0.39,-0.02,-0.08
21.969,-0.37,-0.02,-0.08
21.972,-0.35,-0.01,-0.08
21.976,-0.34,-0.01,-0.08
21.987,-0.33,-0.01,-0.08
21.989,-0.31,-0.01,-0.08
21.989,-0.29,-0.01,-0.08
21.993,-0.28,-0.00,-0.08
22.051,-0.26,0.00,-0.08
22.052,-0.25,0.01,-0.08
22.052,-0.23,0.01,-0.08
22.052,-0.21,0.01,-0.08
22.053,-0.20,0.02,-0.08
22.053,-0.18,0.02,-0.08
22.053,-0.16,0.02,-0.08
22.053,-0.15,0.02,-0.08
22.054,-0.13,0.02,-0.08
22.054,-0.12,0.03,-0.08
22.054,-0.10,0.03,-0.08
22.055,-0.09,0.03,-0.08
22.055,-0.07,0.04,-0.08
22.055,-0.05,0.04,-0.08
22.056,-0.04,0.05,-0.08
22.056,-0.02,0.05,-0.08
22.060,0.00,0.05,-0.08
22.065,0.01,0.05,-0.08
22.067,0.03,0.06,-0.08
22.072,0.04,0.06,-0.08
22.076,0.06,0.06,-0.08
22.087,0.08,0.07,-0.08
22.088,0.09,0.07,-0.08
22.088,0.11,0.07,-0.08
22.091,0.13,0.08,-0.08
22.095,0.14,0.08,-0.08
22.144,0.16,0.08,-0.09
22.145,0.18,0.08,-0.08
22.147,0.19,0.09,-0.09
22.148,0.20,0.09,-0.09
22.148,0.22,0.09,-0.09
22.149,0.24,0.10,-0.09
22.149,0.25,0.10,-0.09
22.150,0.27,0.10,-0.09
22.150,0.29,0.10,-0.08
22.150,0.30,0.11,-0.09
22.151,0.32,0.11,-0.09
22.151,0.33,0.11,-0.08
22.151,0.35,0.11,-0.09
22.151,0.36,0.12,-0.09
22.154,0.38,0.12,-0.09
22.158,0.39,0.13,-0.09
22.163,0.41,0.13,-0.09
22.166,0.42,0.13,-0.09
22.170,0.45,0.13,-0.09
22.174,0.45,0.14,-0.09
22.178,0.47,0.14,-0.08
22.188,0.49,0.14,-0.09
22.189,0.50,0.14,-0.08
22.190,0.51,0.15,-0.08
22.193,0.53,0.15,-0.09
22.244,0.54,0.15,-0.09
22.246,0.56,0.15,-0.09
22.246,0.57,0.16,-0.09
22.247,0.58,0.16,-0.09
22.247,0.60,0.16,-0.09
22.247,0.61,0.16,-0.09
22.248,0.63,0.17,-0.09
22.248,0.64,0.17,-0.09
22.248,0.66,0.17,-0.09
22.249,0.67,0.18,-0.08
22.250,0.68,0.18,-0.08
22.250,0.69,0.18,-0.08
22.250,0.71,0.18,-0.09
22.251,0.72,0.18,-0.08
22.253,0.73,0.19,-0.08
22.257,0.75,0.19,-0.08
22.261,0.76,0.19,-0.08
22.264,0.77,0.19,-0.08
22.273,0.79,0.19,-0.08
22.274,0.80,0.20,-0.08
22.277,0.81,0.20,-0.08
22.287,0.82,0.20,-0.08
22.288,0.83,0.20,-0.08
22.289,0.84,0.20,-0.08
22.293,0.85,0.20,-0.08
22.347,0.87,0.21,-0.08
22.348,0.88,0.21,-0.08
22.348,0.89,0.21,-0.08
22.349,0.90,0.21,-0.08
22.349,0.91,0.21,-0.08
22.349,0.92,0.21,-0.08
22.350,0.93,0.22,-0.08
22.350,0.94,0.22,-0.08
22.350,0.95,0.22,-0.08
22.351,0.96,0.22,-0.08
22.351,0.97,0.22,-0.08
22.351,0.98,0.22,-0.08
22.352,0.99,0.23,-0.08
22.352,1.00,0.23,-0.08
22.352,1.01,0.23,-0.07
22.356,1.02,0.23,-0.08
22.359,1.03,0.23,-0.08
22.365,1.03,0.23,-0.07
22.369,1.05,0.23,-0.07
22.372,1.05,0.23,-0.07
22.375,1.06,0.23,-0.07
22.379,1.07,0.24,-0.07
22.389,1.08,0.24,-0.07
22.389,1.08,0.24,-0.07
22.392,1.09,0.24,-0.07
22.394,1.10,0.24,-0.07
22.446,1.10,0.24,-0.07
22.447,1.11,0.24,-0.07
22.447,1.12,0.24,-0.07
22.448,1.12,0.24,-0.07
22.448,1.13,0.24,-0.07
22.448,1.13,0.24,-0.07
22.449,1.14,0.24,-0.07
22.450,1.15,0.24,-0.07
22.450,1.15,0.24,-0.07
22.450,1.16,0.24,-0.07
22.451,1.17,0.24,-0.07
22.451,1.17,0.24,-0.07
22.451,1.17,0.24,-0.06
22.452,1.18,0.25,-0.06
22.455,1.18,0.25,-0.06
22.458,1.18,0.25,-0.06
22.462,1.18,0.24,-0.06
22.467,1.19,0.24,-0.06
22.470,1.19,0.24,-0.06
22.474,1.20,0.24,-0.06
22.477,1.20,0.24,-0.06
22.488,1.19,0.24,-0.06
22.488,1.21,0.24,-0.06
22.489,1.20,0.24,-0.06
22.494,1.21,0.24,-0.06
22.547,1.21,0.24,-0.06
22.548,1.21,0.24,-0.06
22.549,1.21,0.24,-0.06
22.549,1.21,0.24,-0.06
22.549,1.22,0.23,-0.06
22.550,1.21,0.23,-0.06
22.550,1.21,0.23,-0.06
22.551,1.21,0.23,-0.05
22.551,1.21,0.23,-0.05
22.551,1.21,0.23,-0.05
22.552,1.21,0.23,-0.05
22.552,1.21,0.23,-0.06
22.552,1.21,0.23,-0.05
22.553,1.21,0.23,-0.05
22.553,1.20,0.22,-0.05
22.557,1.20,0.22,-0.05
22.561,1.20,0.22,-0.05
22.565,1.20,0.22,-0.05
22.569,1.19,0.22,-0.05
22.572,1.19,0.22,-0.05
22.576,1.19,0.22,-0.05
22.589,1.19,0.22,-0.05
22.589,1.19,0.22,-0.05
22.590,1.18,0.21,-0.05
22.592,1.18,0.21,-0.05
22.596,1.17,0.21,-0.05
22.648,1.17,0.21,-0.05
22.649,1.17,0.21,-0.05
22.649,1.16,0.20,-0.05
22.650,1.15,0.20,-0.05
22.650,1.15,0.20,-0.05
22.650,1.14,0.20,-0.05
22.651,1.14,0.20,-0.05
22.651,1.13,0.19,-0.05
22.651,1.13,0.19,-0.05
22.651,1.12,0.19,-0.05
22.652,1.12,0.19,-0.04
22.652,1.11,0.18,-0.05
22.652,1.10,0.18,-0.04
22.653,1.10,0.18,-0.04
22.655,1.09,0.18,-0.04
22.659,1.08,0.18,-0.04
22.664,1.07,0.18,-0.04
22.668,1.07,0.17,-0.04
22.671,1.06,0.17,-0.04
22.676,1.05,0.17,-0.04
22.679,1.04,0.17,-0.04
22.689,1.03,0.17,-0.04
22.689,1.03,0.17,-0.04
22.692,1.01,0.16,-0.04
22.694,1.01,0.16,-0.04
22.746,1.00,0.16,-0.04
22.747,0.99,0.15,-0.04
22.748,0.98,0.15,-0.04
22.748,0.97,0.15,-0.04
22.748,0.96,0.15,-0.04
22.748,0.95,0.14,-0.04
22.749,0.94,0.14,-0.04
22.749,0.93,0.14,-0.04
22.749,0.92,0.14,-0.04
22.750,0.91,0.13,-0.04
22.750,0.90,0.13,-0.04
22.750,0.88,0.13,-0.04
22.751,0.87,0.13,-0.04
22.751,0.86,0.12,-0.04
22.755,0.85,0.12,-0.04
22.762,0.84,0.12,-0.03
