time,wx,wy,wz
10.282,-1.32,0.04,-0.01
10.283,-1.34,0.04,-0.02
10.283,-1.35,0.04,-0.02
10.300,-1.36,0.04,-0.02
10.301,-1.37,0.05,-0.02
10.301,-1.39,0.05,-0.03
10.301,-1.40,0.04,-0.03
10.302,-1.41,0.04,-0.03
10.307,-1.42,0.04,-0.03
10.310,-1.44,0.05,-0.04
10.314,-1.45,0.05,-0.04
10.318,-1.46,0.05,-0.04
10.323,-1.47,0.05,-0.04
10.326,-1.48,0.05,-0.04
10.330,-1.50,0.05,-0.04
10.342,-1.51,0.05,-0.05
10.342,-1.52,0.05,-0.05
10.343,-1.52,0.05,-0.05
10.346,-1.53,0.05,-0.05
10.351,-1.54,0.05,-0.05
10.355,-1.55,0.05,-0.05
10.358,-1.56,0.05,-0.05
10.361,-1.57,0.05,-0.06
10.366,-1.58,0.05,-0.06
10.378,-1.59,0.05,-0.06
10.379,-1.60,0.05,-0.06
10.379,-1.60,0.05,-0.06
10.382,-1.61,0.05,-0.06
10.389,-1.62,0.05,-0.06
10.390,-1.62,0.05,-0.07
10.394,-1.63,0.05,-0.06
10.397,-1.64,0.05,-0.07
10.401,-1.64,0.05,-0.07
10.406,-1.65,0.05,-0.07
10.409,-1.66,0.05,-0.07
10.413,-1.66,0.05,-0.07
10.417,-1.66,0.05,-0.07
10.421,-1.67,0.05,-0.07
10.425,-1.67,0.04,-0.08
10.429,-1.67,0.05,-0.08
10.432,-1.68,0.05,-0.08
10.439,-1.68,0.05,-0.08
10.441,-1.68,0.04,-0.08
10.447,-1.69,0.04,-0.08
10.448,-1.69,0.04,-0.08
10.464,-1.69,0.05,-0.08
10.465,-1.69,0.04,-0.09
10.465,-1.69,0.04,-0.09
10.465,-1.69,0.04,-0.09
10.474,-1.70,0.04,-0.09
10.475,-1.69,0.04,-0.09
10.476,-1.69,0.04,-0.09
10.481,-1.70,0.05,-0.09
10.486,-1.69,0.05,-0.10
10.488,-1.69,0.04,-0.10
10.492,-1.69,0.04,-0.10
10.496,-1.69,0.04,-0.10
10.502,-1.69,0.04,-0.10
10.504,-1.68,0.04,-0.10
10.508,-1.68,0.04,-0.11
10.512,-1.68,0.04,-0.11
10.516,-1.68,0.04,-0.11
10.519,-1.67,0.04,-0.11
10.524,-1.67,0.03,-0.11
10.528,-1.66,0.03,-0.11
10.531,-1.66,0.03,-0.12
10.539,-1.66,0.03,-0.12
10.540,-1.65,0.03,-0.12
10.544,-1.65,0.03,-0.12
10.547,-1.64,0.02,-0.12
10.566,-1.64,0.02,-0.13
10.567,-1.63,0.02,-0.12
10.568,-1.62,0.02,-0.13
10.568,-1.62,0.02,-0.13
10.568,-1.61,0.02,-0.13
10.571,-1.60,0.02,-0.13
10.575,-1.59,0.01,-0.13
10.579,-1.58,0.02,-0.13
10.585,-1.58,0.01,-0.14
10.587,-1.57,0.01,-0.14
10.591,-1.56,0.01,-0.14
10.595,-1.55,0.01,-0.14
10.598,-1.55,0.01,-0.14
10.602,-1.54,0.01,-0.15
10.607,-1.52,0.01,-0.15
10.611,-1.51,0.00,-0.15
10.614,-1.50,0.00,-0.15
10.619,-1.49,0.00,-0.15
10.622,-1.48,0.00,-0.15
10.626,-1.47,0.00,-0.15
10.631,-1.46,-0.00,-0.15
10.640,-1.45,-0.00,-0.15
10.641,-1.44,-0.00,-0.16
10.643,-1.43,-0.00,-0.16
10.647,-1.41,-0.00,-0.16
10.666,-1.40,-0.00,-0.16
10.670,-1.38,-0.00,-0.16
10.671,-1.37,-0.00,-0.17
10.671,-1.35,-0.00,-0.17
10.671,-1.34,-0.00,-0.17
10.671,-1.33,-0.01,-0.17
10.673,-1.32,-0.01,-0.17
10.677,-1.30,-0.01,-0.17
10.681,-1.29,-0.01,-0.17
10.686,-1.28,-0.01,-0.17
10.690,-1.26,-0.01,-0.17
10.693,-1.25,-0.01,-0.17
10.697,-1.23,-0.01,-0.18
10.703,-1.21,-0.01,-0.18
10.707,-1.20,-0.01,-0.18
10.709,-1.18,-0.02,-0.18
10.714,-1.16,-0.02,-0.18
10.723,-1.15,-0.02,-0.18
10.724,-1.13,-0.02,-0.18
10.725,-1.12,-0.02,-0.18
10.729,-1.10,-0.02,-0.18
10.732,-1.09,-0.02,-0.18
10.740,-1.07,-0.01,-0.18
10.742,-1.05,-0.01,-0.18
10.744,-1.03,-0.01,-0.18
10.749,-1.01,-0.01,-0.18
10.770,-0.99,-0.01,-0.18
10.772,-0.97,-0.01,-0.18
10.772,-0.96,-0.02,-0.19
10.772,-0.95,-0.02,-0.19
10.773,-0.93,-0.02,-0.19
10.773,-0.91,-0.01,-0.19
10.776,-0.89,-0.01,-0.19
10.780,-0.87,-0.01,-0.19
10.785,-0.86,-0.01,-0.19
10.789,-0.83,-0.01,-0.19
10.792,-0.81,-0.01,-0.19
10.796,-0.79,-0.01,-0.19
10.800,-0.77,-0.01,-0.19
10.803,-0.75,-0.01,-0.19
10.808,-0.73,-0.01,-0.19
10.812,-0.71,-0.01,-0.20
10.815,-0.70,-0.01,-0.20
10.824,-0.68,-0.00,-0.20
10.825,-0.65,-0.01,-0.20
10.831,-0.63,-0.01,-0.20
10.831,-0.62,-0.01,-0.20
10.851,-0.59,-0.00,-0.20
10.852,-0.57,-0.00,-0.20
10.852,-0.55,-0.00,-0.20
10.852,-0.53,-0.00,-0.20
10.853,-0.51,-0.00,-0.20
10.855,-0.49,0.00,-0.20
10.859,-0.47,0.00,-0.20
10.862,-0.45,0.00,-0.21
10.869,-0.43,0.00,-0.21
10.871,-0.41,0.00,-0.21
10.875,-0.39,0.01,-0.21
10.879,-0.36,0.01,-0.21
10.882,-0.34,0.01,-0.21
10.886,-0.32,0.01,-0.21
10.891,-0.30,0.01,-0.21
10.895,-0.28,0.01,-0.22
10.899,-0.26,0.02,-0.22
10.902,-0.23,0.02,-0.22
10.906,-0.22,0.02,-0.22
10.911,-0.20,0.02,-0.22
10.914,-0.17,0.02,-0.22
10.919,-0.15,0.03,-0.22
10.923,-0.13,0.03,-0.23
10.928,-0.11,0.03,-0.23
10.930,-0.09,0.03,-0.23
10.941,-0.06,0.03,-0.23
10.942,-0.04,0.03,-0.23
10.942,-0.02,0.03,-0.23
10.946,0.00,0.04,-0.23
10.951,0.02,0.04,-0.23
10.966,0.04,0.04,-0.24
10.967,0.07,0.04,-0.24
10.967,0.09,0.05,-0.24
10.967,0.11,0.05,-0.24
10.976,0.13,0.05,-0.24
10.978,0.15,0.05,-0.24
10.978,0.17,0.05,-0.24
10.981,0.20,0.06,-0.24
10.989,0.22,0.06,-0.25
10.990,0.24,0.06,-0.25
10.993,0.26,0.06,-0.25
10.998,0.28,0.07,-0.25
11.000,0.30,0.07,-0.25
11.005,0.32,0.07,-0.25
11.009,0.35,0.07,-0.25
11.013,0.37,0.08,-0.25
11.017,0.38,0.08,-0.26
11.024,0.41,0.08,-0.26
11.025,0.43,0.08,-0.26
11.028,0.45,0.08,-0.26
11.032,0.47,0.09,-0.26
11.049,0.49,0.09,-0.26
11.050,0.51,0.09,-0.26
11.051,0.53,0.10,-0.26
11.051,0.55,0.10,-0.27
11.052,0.57,0.10,-0.26
11.068,0.59,0.10,-0.27
11.069,0.61,0.11,-0.27
11.069,0.63,0.11,-0.27
11.069,0.65,0.11,-0.27
11.072,0.67,0.11,-0.27
11.076,0.69,0.12,-0.27
11.080,0.71,0.12,-0.27
11.083,0.73,0.12,-0.27
11.088,0.75,0.13,-0.27
11.092,0.77,0.13,-0.27
11.096,0.79,0.13,-0.28
11.100,0.81,0.13,-0.28
11.106,0.82,0.14,-0.27
11.107,0.84,0.14,-0.28
11.111,0.86,0.15,-0.28
11.115,0.88,0.14,-0.28
11.121,0.90,0.15,-0.28
11.125,0.92,0.15,-0.28
11.128,0.93,0.15,-0.28
11.131,0.95,0.16,-0.28
11.141,0.97,0.16,-0.28
11.142,0.99,0.16,-0.28
11.144,1.00,0.16,-0.28
11.147,1.02,0.17,-0.28
11.169,1.03,0.17,-0.28
11.170,1.05,0.17,-0.28
11.170,1.07,0.18,-0.28
11.171,1.09,0.18,-0.28
11.171,1.10,0.18,-0.28
11.171,1.12,0.18,-0.28
11.175,1.13,0.19,-0.28
11.178,1.15,0.19,-0.29
11.182,1.16,0.19,-0.29
11.188,1.18,0.20,-0.29
11.191,1.19,0.20,-0.29
11.194,1.21,0.20,-0.28
11.199,1.22,0.20,-0.29
11.204,1.24,0.20,-0.29
11.206,1.25,0.21,-0.29
11.211,1.26,0.21,-0.29
11.214,1.28,0.21,-0.29
11.218,1.29,0.21,-0.29
11.225,1.30,0.22,-0.29
11.226,1.32,0.22,-0.29
11.231,1.33,0.22,-0.29
11.234,1.34,0.22,-0.29
11.254,1.35,0.23,-0.29
11.255,1.36,0.23,-0.29
11.256,1.38,0.23,-0.29
11.256,1.39,0.23,-0.29
11.256,1.40,0.24,-0.29
11.258,1.41,0.24,-0.29
11.262,1.42,0.24,-0.29
11.265,1.43,0.24,-0.29
11.270,1.44,0.24,-0.29
11.273,1.45,0.24,-0.29
11.277,1.46,0.25,-0.29
11.282,1.47,0.25,-0.29
11.287,1.48,0.25,-0.29
11.289,1.49,0.25,-0.29
11.294,1.50,0.25,-0.29
11.297,1.51,0.26,-0.29
11.301,1.52,0.26,-0.29
11.305,1.52,0.26,-0.29
11.309,1.53,0.26,-0.29
11.313,1.54,0.27,-0.29
11.317,1.54,0.26,-0.29
11.325,1.55,0.27,-0.29
11.326,1.56,0.27,-0.29
11.332,1.56,0.27,-0.29
11.332,1.57,0.27,-0.29
11.354,1.57,0.27,-0.30
11.355,1.58,0.28,-0.30
11.355,1.59,0.28,-0.30
11.355,1.59,0.28,-0.29
11.356,1.59,0.28,-0.30
11.356,1.60,0.28,-0.29
11.360,1.60,0.28,-0.29
11.364,1.60,0.28,-0.29
11.368,1.61,0.28,-0.29
11.372,1.61,0.28,-0.29
11.377,1.61,0.28,-0.29
11.380,1.61,0.28,-0.29
11.384,1.61,0.29,-0.29
11.389,1.62,0.29,-0.29
11.392,1.62,0.29,-0.29
11.396,1.62,0.29,-0.29
11.400,1.62,0.29,-0.29
11.404,1.63,0.29,-0.29
11.408,1.62,0.28,-0.29
11.412,1.62,0.28,-0.29
11.415,1.62,0.29,-0.29
11.425,1.62,0.30,-0.29
11.426,1.62,0.30,-0.29
11.427,1.62,0.30,-0.29
11.432,1.62,0.29,-0.29
11.435,1.62,0.28,-0.29
11.454,1.61,0.28,-0.29
11.455,1.61,0.28,-0.29
11.455,1.61,0.29,-0.29
11.456,1.60,0.29,-0.29
11.456,1.60,0.30,-0.29
11.459,1.59,0.29,-0.29
11.463,1.59,0.28,-0.29
11.467,1.59,0.28,-0.29
11.472,1.59,0.28,-0.28
11.474,1.58,0.29,-0.28
11.479,1.58,0.29,-0.28
11.483,1.57,0.29,-0.29
11.487,1.56,0.28,-0.28
11.491,1.56,0.28,-0.28
11.495,1.55,0.28,-0.28
11.498,1.54,0.28,-0.28
11.503,1.54,0.28,-0.28
11.508,1.53,0.28,-0.28
11.510,1.52,0.28,-0.28
11.514,1.51,0.28,-0.28
11.518,1.51,0.28,-0.28
11.523,1.50,0.28,-0.28
11.527,1.49,0.27,-0.28
11.531,1.48,0.27,-0.28
11.534,1.47,0.27,-0.28
11.542,1.46,0.27,-0.28
11.543,1.45,0.27,-0.28
11.546,1.44,0.27,-0.28
11.550,1.43,0.27,-0.28
11.567,1.42,0.26,-0.28
11.568,1.41,0.26,-0.28
11.569,1.40,0.26,-0.28
11.569,1.39,0.26,-0.28
11.576,1.38,0.26,-0.28
11.577,1.37,0.26,-0.28
11.577,1.36,0.25,-0.28
11.582,1.34,0.25,-0.28
11.586,1.33,0.25,-0.28
11.590,1.32,0.25,-0.28
11.593,1.30,0.25,-0.28
11.597,1.29,0.24,-0.28
11.602,1.28,0.24,-0.28
11.606,1.27,0.24,-0.28
11.610,1.26,0.23,-0.27
11.613,1.24,0.23,-0.27
11.617,1.23,0.23,-0.27
11.626,1.21,0.23,-0.27
11.627,1.20,0.23,-0.27
11.631,1.18,0.22,-0.28
11.632,1.17,0.22,-0.27
11.653,1.15,0.21,-0.27
11.654,1.14,0.21,-0.27
11.655,1.12,0.21,-0.27
11.655,1.11,0.21,-0.27
11.656,1.10,0.20,-0.27
11.656,1.07,0.20,-0.27
11.661,1.06,0.20,-0.27
11.664,1.04,0.19,-0.27
11.668,1.03,0.19,-0.27
11.673,1.01,0.18,-0.27
11.676,0.99,0.18,-0.27
11.680,0.97,0.18,-0.27
11.684,0.96,0.17,-0.27
11.689,0.94,0.17,-0.27
11.692,0.92,0.16,-0.27
11.696,0.90,0.16,-0.27
11.699,0.89,0.16,-0.27
11.705,0.87,0.15,-0.27
11.709,0.85,0.15,-0.27
11.711,0.83,0.15,-0.27
11.715,0.82,0.14,-0.27
11.721,0.79,0.14,-0.27
11.724,0.78,0.13,-0.27
11.727,0.76,0.13,-0.27
11.731,0.74,0.12,-0.27
11.735,0.72,0.12,-0.27
11.743,0.70,0.11,-0.27
11.744,0.68,0.11,-0.27
11.752,0.66,0.11,-0.27
11.753,0.64,0.10,-0.26
11.770,0.62,0.10,-0.26
11.771,0.60,0.09,-0.26
11.771,0.58,0.09,-0.26
11.772,0.56,0.08,-0.26
11.772,0.54,0.08,-0.26
11.775,0.52,0.07,-0.26
11.779,0.50,0.07,-0.26
11.783,0.49,0.07,-0.26
11.789,0.46,0.06,-0.26
11.791,0.45,0.05,-0.26
11.795,0.42,0.05,-0.26
11.799,0.40,0.04,-0.26
11.803,0.38,0.04,-0.26
11.808,0.36,0.03,-0.26
11.810,0.34,0.03,-0.26
11.815,0.32,0.02,-0.26
11.818,0.30,0.02,-0.26
11.827,0.28,0.02,-0.26
11.828,0.26,0.01,-0.26
11.830,0.24,-0.00,-0.26
11.834,0.22,-0.00,-0.26
11.858,0.20,-0.01,-0.26
11.859,0.17,-0.01,-0.26
11.859,0.15,-0.02,-0.25
11.860,0.13,-0.03,-0.25
11.860,0.11,-0.03,-0.25
11.860,0.09,-0.04,-0.25
11.862,0.07,-0.04,-0.25
11.866,0.05,-0.05,-0.25
11.872,0.03,-0.05,-0.25
11.874,0.01,-0.06,-0.25
11.877,-0.01,-0.06,-0.25
11.881,-0.03,-0.07,-0.25
11.886,-0.05,-0.08,-0.25
11.890,-0.08,-0.08,-0.25
11.893,-0.09,-0.09,-0.25
11.898,-0.11,-0.09,-0.25
11.902,-0.14,-0.10,-0.25
11.906,-0.15,-0.11,-0.25
11.909,-0.18,-0.11,-0.25
11.913,-0.20,-0.12,-0.25
11.917,-0.22,-0.13,-0.24
11.927,-0.24,-0.13,-0.25
11.928,-0.26,-0.14,-0.24
11.929,-0.28,-0.14,-0.24
11.936,-0.30,-0.15,-0.24
11.936,-0.32,-0.16,-0.24
11.955,-0.34,-0.16,-0.24
11.956,-0.36,-0.17,-0.24
11.956,-0.38,-0.17,-0.24
11.957,-0.40,-0.18,-0.24
11.957,-0.42,-0.19,-0.24
11.960,-0.44,-0.19,-0.24
11.964,-0.46,-0.20,-0.24
11.969,-0.48,-0.21,-0.23
11.973,-0.50,-0.21,-0.23
11.976,-0.51,-0.22,-0.23
11.980,-0.54,-0.23,-0.23
11.985,-0.56,-0.23,-0.23
11.989,-0.58,-0.24,-0.23
11.992,-0.59,-0.24,-0.23
11.996,-0.61,-0.25,-0.23
12.000,-0.63,-0.26,-0.23
12.006,-0.65,-0.26,-0.23
12.008,-0.66,-0.27,-0.23
12.012,-0.68,-0.28,-0.23
12.016,-0.70,-0.28,-0.23
12.019,-0.72,-0.29,-0.23
12.023,-0.74,-0.30,-0.23
12.027,-0.76,-0.30,-0.23
12.031,-0.77,-0.31,-0.23
12.035,-0.79,-0.32,-0.22
12.043,-0.81,-0.32,-0.22
12.044,-0.82,-0.33,-0.22
12.047,-0.84,-0.33,-0.22
12.052,-0.86,-0.34,-0.22
12.076,-0.87,-0.35,-0.22
12.077,-0.89,-0.35,-0.22
12.077,-0.90,-0.36,-0.22
12.077,-0.92,-0.37,-0.22
12.078,-0.94,-0.37,-0.21
12.078,-0.95,-0.38,-0.21
12.078,-0.97,-0.38,-0.21
12.083,-0.98,-0.39,-0.21
12.087,-1.00,-0.40,-0.21
12.091,-1.02,-0.40,-0.21
12.095,-1.03,-0.41,-0.21
12.099,-1.04,-0.41,-0.20
12.102,-1.06,-0.42,-0.20
12.108,-1.07,-0.43,-0.20
12.111,-1.09,-0.44,-0.20
12.115,-1.10,-0.44,-0.20
12.118,-1.12,-0.44,-0.20
12.128,-1.13,-0.45,-0.20
12.129,-1.14,-0.46,-0.20
12.131,-1.15,-0.46,-0.20
12.137,-1.17,-0.47,-0.19
12.137,-1.17,-0.47,-0.19
12.154,-1.19,-0.48,-0.19
12.156,-1.20,-0.48,-0.19
12.156,-1.21,-0.49,-0.19
12.156,-1.22,-0.49,-0.19
12.158,-1.23,-0.50,-0.19
12.162,-1.25,-0.51,-0.18
12.166,-1.26,-0.51,-0.18
12.170,-1.27,-0.52,-0.18
12.174,-1.28,-0.52,-0.18
12.177,-1.28,-0.53,-0.18
12.182,-1.30,-0.53,-0.18
12.186,-1.31,-0.54,-0.17
12.191,-1.32,-0.54,-0.17
12.194,-1.33,-0.54,-0.17
12.197,-1.33,-0.55,-0.17
12.201,-1.34,-0.55,-0.16
12.206,-1.35,-0.55,-0.16
12.209,-1.36,-0.56,-0.16
12.213,-1.37,-0.57,-0.16
12.217,-1.38,-0.57,-0.16
12.221,-1.38,-0.57,-0.15
12.226,-1.39,-0.58,-0.15
12.229,-1.40,-0.58,-0.15
12.233,-1.40,-0.58,-0.15
12.237,-1.40,-0.59,-0.14
12.244,-1.41,-0.59,-0.14
12.245,-1.42,-0.59,-0.14
12.248,-1.42,-0.60,-0.14
12.252,-1.43,-0.60,-0.13
12.275,-1.43,-0.61,-0.13
12.276,-1.44,-0.61,-0.13
12.276,-1.44,-0.61,-0.13
12.277,-1.45,-0.61,-0.12
12.277,-1.45,-0.61,-0.12
12.277,-1.45,-0.61,-0.12
12.280,-1.46,-0.62,-0.12
12.284,-1.46,-0.62,-0.12
12.293,-1.46,-0.62,-0.11
12.293,-1.46,-0.62,-0.11
12.296,-1.47,-0.63,-0.11
12.300,-1.47,-0.63,-0.11
12.304,-1.47,-0.62,-0.10
12.312,-1.48,-0.63,-0.10
12.313,-1.48,-0.63,-0.10
12.315,-1.48,-0.63,-0.10
12.320,-1.47,-0.63,-0.10
12.332,-1.48,-0.63,-0.09
12.333,-1.48,-0.63,-0.09
12.333,-1.48,-0.63,-0.09
12.336,-1.48,-0.64,-0.08
12.347,-1.48,-0.63,-0.08
12.348,-1.48,-0.63,-0.08
12.348,-1.47,-0.64,-0.08
12.351,-1.48,-0.64,-0.07
12.356,-1.47,-0.64,-0.07
12.361,-1.47,-0.64,-0.07
12.362,-1.47,-0.63,-0.07
12.366,-1.46,-0.63,-0.06
12.371,-1.46,-0.64,-0.06
12.385,-1.46,-0.64,-0.06
12.386,-1.46,-0.63,-0.05
12.387,-1.45,-0.63,-0.05
12.387,-1.45,-0.63,-0.05
12.396,-1.45,-0.63,-0.05
12.397,-1.44,-0.63,-0.04
12.398,-1.44,-0.62,-0.04
12.402,-1.43,-0.62,-0.04
12.407,-1.43,-0.62,-0.04
12.410,-1.43,-0.62,-0.03
12.414,-1.42,-0.62,-0.03
12.419,-1.41,-0.61,-0.03
12.423,-1.41,-0.61,-0.02
12.427,-1.40,-0.61,-0.02
12.431,-1.40,-0.61,-0.02
12.434,-1.39,-0.61,-0.02
12.439,-1.38,-0.60,-0.02
12.447,-1.38,-0.60,-0.01
12.447,-1.37,-0.59,-0.01
12.452,-1.36,-0.59,-0.01
12.453,-1.35,-0.59,-0.00
12.487,-1.34,-0.59,-0.00
12.488,-1.34,-0.58,0.00
12.489,-1.33,-0.58,0.00
12.489,-1.32,-0.57,0.01
12.490,-1.31,-0.57,0.01
12.490,-1.30,-0.56,0.01
12.490,-1.29,-0.56,0.01
12.491,-1.28,-0.55,0.02
12.491,-1.27,-0.55,0.02
12.493,-1.26,-0.54,0.02
12.497,-1.25,-0.54,0.02
12.502,-1.24,-0.54,0.03
12.508,-1.23,-0.53,0.03
12.509,-1.22,-0.53,0.03
12.513,-1.20,-0.52,0.03
12.517,-1.19,-0.52,0.04
12.521,-1.18,-0.51,0.04
12.525,-1.17,-0.50,0.04
12.528,-1.15,-0.49,0.04
12.532,-1.14,-0.48,0.05
12.536,-1.13,-0.48,0.05
12.545,-1.12,-0.48,0.05
12.546,-1.11,-0.48,0.06
12.549,-1.10,-0.48,0.06
12.552,-1.09,-0.46,0.06
12.582,-1.08,-0.45,0.06
12.583,-1.06,-0.44,0.06
12.583,-1.05,-0.44,0.07
12.583,-1.03,-0.43,0.07
12.584,-1.01,-0.43,0.07
12.584,-1.00,-0.42,0.07
12.584,-0.99,-0.42,0.08
12.585,-0.97,-0.41,0.08
12.588,-0.96,-0.40,0.08
12.592,-0.95,-0.39,0.08
12.602,-0.94,-0.38,0.09
12.603,-0.92,-0.38,0.09
12.603,-0.90,-0.37,0.09
12.608,-0.89,-0.36,0.09
12.612,-0.87,-0.36,0.09
12.616,-0.86,-0.35,0.09
12.620,-0.84,-0.34,0.10
12.629,-0.82,-0.33,0.10
12.631,-0.81,-0.32,0.10
12.631,-0.79,-0.31,0.10
12.635,-0.78,-0.31,0.11
12.670,-0.76,-0.30,0.11
12.671,-0.75,-0.29,0.11
12.671,-0.73,-0.29,0.11
12.672,-0.71,-0.28,0.11
12.672,-0.70,-0.27,0.12
12.672,-0.68,-0.26,0.12
12.673,-0.67,-0.25,0.12
12.673,-0.65,-0.24,0.12
12.673,-0.63,-0.23,0.12
12.675,-0.61,-0.22,0.12
12.680,-0.59,-0.22,0.12
12.682,-0.57,-0.21,0.13
12.687,-0.55,-0.20,0.13
12.690,-0.54,-0.19,0.13
12.694,-0.52,-0.18,0.13
12.698,-0.50,-0.17,0.13
12.703,-0.48,-0.16,0.13
12.707,-0.47,-0.15,0.13
12.710,-0.45,-0.14,0.13
12.715,-0.43,-0.13,0.13
12.718,-0.41,-0.13,0.13
12.722,-0.39,-0.12,0.14
12.726,-0.38,-0.11,0.14
12.730,-0.36,-0.10,0.14
12.735,-0.34,-0.10,0.14
12.738,-0.32,-0.08,0.14
12.747,-0.30,-0.08,0.14
12.748,-0.28,-0.07,0.14
12.750,-0.26,-0.06,0.14
12.753,-0.25,-0.05,0.14
12.786,-0.23,-0.05,0.14
12.787,-0.21,-0.03,0.14
12.787,-0.19,-0.03,0.14
12.787,-0.17,-0.02,0.14
12.788,-0.15,-0.01,0.14
12.788,-0.14,0.00,0.14
12.789,-0.12,0.01,0.15
12.790,-0.09,0.01,0.14
12.790,-0.07,0.03,0.14
12.794,-0.06,0.03,0.14
12.797,-0.04,0.04,0.14
12.801,-0.01,0.05,0.15
12.805,0.00,0.06,0.15
12.810,0.02,0.07,0.14
12.817,0.04,0.08,0.15
12.817,0.06,0.09,0.15
12.821,0.08,0.09,0.15
12.829,0.10,0.10,0.14
12.832,0.12,0.11,0.15
12.833,0.13,0.12,0.15
12.836,0.15,0.13,0.15
12.864,0.18,0.13,0.14
12.865,0.19,0.14,0.15
12.865,0.21,0.15,0.15
12.866,0.23,0.16,0.15
12.866,0.25,0.17,0.15
12.866,0.27,0.18,0.15
12.867,0.29,0.18,0.14
12.868,0.31,0.19,0.15
12.872,0.33,0.20,0.14
12.875,0.34,0.20,0.14
12.880,0.36,0.22,0.14
12.884,0.38,0.22,0.14
12.888,0.40,0.23,0.14
12.893,0.42,0.23,0.14
12.898,0.43,0.24,0.15
12.899,0.46,0.25,0.15
12.903,0.47,0.26,0.15
12.908,0.49,0.26,0.15
12.912,0.51,0.27,0.15
12.916,0.53,0.28,0.15
12.919,0.55,0.29,0.15
12.924,0.57,0.29,0.15
12.931,0.58,0.30,0.15
12.931,0.60,0.30,0.15
12.935,0.62,0.31,0.15
12.939,0.64,0.32,0.15
12.946,0.65,0.33,0.15
12.947,0.67,0.33,0.15
12.952,0.69,0.34,0.15
12.954,0.71,0.34,0.15
12.986,0.73,0.35,0.15
12.987,0.74,0.35,0.15
12.987,0.76,0.36,0.15
12.987,0.78,0.36,0.15
12.988,0.79,0.37,0.15
12.988,0.81,0.38,0.15
12.988,0.83,0.38,0.15
12.989,0.84,0.39,0.15
12.996,0.86,0.39,0.15
12.997,0.87,0.40,0.16
12.999,0.89,0.40,0.16
13.002,0.91,0.41,0.16
13.007,0.92,0.41,0.16
13.011,0.94,0.41,0.16
13.014,0.95,0.42,0.16
13.018,0.97,0.42,0.16
13.022,0.98,0.43,0.16
13.027,1.00,0.43,0.16
13.031,1.01,0.44,0.16
13.034,1.03,0.44,0.16
13.038,1.04,0.44,0.16
13.046,1.06,0.45,0.17
13.047,1.07,0.45,0.16
13.052,1.08,0.45,0.17
13.053,1.10,0.46,0.17
13.089,1.11,0.46,0.17
13.090,1.13,0.46,0.17
13.091,1.14,0.47,0.17
13.091,1.15,0.47,0.17
13.092,1.16,0.47,0.17
13.092,1.17,0.47,0.17
13.092,1.19,0.48,0.18
13.093,1.20,0.48,0.18
13.093,1.21,0.48,0.18
13.093,1.22,0.49,0.18
13.098,1.23,0.49,0.18
13.101,1.24,0.49,0.18
13.105,1.26,0.49,0.18
13.110,1.27,0.49,0.19
13.113,1.28,0.49,0.19
13.117,1.29,0.49,0.19
13.121,1.30,0.50,0.19
13.130,1.31,0.50,0.19
13.130,1.32,0.50,0.19
13.132,1.33,0.50,0.19
13.137,1.34,0.50,0.20
13.177,1.35,0.50,0.20
13.178,1.36,0.50,0.20
13.178,1.37,0.50,0.20
13.179,1.38,0.50,0.20
13.179,1.38,0.50,0.21
13.179,1.39,0.50,0.21
13.179,1.40,0.50,0.21
13.180,1.41,0.51,0.21
13.180,1.42,0.51,0.21
13.181,1.43,0.51,0.21
13.181,1.43,0.50,0.21
13.184,1.44,0.50,0.22
13.189,1.44,0.50,0.22
13.196,1.45,0.49,0.22
13.196,1.46,0.50,0.22
13.201,1.46,0.50,0.22
13.204,1.47,0.50,0.23
13.215,1.47,0.49,0.23
13.216,1.47,0.49,0.23
13.216,1.48,0.49,0.23
13.220,1.49,0.49,0.23
13.235,1.49,0.49,0.23
13.236,1.49,0.49,0.24
13.236,1.50,0.49,0.24
13.237,1.50,0.49,0.24
13.250,1.51,0.49,0.24
13.251,1.51,0.49,0.24
13.251,1.51,0.49,0.24
13.252,1.51,0.48,0.25
13.255,1.52,0.48,0.25
13.260,1.52,0.47,0.25
13.262,1.52,0.46,0.25
13.268,1.51,0.46,0.25
13.271,1.52,0.46,0.25
13.297,1.51,0.46,0.26
13.298,1.52,0.46,0.26
13.298,1.52,0.46,0.26
13.298,1.52,0.45,0.26
13.298,1.52,0.44,0.26
13.299,1.52,0.44,0.26
13.299,1.51,0.44,0.26
13.302,1.51,0.43,0.26
13.308,1.51,0.43,0.27
13.311,1.51,0.43,0.27
13.315,1.51,0.43,0.27
13.319,1.50,0.42,0.27
13.323,1.50,0.41,0.27
13.326,1.50,0.40,0.27
13.331,1.49,0.40,0.28
13.334,1.49,0.40,0.28
13.338,1.49,0.40,0.28
13.347,1.48,0.40,0.28
13.347,1.48,0.39,0.28
13.351,1.48,0.38,0.28
13.354,1.47,0.38,0.28
13.388,1.46,0.37,0.28
13.393,1.46,0.37,0.28
13.393,1.45,0.36,0.28
13.394,1.45,0.36,0.29
13.394,1.44,0.36,0.29
13.394,1.43,0.36,0.29
13.395,1.43,0.35,0.29
13.395,1.42,0.34,0.29
13.395,1.41,0.34,0.29
13.395,1.41,0.33,0.29
13.397,1.39,0.33,0.29
13.401,1.38,0.33,0.29
13.405,1.37,0.32,0.29
13.409,1.37,0.32,0.29
