time,gFx,gFy,gFz,TgF
2.838000,0.1195,0.9936,0.1039,1.006
2.844000,0.1276,0.9921,0.1027,1.006
2.849000,0.1263,0.9921,0.1076,1.006
2.853000,0.1288,0.9916,0.1135,1.006
2.859000,0.1251,0.9897,0.1101,1.004
2.863000,0.1195,0.9924,0.1076,1.005
2.869000,0.1122,0.9929,0.1020,1.004
2.873000,0.1100,0.9914,0.0961,1.002
2.878000,0.1092,0.9933,0.0888,1.003
2.883000,0.1100,0.9916,0.0915,1.002
2.887000,0.1136,0.9929,0.0947,1.004
2.893000,0.1261,0.9907,0.1037,1.004
2.898000,0.1302,0.9914,0.1042,1.005
2.902000,0.1310,0.9899,0.1122,1.005
2.907000,0.1300,0.9931,0.1079,1.007
2.913000,0.1317,0.9916,0.1032,1.006
2.918000,0.1273,0.9911,0.1039,1.005
2.922000,0.1263,0.9924,0.1047,1.006
2.927000,0.1244,0.9926,0.1069,1.006
2.932000,0.1224,0.9909,0.1020,1.004
2.936000,0.1290,0.9902,0.1022,1.004
2.942000,0.1288,0.9911,0.1059,1.005
2.946000,0.1290,0.9924,0.1091,1.007
2.951000,0.1341,0.9904,0.1059,1.005
2.957000,0.1319,0.9916,0.1057,1.006
2.961000,0.1307,0.9921,0.1071,1.006
2.970000,0.1288,0.9929,0.1091,1.007
2.974000,0.1266,0.9907,0.1054,1.004
2.977000,0.1295,0.9899,0.1020,1.004
2.982000,0.1288,0.9904,0.1047,1.004
2.987000,0.1300,0.9926,0.1039,1.006
2.991000,0.1302,0.9931,0.1035,1.007
2.996000,0.1293,0.9924,0.1020,1.006
3.000000,0.1239,0.9914,0.1005,1.004
3.006000,0.1229,0.9904,0.1003,1.003
3.010000,0.1215,0.9924,0.1042,1.005
3.015000,0.1222,0.9907,0.1057,1.004
3.020000,0.1041,0.9919,0.1008,1.002
3.025000,0.1117,0.9914,0.1037,1.003
3.030000,0.1288,0.9933,0.1039,1.007
3.037000,0.1393,0.9885,0.1115,1.004
3.040000,0.1346,0.9919,0.1157,1.008
3.045000,0.1236,0.9911,0.1196,1.006
3.052000,0.1190,0.9931,0.1142,1.007
3.054000,0.1224,0.9921,0.1118,1.006
3.059000,0.1310,0.9894,0.1086,1.004
3.065000,0.1339,0.9916,0.1057,1.006
3.069000,0.1385,0.9914,0.1110,1.007
3.074000,0.1305,0.9924,0.1118,1.007
3.079000,0.1302,0.9914,0.1083,1.006
3.084000,0.1317,0.9907,0.1030,1.005
3.088000,0.1307,0.9914,0.1003,1.005
3.094000,0.1273,0.9931,0.0983,1.006
3.099000,0.1261,0.9929,0.0971,1.006
3.104000,0.1251,0.9926,0.0956,1.005
3.109000,0.1319,0.9909,0.0991,1.005
3.113000,0.1368,0.9914,0.1037,1.006
3.119000,0.1288,0.9924,0.1074,1.006
3.123000,0.1180,0.9916,0.1071,1.004
3.128000,0.1215,0.9941,0.1057,1.007
3.133000,0.1256,0.9899,0.1037,1.003
3.138000,0.1232,0.9914,0.1005,1.004
3.143000,0.1327,0.9904,0.0996,1.004
3.148000,0.1285,0.9919,0.0983,1.005
3.153000,0.1249,0.9916,0.1003,1.004
3.157000,0.1261,0.9902,0.1032,1.003
3.162000,0.1222,0.9924,0.1108,1.006
3.168000,0.1239,0.9929,0.1125,1.007
3.173000,0.1273,0.9911,0.1140,1.006
3.179000,0.1207,0.9909,0.1086,1.004
3.182000,0.1200,0.9924,0.1091,1.006
3.190000,0.1256,0.9924,0.0981,1.005
3.192000,0.1254,0.9938,0.0883,1.006
3.197000,0.1254,0.9907,0.0864,1.002
3.203000,0.1246,0.9926,0.0888,1.004
3.206000,0.1266,0.9941,0.0983,1.007
3.211000,0.1288,0.9911,0.1035,1.005
3.218000,0.1268,0.9938,0.1061,1.008
3.221000,0.1229,0.9929,0.1105,1.007
3.227000,0.1217,0.9926,0.1174,1.007
3.233000,0.1261,0.9904,0.1081,1.004
3.237000,0.1261,0.9902,0.1005,1.003
3.242000,0.1249,0.9921,0.0976,1.005
3.246000,0.1178,0.9919,0.0927,1.003
3.251000,0.1212,0.9936,0.0974,1.006
3.256000,0.1239,0.9887,0.1015,1.002
3.261000,0.1195,0.9880,0.1035,1.001
3.270000,0.1183,0.9924,0.1069,1.005
3.271000,0.1173,0.9929,0.1057,1.005
3.276000,0.1070,0.9931,0.1081,1.005
3.280000,0.1000,0.9926,0.1071,1.003
3.285000,0.0992,0.9916,0.1039,1.002
3.290000,0.0985,0.9899,0.1020,1.000
3.296000,0.1017,0.9916,0.0993,1.002
3.301000,0.1100,0.9929,0.1003,1.004
3.305000,0.1180,0.9931,0.1054,1.006
3.309000,0.1232,0.9916,0.1096,1.005
3.314000,0.1263,0.9902,0.1079,1.004
3.321000,0.1236,0.9921,0.1130,1.006
3.325000,0.1195,0.9890,0.1105,1.002
3.330000,0.1188,0.9924,0.1079,1.005
3.335000,0.1241,0.9926,0.1049,1.006
3.339000,0.1244,0.9938,0.1042,1.007
3.344000,0.1256,0.9914,0.1010,1.004
3.348000,0.1244,0.9926,0.1022,1.006
3.354000,0.1224,0.9897,0.1030,1.003
3.359000,0.1180,0.9921,0.0986,1.004
3.364000,0.1197,0.9921,0.1025,1.005
3.369000,0.1251,0.9926,0.1039,1.006
3.374000,0.1261,0.9924,0.1049,1.006
3.379000,0.1278,0.9951,0.1057,1.009
3.383000,0.1276,0.9904,0.1098,1.005
3.388000,0.1219,0.9914,0.1098,1.005
3.393000,0.1166,0.9931,0.1113,1.006
3.398000,0.1180,0.9916,0.1054,1.004
3.403000,0.1205,0.9929,0.1032,1.005
3.407000,0.1224,0.9933,0.1003,1.006
3.413000,0.1251,0.9919,0.0932,1.004
3.418000,0.1295,0.9916,0.0971,1.005
3.422000,0.1293,0.9914,0.0949,1.004
3.427000,0.1276,0.9919,0.0993,1.005
3.433000,0.1254,0.9931,0.0988,1.006
3.438000,0.1322,0.9907,0.0952,1.004
3.442000,0.1381,0.9914,0.0959,1.006
3.447000,0.1356,0.9919,0.0998,1.006
3.452000,0.1346,0.9907,0.1022,1.005
3.457000,0.1283,0.9916,0.1076,1.006
3.461000,0.1254,0.9911,0.1076,1.005
3.469000,0.1212,0.9924,0.1113,1.006
3.472000,0.1222,0.9904,0.1091,1.004
3.477000,0.1207,0.9911,0.1035,1.004
3.482000,0.1197,0.9919,0.1027,1.004
3.486000,0.1200,0.9921,0.1017,1.005
3.491000,0.1227,0.9941,0.0991,1.007
3.497000,0.1307,0.9909,0.1015,1.005
3.501000,0.1337,0.9907,0.0998,1.005
3.506000,0.1317,0.9919,0.1008,1.006
3.511000,0.1319,0.9916,0.1017,1.006
3.516000,0.1337,0.9941,0.1000,1.008
3.520000,0.1349,0.9929,0.1010,1.007
3.525000,0.1388,0.9931,0.1035,1.008
3.531000,0.1337,0.9892,0.1020,1.003
3.536000,0.1322,0.9926,0.1037,1.007
3.540000,0.1332,0.9921,0.1052,1.007
3.545000,0.1307,0.9916,0.1039,1.006
3.554000,0.1298,0.9919,0.1096,1.006
3.555000,0.1280,0.9921,0.1081,1.006
3.560000,0.1246,0.9929,0.1061,1.006
3.564000,0.1273,0.9907,0.1049,1.004
3.570000,0.1224,0.9911,0.1042,1.004
3.575000,0.1171,0.9931,0.1049,1.005
3.580000,0.1146,0.9921,0.1027,1.004
3.585000,0.1161,0.9919,0.1049,1.004
3.589000,0.1166,0.9921,0.1059,1.005
3.594000,0.1141,0.9926,0.1098,1.005
3.601000,0.1153,0.9926,0.1042,1.005
3.604000,0.1139,0.9931,0.1079,1.005
3.608000,0.1180,0.9929,0.1071,1.006
3.614000,0.1210,0.9924,0.1101,1.006
3.619000,0.1173,0.9938,0.0988,1.006
3.624000,0.1197,0.9921,0.0961,1.004
3.629000,0.1205,0.9924,0.1005,1.005
3.634000,0.1197,0.9941,0.0971,1.006
3.638000,0.1251,0.9933,0.0986,1.006
3.643000,0.1266,0.9911,0.1000,1.004
3.649000,0.1246,0.9929,0.1022,1.006
3.654000,0.1249,0.9921,0.1030,1.005
3.658000,0.1256,0.9916,0.1042,1.005
3.663000,0.1256,0.9926,0.1047,1.006
3.670000,0.1288,0.9929,0.1057,1.007
3.674000,0.1295,0.9921,0.1044,1.006
3.678000,0.1200,0.9921,0.0971,1.004
3.682000,0.1210,0.9941,0.0934,1.006
3.690000,0.1246,0.9941,0.0998,1.007
3.692000,0.1266,0.9894,0.1022,1.003
3.698000,0.1254,0.9897,0.1074,1.003
3.703000,0.1263,0.9897,0.1132,1.004
3.707000,0.1293,0.9914,0.1142,1.006
3.712000,0.1351,0.9892,0.1186,1.005
3.718000,0.1315,0.9916,0.1171,1.007
3.723000,0.1327,0.9909,0.1118,1.006
3.727000,0.1271,0.9921,0.1127,1.007
3.733000,0.1222,0.9914,0.1179,1.006
3.738000,0.1254,0.9897,0.1193,1.005
3.742000,0.1251,0.9921,0.1130,1.006
3.747000,0.1268,0.9936,0.1071,1.007
3.752000,0.1285,0.9924,0.1074,1.006
3.756000,0.1258,0.9943,0.0996,1.007
3.761000,0.1215,0.9929,0.0966,1.005
3.770000,0.1188,0.9926,0.0944,1.004
3.770000,0.1210,0.9926,0.0998,1.005
3.777000,0.1261,0.9931,0.0964,1.006
3.780000,0.1266,0.9907,0.1030,1.004
3.786000,0.1258,0.9929,0.1052,1.006
3.791000,0.1185,0.9926,0.1022,1.005
3.796000,0.1171,0.9919,0.1010,1.004
3.801000,0.1171,0.9902,0.0956,1.002
3.805000,0.1153,0.9931,0.0905,1.004
3.811000,0.1124,0.9938,0.0961,1.005
3.815000,0.1119,0.9933,0.1039,1.005
3.820000,0.1163,0.9911,0.1105,1.004
3.825000,0.1180,0.9916,0.1181,1.006
3.829000,0.1232,0.9921,0.1184,1.007
3.834000,0.1246,0.9919,0.1147,1.006
3.839000,0.1305,0.9914,0.1074,1.006
3.844000,0.1300,0.9899,0.0998,1.003
3.849000,0.1219,0.9907,0.0959,1.003
3.854000,0.1178,0.9951,0.0974,1.007
3.859000,0.1210,0.9921,0.1057,1.005
3.864000,0.1263,0.9941,0.1071,1.008
3.870000,0.1293,0.9914,0.1127,1.006
3.873000,0.1337,0.9916,0.1188,1.008
3.879000,0.1327,0.9926,0.1223,1.009
3.884000,0.1312,0.9902,0.1279,1.007
3.888000,0.1310,0.9880,0.1291,1.005
3.894000,0.1283,0.9872,0.1257,1.003
3.899000,0.1234,0.9894,0.1171,1.004
3.903000,0.1193,0.9929,0.1030,1.005
3.908000,0.1188,0.9924,0.0842,1.003
3.913000,0.1144,0.9941,0.0695,1.003
3.917000,0.1078,0.9931,0.0558,1.000
3.923000,0.1029,0.9946,0.0549,1.001
3.928000,0.1053,0.9975,0.0500,1.004
3.933000,0.0975,0.9970,0.0500,1.003
3.937000,0.0995,0.9968,0.0598,1.003
3.942000,0.1046,0.9955,0.0734,1.004
3.947000,0.1124,0.9907,0.0964,1.002
3.955000,0.1090,0.9892,0.1230,1.003
3.957000,0.0946,0.9865,0.1503,1.002
3.964000,0.0904,0.9841,0.1542,1.000
3.968000,0.0953,0.9899,0.1550,1.007
3.972000,0.1158,0.9872,0.1498,1.005
3.977000,0.1498,0.9875,0.1396,1.008
3.982000,0.1622,0.9731,0.1408,0.997
3.987000,0.1561,0.9899,0.1459,1.013
3.991000,0.1459,0.9892,0.1325,1.009
3.997000,0.1222,0.9916,0.1069,1.005
4.003000,0.1293,0.9780,0.0644,0.989
4.007000,0.1261,0.9977,0.0353,1.006
4.012000,0.1009,1.0014,0.0053,1.006
4.017000,0.0834,1.0041,-0.0106,1.008
4.022000,0.0641,1.0151,0.0112,1.017
4.026000,0.0572,1.0104,0.0561,1.014
4.031000,0.0699,1.0046,0.1115,1.013
4.036000,0.0758,0.9990,0.1154,1.008
4.041000,0.0804,0.9929,0.1220,1.004
4.046000,0.0829,0.9960,0.1240,1.007
4.050000,0.0892,0.9926,0.1137,1.003
4.055000,0.0975,0.9870,0.0952,0.996
4.061000,0.1163,0.9850,0.0744,0.995
4.065000,0.1288,0.9885,0.0571,0.998
4.070000,0.1449,0.9936,0.0666,1.006
4.075000,0.1715,0.9931,0.0707,1.010
4.080000,0.1913,0.9951,0.0746,1.016
4.085000,0.1866,1.0207,0.0248,1.038
4.090000,0.1410,0.9985,0.0151,1.008
4.094000,0.1754,0.9726,0.0339,0.989
4.100000,0.2010,0.9863,0.0290,1.007
4.105000,0.1495,0.9933,0.0790,1.008
4.109000,0.1136,0.9970,0.0930,1.008
4.116000,0.1163,1.0095,0.0915,1.020
4.119000,0.1310,1.0063,0.0944,1.019
4.125000,0.1583,0.9982,0.0881,1.015
4.131000,0.1715,0.9909,0.0651,1.008
4.135000,0.1676,0.9797,0.0602,0.996
4.138000,0.1656,0.9890,0.0981,1.008
4.144000,0.1676,0.9995,0.1332,1.022
4.149000,0.1705,0.9882,0.1579,1.015
4.154000,0.1581,0.9767,0.1535,1.001
4.158000,0.1363,0.9711,0.1562,0.993
4.163000,0.1300,0.9750,0.1601,0.997
4.173000,0.1378,0.9811,0.1596,1.004
4.173000,0.1290,0.9684,0.1906,0.995
4.177000,0.1529,0.9872,0.1442,1.009
4.182000,0.1327,0.9755,0.1752,1.000
4.188000,0.1349,1.0656,0.0178,1.074
4.193000,0.1285,0.9997,0.0688,1.010
4.197000,0.1642,0.9567,0.0353,0.971
4.202000,0.1774,0.9667,0.0820,0.986
4.216000,0.1774,0.9667,0.0820,0.986
4.216000,0.1774,0.9667,0.0820,0.986
4.220000,0.1774,0.9667,0.0820,0.986
4.226000,0.1774,0.9667,0.0820,0.986
4.231000,0.0541,0.9882,0.2463,1.020
4.236000,0.1246,0.8940,0.2844,0.946
4.241000,0.1979,0.8849,0.2900,0.952
4.245000,0.2535,0.9770,0.3068,1.055
4.250000,0.2135,1.0129,0.3291,1.086
4.256000,0.1053,0.9213,0.4323,1.023
4.260000,0.1146,0.9416,0.2436,0.979
4.265000,0.0692,0.9374,0.2023,0.962
4.270000,0.1068,0.9421,0.1506,0.960
4.275000,0.1232,0.9611,0.1462,0.980
4.280000,0.1244,0.9535,0.1406,0.972
4.285000,0.1417,0.9626,0.0998,0.978
4.289000,0.1271,0.9733,0.0329,0.982
4.295000,0.1141,1.0241,-0.0233,1.031
4.300000,0.1156,1.0002,-0.0301,1.007
4.305000,0.1315,1.1743,-0.1256,1.188
4.310000,0.0609,1.0544,-0.0736,1.059
4.314000,0.0597,0.9868,-0.0552,0.990
4.321000,0.0904,0.9672,-0.0313,0.972
4.324000,0.1354,0.9953,0.0309,1.005
4.329000,0.1268,1.0349,-0.0003,1.043
4.334000,0.1434,1.0014,0.0612,1.013
4.339000,0.1483,0.9789,0.0610,0.992
4.344000,0.1239,1.0412,0.0629,1.050
4.349000,0.1044,0.9775,0.1335,0.992
4.355000,0.0670,1.0165,0.1098,1.025
4.361000,0.1002,0.9828,0.1171,0.995
4.363000,0.1078,0.9765,0.0900,0.987
4.369000,0.1371,0.9826,0.1218,1.000
4.373000,0.1637,0.9968,0.1347,1.019
4.378000,0.1278,0.9816,0.1870,1.007
4.382000,0.1258,0.9799,0.2194,1.012
4.388000,0.1222,0.9941,0.2099,1.023
4.393000,0.1146,0.9885,0.2448,1.025
4.397000,0.1200,0.9943,0.2297,1.028
4.402000,0.1019,0.9753,0.2451,1.011
4.407000,0.1019,0.9814,0.2292,1.013
4.412000,0.1092,0.9616,0.2194,0.992
4.417000,0.1105,0.9597,0.2248,0.992
4.421000,0.1244,0.9631,0.2121,0.994
4.427000,0.1078,0.9611,0.1994,0.987
4.432000,0.1066,0.9592,0.1823,0.982
4.437000,0.1046,0.9577,0.1662,0.978
4.441000,0.1146,0.9543,0.1552,0.974
4.446000,0.1412,0.9680,0.1437,0.989
4.452000,0.1351,0.9597,0.1801,0.986
4.456000,0.1359,0.9594,0.1882,0.987
4.461000,0.1410,0.9650,0.1931,0.994
4.466000,0.1678,1.0004,0.1955,1.033
4.471000,0.2426,1.0815,0.1611,1.120
4.476000,0.1808,1.0371,0.2558,1.083
4.481000,0.0582,0.9687,0.3408,1.029
4.486000,0.0465,0.9880,0.2334,1.016
4.490000,0.0665,0.9924,0.1906,1.013
4.496000,0.1278,0.9833,0.2155,1.015
4.500000,0.1779,0.9787,0.2605,1.028
4.505000,0.1971,0.9682,0.2722,1.025
4.510000,0.1932,0.9616,0.2485,1.012
4.515000,0.1910,0.9640,0.2099,1.005
4.520000,0.1793,0.9689,0.1762,1.001
4.525000,0.1696,0.9699,0.1706,0.999
4.530000,0.1586,0.9706,0.1616,0.997
4.535000,0.1503,0.9709,0.1455,0.993
4.539000,0.1468,0.9809,0.1313,1.000
4.545000,0.1434,0.9938,0.1242,1.012
4.549000,0.1363,1.0038,0.1191,1.020
4.554000,0.1300,1.0087,0.1213,1.024
4.559000,0.1337,1.0141,0.1257,1.031
4.564000,0.1305,1.0143,0.1110,1.029
4.572000,0.1222,1.0163,0.0839,1.027
4.578000,0.1295,1.0163,0.0685,1.027
4.579000,0.1359,1.0207,0.0698,1.032
4.584000,0.1427,1.0226,0.0717,1.035
4.588000,0.1500,1.0236,0.0654,1.037
4.593000,0.1483,1.0119,0.0580,1.024
4.598000,0.1437,1.0065,0.0620,1.019
4.603000,0.1468,0.9997,0.0641,1.012
4.608000,0.1556,0.9975,0.0703,1.012
4.613000,0.1512,0.9907,0.0739,1.005
4.618000,0.1600,0.9841,0.0856,1.001
4.626000,0.1542,0.9877,0.0974,1.004
4.627000,0.1410,0.9948,0.0944,1.009
4.633000,0.1310,0.9985,0.0829,1.010
4.638000,0.1268,0.9943,0.0771,1.005
4.642000,0.1307,0.9848,0.0817,0.997
4.647000,0.1388,0.9794,0.0917,0.993
4.655000,0.1454,0.9753,0.0998,0.991
4.657000,0.1429,0.9721,0.0966,0.987
4.661000,0.1407,0.9658,0.0861,0.980
4.667000,0.1312,0.9609,0.0727,0.973
4.673000,0.1307,0.9499,0.0673,0.961
4.676000,0.1305,0.9435,0.0727,0.955
4.681000,0.1322,0.9413,0.0756,0.954
4.686000,0.1300,0.9399,0.0788,0.952
4.691000,0.1278,0.9413,0.0737,0.953
4.696000,0.1180,0.9382,0.0825,0.949
4.701000,0.1139,0.9355,0.0915,0.947
4.706000,0.1171,0.9355,0.0988,0.948
4.711000,0.1224,0.9338,0.1093,0.948
4.716000,0.1302,0.9255,0.1164,0.942
4.721000,0.1339,0.9135,0.1179,0.931
4.726000,0.1359,0.9091,0.1298,0.928
4.730000,0.1344,0.9040,0.1442,0.925
4.736000,0.1300,0.9015,0.1574,0.924
4.740000,0.1312,0.9018,0.1533,0.924
4.745000,0.1368,0.8964,0.1506,0.919
4.750000,0.1490,0.8969,0.1528,0.922
4.755000,0.1608,0.8920,0.1545,0.919
4.760000,0.1693,0.8876,0.1618,0.918
4.764000,0.1739,0.8808,0.1652,0.913
4.772000,0.1691,0.8759,0.1718,0.908
4.774000,0.1669,0.8678,0.1621,0.898
4.780000,0.1654,0.8578,0.1547,0.887
4.785000,0.1818,0.8630,0.1486,0.894
4.789000,0.4225,1.7825,-0.1143,1.835
4.795000,0.6012,1.2666,0.4748,1.480
4.799000,0.1744,0.6288,0.5991,0.886
4.804000,0.1273,1.0273,0.1923,1.053
4.809000,0.1549,0.9890,0.1430,1.011
4.814000,0.1844,0.9560,0.0825,0.977
4.819000,0.1261,1.6570,0.1635,1.670
4.823000,0.0253,0.9992,0.1728,1.014
4.829000,-0.0678,0.9360,0.1342,0.948
4.833000,-0.1176,1.0915,0.1633,1.110
4.838000,-0.1364,1.0078,0.1733,1.032
4.843000,-0.0590,0.9728,0.2006,0.995
4.848000,0.0035,1.0217,0.2666,1.056
4.853000,0.0350,1.0390,0.1301,1.048
4.858000,0.0882,0.9951,0.0873,1.003
4.863000,0.1193,1.0285,0.0790,1.038
4.868000,0.1117,1.0043,-0.0013,1.011
4.872000,0.1105,1.0075,-0.0411,1.014
4.878000,0.1400,0.9816,-0.0128,0.992
4.884000,0.1764,0.9638,-0.0152,0.980
4.887000,0.2003,0.9885,-0.0252,1.009
4.892000,0.2059,0.9667,-0.0279,0.989
4.898000,0.1974,0.9760,-0.0355,0.996
4.903000,0.1752,0.9838,-0.0428,1.000
4.907000,0.1437,0.9904,-0.0325,1.001
4.912000,0.1249,0.9958,-0.0535,1.005
4.917000,0.1161,0.9973,-0.0489,1.005
4.921000,0.1139,0.9963,-0.0487,1.004
4.927000,0.1112,0.9946,-0.0452,1.002
4.931000,0.1114,0.9963,-0.0408,1.003
4.937000,0.1083,0.9953,-0.0399,1.002
4.941000,0.1085,0.9951,-0.0399,1.002
4.946000,0.1078,0.9938,-0.0377,1.000
4.951000,0.1429,0.9789,0.4414,1.083
4.956000,0.1205,0.9809,0.2448,1.018
4.961000,0.1151,1.0507,0.2915,1.096
4.966000,0.0817,0.9892,0.3056,1.039
4.973000,0.1581,0.9709,0.2861,1.024
4.977000,0.1117,0.9863,0.1835,1.009
4.980000,0.0814,0.9977,0.1205,1.008
4.985000,0.1063,1.0036,0.1093,1.015
4.990000,0.1019,0.9865,0.0163,0.992
4.995000,0.1092,0.9951,0.0112,1.001
5.000000,0.1134,0.9990,0.0104,1.005
5.005000,0.1215,0.9968,0.0226,1.004
5.010000,0.1473,0.9951,0.0790,1.009
5.015000,0.1688,0.9936,0.0964,1.012
5.020000,0.1925,0.9890,0.1191,1.015
5.024000,0.2042,0.9848,0.1279,1.014
5.029000,0.2069,0.9846,0.1149,1.013
5.034000,0.1703,0.9958,0.0861,1.014
5.041000,0.1388,0.9938,0.0632,1.005
5.044000,0.1173,0.9894,0.0942,1.001
5.049000,0.1061,0.9938,0.1108,1.006
5.054000,0.1070,0.9960,0.0966,1.006
5.059000,0.1188,0.9933,0.0812,1.004
5.064000,0.1349,0.9897,0.0790,1.002
5.069000,0.1276,0.9948,0.0737,1.006
5.074000,0.1144,0.9924,0.0693,1.001
5.082000,0.1112,0.9919,0.0742,1.001
5.083000,0.1168,0.9948,0.0834,1.005
5.089000,0.1205,0.9914,0.0932,1.003
5.093000,0.1173,0.9921,0.0937,1.003
5.098000,0.1210,0.9911,0.0905,1.003
5.104000,0.1210,0.9924,0.0910,1.004
5.110000,0.1200,0.9931,0.0883,1.004
5.112000,0.1258,0.9907,0.0886,1.003
5.117000,0.1285,0.9897,0.0866,1.002
5.124000,0.1244,0.9929,0.0895,1.005
5.127000,0.1236,0.9931,0.1005,1.006
5.132000,0.1280,0.9933,0.1164,1.008
5.137000,0.1307,0.9921,0.1176,1.008
5.141000,0.1346,0.9929,0.1154,1.009
5.147000,0.1334,0.9951,0.0966,1.009
5.152000,0.1327,0.9946,0.0825,1.007
5.158000,0.1312,0.9921,0.0698,1.003
5.164000,0.1307,0.9929,0.0602,1.003
5.166000,0.1363,0.9907,0.0590,1.002
5.171000,0.1378,0.9931,0.0576,1.004
5.177000,0.1410,0.9916,0.0536,1.003
5.181000,0.1376,0.9943,0.0610,1.006
5.186000,0.1319,0.9919,0.0732,1.003
5.190000,0.1254,0.9914,0.0854,1.003
5.196000,0.1207,0.9941,0.1030,1.007
5.201000,0.1236,0.9914,0.1110,1.005
5.206000,0.1249,0.9924,0.1132,1.007
5.210000,0.1271,0.9921,0.1105,1.006
5.215000,0.1310,0.9919,0.1081,1.006
5.219000,0.1322,0.9931,0.0981,1.007
5.225000,0.1276,0.9926,0.0915,1.005
5.230000,0.1246,0.9946,0.0876,1.006
5.235000,0.1244,0.9931,0.0825,1.004
5.239000,0.1280,0.9929,0.0842,1.005
5.245000,0.1268,0.9914,0.0859,1.003
5.250000,0.1232,0.9938,0.0837,1.005
5.257000,0.1144,0.9931,0.0856,1.003
5.261000,0.1122,0.9929,0.0873,1.003
5.264000,0.1200,0.9931,0.0834,1.004
5.269000,0.1271,0.9916,0.0873,1.004
5.276000,0.1300,0.9929,0.0866,1.005
5.279000,0.1293,0.9914,0.0839,1.003
5.284000,0.1256,0.9919,0.0837,1.003
5.289000,0.1241,0.9931,0.0891,1.005
5.294000,0.1256,0.9904,0.0974,1.003
5.299000,0.1346,0.9916,0.1081,1.007
5.303000,0.1403,0.9904,0.1188,1.007
5.309000,0.1337,0.9938,0.1159,1.009
5.314000,0.1263,0.9955,0.0971,1.008
5.318000,0.1249,0.9931,0.0759,1.004
5.323000,0.1305,0.9924,0.0641,1.003
5.329000,0.1327,0.9921,0.0610,1.003
5.333000,0.1395,0.9919,0.0700,1.004
5.339000,0.1366,0.9914,0.0822,1.004
5.342000,0.1293,0.9921,0.0988,1.005
5.347000,0.1288,0.9909,0.1039,1.005
5.353000,0.1222,0.9921,0.1132,1.006
5.357000,0.1298,0.9904,0.1008,1.004
5.362000,0.1381,0.9882,0.1010,1.003
5.367000,0.1346,0.9929,0.0908,1.006
5.374000,0.1366,0.9897,0.0859,1.003
5.377000,0.1378,0.9929,0.0790,1.005
5.382000,0.1329,0.9924,0.0773,1.004
5.387000,0.1254,0.9916,0.0778,1.003
5.393000,0.1171,0.9924,0.0783,1.002
5.397000,0.1124,0.9933,0.0937,1.004
5.402000,0.1139,0.9911,0.0966,1.002
5.407000,0.1178,0.9921,0.0966,1.004
5.411000,0.1156,0.9933,0.0981,1.005
5.416000,0.1153,0.9924,0.0993,1.004
5.421000,0.1188,0.9926,0.0915,1.004
5.425000,0.1178,0.9921,0.0866,1.003
5.430000,0.1190,0.9933,0.0888,1.004
5.435000,0.1136,0.9965,0.0817,1.006
5.440000,0.1234,0.9958,0.0746,1.006
5.446000,0.1407,0.9902,0.0842,1.004
5.451000,0.1371,0.9929,0.0861,1.006
5.456000,0.1266,0.9909,0.0861,1.003
5.460000,0.1195,0.9924,0.0937,1.004
5.466000,0.1217,0.9914,0.0959,1.003
5.471000,0.1278,0.9936,0.0966,1.006
5.476000,0.1317,0.9916,0.0983,1.005
5.481000,0.1315,0.9924,0.1010,1.006
5.485000,0.1285,0.9919,0.1015,1.005
5.492000,0.1246,0.9933,0.0988,1.006
5.494000,0.1236,0.9916,0.0961,1.004
5.500000,0.1244,0.9951,0.0900,1.007
5.506000,0.1283,0.9919,0.0900,1.004
5.512000,0.1261,0.9911,0.0847,1.003
5.514000,0.1278,0.9929,0.0822,1.004
5.519000,0.1298,0.9946,0.0812,1.006
5.525000,0.1302,0.9929,0.0832,1.005
5.529000,0.1285,0.9933,0.0851,1.005
5.533000,0.1278,0.9904,0.0888,1.003
5.539000,0.1263,0.9946,0.0912,1.007
5.543000,0.1244,0.9933,0.0917,1.005
5.548000,0.1280,0.9919,0.0974,1.005
5.553000,0.1261,0.9924,0.0971,1.005
5.560000,0.1239,0.9919,0.0927,1.004
5.563000,0.1263,0.9907,0.0934,1.003
5.569000,0.1249,0.9924,0.0893,1.004
5.576000,0.1263,0.9916,0.0886,1.004
5.580000,0.1236,0.9926,0.0888,1.004
5.583000,0.1268,0.9938,0.0900,1.006
5.589000,0.1283,0.9933,0.0905,1.006
5.594000,0.1302,0.9936,0.0900,1.006
5.597000,0.1302,0.9921,0.0927,1.005
5.602000,0.1310,0.9921,0.0908,1.005
5.608000,0.1315,0.9931,0.0900,1.006
5.612000,0.1307,0.9916,0.0908,1.004
5.617000,0.1334,0.9911,0.0869,1.004
5.622000,0.1300,0.9933,0.0847,1.005
5.627000,0.1276,0.9924,0.0861,1.004
5.632000,0.1271,0.9941,0.0849,1.006
5.637000,0.1251,0.9929,0.0878,1.005
5.642000,0.1222,0.9938,0.0939,1.006
5.647000,0.1210,0.9919,0.0961,1.004
5.651000,0.1251,0.9902,0.0954,1.003
5.659000,0.1271,0.9907,0.0934,1.003
5.663000,0.1278,0.9916,0.0905,1.004
5.668000,0.1283,0.9931,0.0908,1.005
5.675000,0.1312,0.9914,0.0878,1.004
5.676000,0.1266,0.9919,0.0876,1.004
5.680000,0.1258,0.9919,0.0869,1.004
5.686000,0.1251,0.9916,0.0866,1.003
