time,wx,wy,wz
0.245,0.03,0.03,-0.00
0.249,0.03,0.03,-0.00
0.254,0.03,0.03,-0.01
0.257,0.02,0.03,-0.01
0.261,0.02,0.03,-0.02
0.265,0.02,0.03,-0.02
0.268,0.02,0.03,-0.02
0.273,0.02,0.04,-0.02
0.277,0.03,0.04,-0.03
0.280,0.03,0.03,-0.03
0.284,0.03,0.02,-0.03
0.289,0.03,0.02,-0.03
0.292,0.03,0.02,-0.03
0.296,0.04,0.02,-0.02
0.300,0.03,0.02,-0.02
0.306,0.03,0.03,-0.02
0.308,0.03,0.03,-0.01
0.312,0.03,0.03,-0.01
0.316,0.03,0.03,-0.00
0.321,0.02,0.03,-0.00
0.324,0.02,0.03,0.00
0.328,0.03,0.03,0.00
0.332,0.03,0.03,0.00
0.336,0.03,0.04,0.00
0.340,0.03,0.04,0.00
0.344,0.03,0.04,0.00
0.348,0.03,0.05,0.00
0.351,0.03,0.05,-0.00
0.356,0.04,0.06,-0.00
0.360,0.03,0.06,-0.01
0.363,0.04,0.06,-0.01
0.367,0.04,0.06,-0.02
0.371,0.04,0.06,-0.03
0.375,0.04,0.06,-0.04
0.379,0.03,0.05,-0.05
0.383,0.03,0.04,-0.05
0.388,0.03,0.03,-0.06
0.391,0.03,0.02,-0.07
0.395,0.03,0.01,-0.07
0.399,0.03,0.01,-0.08
0.403,0.03,0.01,-0.08
0.407,0.04,0.01,-0.09
0.411,0.04,0.02,-0.09
0.415,0.04,0.02,-0.10
0.419,0.04,0.01,-0.10
0.423,0.05,0.01,-0.10
0.427,0.05,0.00,-0.10
0.431,0.05,-0.00,-0.10
0.434,0.05,-0.00,-0.09
0.439,0.05,0.00,-0.09
0.443,0.05,0.01,-0.08
0.446,0.05,0.02,-0.08
0.450,0.05,0.02,-0.08
0.456,0.05,0.02,-0.07
0.458,0.05,0.03,-0.07
0.462,0.05,0.03,-0.07
0.466,0.05,0.04,-0.07
0.470,0.05,0.04,-0.07
0.474,0.06,0.04,-0.07
0.479,0.06,0.04,-0.07
0.482,0.06,0.04,-0.08
0.486,0.06,0.03,-0.08
0.490,0.05,0.03,-0.09
0.494,0.06,0.02,-0.10
0.498,0.06,0.02,-0.10
0.502,0.05,0.01,-0.11
0.506,0.05,0.01,-0.12
0.510,0.05,-0.00,-0.12
0.514,0.04,-0.01,-0.13
0.517,0.04,-0.02,-0.13
0.521,0.03,-0.02,-0.13
0.526,0.02,-0.03,-0.13
0.529,0.02,-0.02,-0.13
0.533,0.01,-0.02,-0.12
0.538,0.00,-0.02,-0.12
0.542,-0.01,-0.02,-0.11
0.545,-0.02,-0.01,-0.11
0.549,-0.02,-0.00,-0.10
0.553,-0.02,0.00,-0.10
0.557,-0.02,0.00,-0.10
0.562,-0.03,-0.00,-0.10
0.565,-0.03,-0.01,-0.10
0.569,-0.03,-0.01,-0.10
0.574,-0.02,-0.00,-0.10
0.577,-0.01,-0.01,-0.09
0.581,-0.00,-0.01,-0.08
0.585,0.01,-0.01,-0.08
0.589,0.01,-0.01,-0.07
0.593,0.02,-0.01,-0.07
0.597,0.02,-0.01,-0.06
0.600,0.02,-0.00,-0.06
0.607,0.01,0.01,-0.06
0.609,0.02,0.02,-0.06
0.612,0.02,0.02,-0.06
0.616,0.02,0.00,-0.06
0.621,0.03,-0.02,-0.06
0.624,0.03,-0.03,-0.06
0.629,0.03,-0.04,-0.07
0.633,0.04,-0.05,-0.07
0.636,0.05,-0.05,-0.08
0.640,0.05,-0.04,-0.08
0.645,0.05,-0.03,-0.08
0.648,0.05,-0.03,-0.08
0.652,0.05,-0.03,-0.08
0.657,0.04,-0.03,-0.07
0.660,0.04,-0.03,-0.07
0.664,0.03,-0.03,-0.06
0.668,0.03,-0.03,-0.06
0.673,0.02,-0.03,-0.05
0.676,0.01,-0.03,-0.04
0.680,0.00,-0.02,-0.03
0.683,-0.01,-0.00,-0.02
0.687,-0.01,0.01,-0.01
0.692,-0.00,0.00,-0.00
0.696,-0.00,0.00,0.00
0.699,-0.00,-0.01,0.01
0.703,-0.00,-0.01,0.01
0.710,0.00,-0.01,0.01
0.711,0.00,-0.01,0.01
0.715,0.00,-0.02,0.01
0.719,0.00,-0.02,0.00
0.723,-0.00,-0.02,-0.00
0.727,0.00,-0.02,-0.00
0.731,-0.00,-0.02,-0.01
0.734,-0.00,-0.02,-0.01
0.739,-0.00,-0.03,-0.01
0.743,0.00,-0.03,-0.01
0.747,0.01,-0.04,-0.01
0.751,0.01,-0.04,-0.01
0.755,0.01,-0.03,-0.01
0.759,0.01,-0.03,-0.01
0.763,0.02,-0.02,-0.01
0.766,0.03,-0.02,-0.00
0.770,0.03,-0.01,-0.00
0.775,0.03,-0.00,0.00
0.779,0.03,-0.00,0.00
0.782,0.03,-0.00,0.01
0.787,0.03,-0.01,0.02
0.790,0.02,-0.03,0.02
0.794,0.02,-0.04,0.03
0.799,0.02,-0.04,0.03
0.802,0.01,-0.04,0.03
0.806,0.01,-0.03,0.04
0.810,0.01,-0.02,0.04
0.814,0.02,-0.02,0.04
0.818,0.02,-0.02,0.05
0.823,0.02,-0.03,0.06
0.826,0.02,-0.03,0.07
0.830,0.01,-0.03,0.08
0.834,0.01,-0.02,0.09
0.839,0.02,-0.03,0.10
0.842,0.02,-0.03,0.11
0.846,0.02,-0.02,0.11
0.849,0.02,-0.01,0.12
0.853,0.02,-0.01,0.13
0.858,0.02,-0.01,0.14
0.861,0.03,0.00,0.15
0.865,0.02,0.01,0.15
0.869,0.02,0.01,0.16
0.874,0.02,0.02,0.16
0.877,0.01,0.03,0.16
0.881,0.01,0.03,0.16
0.885,0.00,0.03,0.15
0.889,-0.00,0.03,0.13
0.893,-0.01,0.03,0.12
0.897,-0.01,0.02,0.10
0.900,-0.02,0.02,0.08
0.905,-0.02,0.00,0.06
0.909,-0.02,-0.01,0.04
0.912,-0.02,-0.04,0.02
0.916,-0.02,-0.06,0.00
0.920,-0.02,-0.07,-0.01
0.924,-0.03,-0.08,-0.03
0.929,-0.04,-0.08,-0.04
0.932,-0.04,-0.08,-0.04
0.936,-0.04,-0.09,-0.04
0.943,-0.04,-0.09,-0.03
0.944,-0.04,-0.09,-0.01
0.948,-0.04,-0.09,0.00
0.952,-0.04,-0.08,0.02
0.956,-0.05,-0.06,0.03
0.960,-0.05,-0.04,0.05
0.964,-0.06,-0.01,0.06
0.968,-0.05,0.01,0.08
0.972,-0.05,0.01,0.10
0.976,-0.04,0.01,0.11
0.980,-0.03,0.01,0.12
0.983,-0.02,0.01,0.13
0.988,-0.01,0.02,0.14
0.993,0.00,0.03,0.14
1.005,0.01,0.03,0.14
1.005,0.01,0.03,0.14
1.005,0.02,0.02,0.14
1.013,0.02,0.00,0.14
1.014,0.02,-0.01,0.14
1.015,0.01,-0.01,0.15
1.039,0.01,-0.00,0.15
1.040,0.01,-0.00,0.15
1.041,0.01,0.00,0.15
1.041,0.02,0.01,0.15
1.042,0.01,0.01,0.15
1.043,0.02,0.02,0.15
1.044,0.01,0.02,0.14
1.048,0.02,0.02,0.13
1.051,0.02,0.02,0.13
1.056,0.01,0.00,0.12
1.059,0.01,-0.01,0.11
1.063,0.01,-0.01,0.11
1.067,0.01,-0.02,0.10
1.072,0.00,-0.02,0.09
1.075,0.00,-0.02,0.09
1.079,0.00,-0.02,0.09
1.083,0.01,-0.02,0.09
1.087,0.00,-0.02,0.09
1.091,0.00,-0.02,0.09
1.095,-0.00,-0.01,0.10
1.102,-0.01,0.00,0.11
1.103,-0.02,0.02,0.12
1.111,-0.02,0.03,0.13
1.115,-0.02,0.02,0.14
1.115,-0.02,0.02,0.15
1.121,-0.02,0.01,0.16
1.123,-0.03,0.01,0.16
1.131,-0.03,0.00,0.16
1.132,-0.03,0.00,0.16
1.134,-0.03,-0.00,0.15
1.139,-0.03,0.00,0.14
1.142,-0.02,0.01,0.13
1.146,-0.02,0.01,0.12
1.150,-0.03,0.02,0.11
1.154,-0.03,0.03,0.10
1.159,-0.03,0.02,0.09
1.162,-0.02,0.01,0.07
1.166,-0.02,0.00,0.06
1.170,-0.02,-0.00,0.04
1.175,-0.02,-0.01,0.03
1.179,-0.01,-0.01,0.02
1.181,-0.01,-0.02,0.01
1.185,-0.02,-0.03,0.01
1.190,-0.02,-0.03,0.01
1.194,-0.02,-0.04,0.02
1.197,-0.02,-0.04,0.03
1.201,-0.02,-0.03,0.04
1.205,-0.02,-0.02,0.06
1.209,-0.02,-0.01,0.07
1.213,-0.02,0.00,0.09
1.217,-0.02,0.01,0.11
1.220,-0.02,0.02,0.12
1.226,-0.01,0.01,0.12
1.233,-0.02,0.02,0.13
1.233,-0.02,0.03,0.13
1.237,-0.02,0.05,0.13
1.242,-0.03,0.06,0.13
1.245,-0.03,0.06,0.12
1.248,-0.03,0.05,0.11
1.253,-0.02,0.03,0.10
1.257,-0.02,0.01,0.08
1.263,-0.02,0.00,0.07
1.264,-0.02,-0.00,0.06
1.268,-0.02,-0.01,0.05
1.275,-0.02,-0.02,0.03
1.276,-0.01,-0.02,0.03
1.280,-0.02,-0.02,0.02
1.284,-0.01,-0.02,0.02
1.287,-0.01,-0.01,0.02
1.292,-0.00,0.00,0.02
1.296,0.00,0.00,0.03
1.300,0.00,0.00,0.03
1.303,0.00,-0.00,0.04
1.309,0.00,-0.01,0.04
1.313,0.01,-0.02,0.05
1.315,0.02,-0.02,0.05
1.319,0.02,-0.01,0.06
1.325,0.03,-0.01,0.06
1.327,0.03,-0.01,0.07
1.332,0.04,-0.01,0.07
1.335,0.04,-0.00,0.08
1.341,0.04,-0.00,0.09
1.343,0.03,0.00,0.09
1.347,0.02,0.01,0.10
1.351,0.02,0.02,0.11
1.357,0.01,0.04,0.11
1.359,0.00,0.05,0.12
1.364,-0.00,0.05,0.12
1.367,-0.01,0.03,0.12
1.371,-0.01,0.02,0.11
1.376,-0.01,0.01,0.11
1.379,-0.01,0.01,0.10
1.383,-0.01,0.00,0.09
1.387,-0.00,0.00,0.07
1.391,0.00,-0.01,0.05
1.395,0.00,-0.01,0.04
1.399,0.01,-0.02,0.03
1.403,0.02,-0.02,0.02
1.410,0.02,-0.02,0.01
1.411,0.02,-0.02,0.00
1.416,0.02,-0.02,-0.00
1.419,0.02,-0.02,-0.00
1.424,0.02,-0.02,-0.00
1.427,0.01,-0.02,-0.00
1.431,0.01,-0.01,-0.01
1.434,0.00,-0.01,-0.01
1.438,0.00,-0.01,-0.01
1.442,0.00,-0.02,-0.00
1.447,0.00,-0.03,0.00
1.451,0.00,-0.04,0.01
1.454,0.00,-0.05,0.02
1.458,0.00,-0.05,0.03
1.463,0.00,-0.04,0.05
1.466,0.00,-0.03,0.06
1.471,0.00,-0.01,0.06
1.475,0.01,0.02,0.07
1.479,0.01,0.04,0.08
1.482,0.01,0.05,0.08
1.486,0.02,0.06,0.08
1.491,0.02,0.05,0.07
1.494,0.03,0.04,0.07
1.499,0.03,0.03,0.06
1.502,0.03,0.02,0.05
1.506,0.03,0.02,0.04
1.510,0.03,0.01,0.03
1.514,0.02,0.01,0.02
1.518,0.02,0.01,0.01
1.522,0.02,0.00,0.00
1.529,0.02,0.00,-0.01
1.530,0.02,-0.01,-0.01
1.534,0.02,-0.02,-0.02
1.537,0.01,-0.04,-0.03
1.553,0.02,-0.04,-0.03
1.554,0.02,-0.05,-0.03
1.554,0.02,-0.06,-0.02
1.554,0.03,-0.06,-0.02
1.562,0.04,-0.05,-0.00
1.563,0.04,-0.03,0.01
1.565,0.04,0.00,0.02
1.569,0.04,0.03,0.03
1.573,0.04,0.04,0.04
1.577,0.04,0.05,0.05
1.582,0.04,0.04,0.05
1.585,0.04,0.03,0.06
1.589,0.04,0.03,0.05
1.593,0.03,0.02,0.05
1.597,0.03,0.02,0.04
1.601,0.03,0.02,0.04
1.604,0.03,0.02,0.03
1.613,0.03,0.02,0.02
1.614,0.03,0.00,0.01
1.616,0.03,-0.01,-0.00
1.620,0.03,-0.01,-0.01
1.636,0.02,-0.02,-0.02
1.636,0.02,-0.02,-0.02
1.637,0.01,-0.02,-0.02
1.637,0.01,-0.03,-0.03
1.641,0.02,-0.03,-0.02
1.646,0.01,-0.03,-0.02
1.648,0.02,-0.03,-0.01
1.653,0.02,-0.03,-0.00
1.656,0.02,-0.02,0.00
1.661,0.01,-0.01,0.01
1.664,0.01,-0.00,0.02
1.668,0.00,0.01,0.03
1.671,0.00,0.01,0.04
1.676,0.00,0.01,0.05
1.680,0.00,0.01,0.06
1.683,-0.00,0.01,0.07
1.688,-0.00,0.01,0.07
1.691,-0.01,0.02,0.07
1.695,-0.01,0.02,0.07
1.700,-0.01,0.03,0.07
1.703,-0.01,0.03,0.07
1.712,-0.01,0.03,0.06
1.713,-0.01,0.02,0.06
1.714,-0.00,0.02,0.05
1.719,0.00,0.01,0.03
1.730,0.00,-0.00,0.03
1.731,0.00,-0.02,0.03
1.732,0.00,-0.01,0.02
1.735,-0.01,-0.01,0.00
1.739,-0.01,-0.02,-0.01
1.746,-0.02,-0.03,-0.02
1.747,-0.02,-0.03,-0.02
1.751,-0.02,-0.04,-0.03
1.754,-0.01,-0.05,-0.02
1.761,-0.01,-0.04,-0.02
1.762,-0.00,-0.03,-0.01
1.767,0.00,-0.02,0.01
1.771,-0.01,0.00,0.02
1.776,-0.00,0.02,0.03
1.779,-0.00,0.03,0.04
1.784,0.00,0.04,0.04
1.786,0.00,0.03,0.04
1.790,-0.00,0.03,0.05
1.795,-0.00,0.03,0.05
1.798,-0.01,0.03,0.06
1.802,-0.01,0.02,0.05
1.807,-0.01,0.02,0.05
1.814,-0.01,0.02,0.05
1.815,-0.01,0.02,0.04
1.818,-0.01,0.02,0.04
1.837,-0.02,0.02,0.03
1.837,-0.02,0.02,0.03
1.838,-0.03,0.01,0.03
1.838,-0.03,0.00,0.03
1.838,-0.03,0.00,0.02
1.847,-0.03,-0.00,0.02
1.848,-0.02,-0.01,0.02
1.849,-0.02,-0.01,0.01
1.854,-0.01,-0.01,0.01
1.859,-0.01,0.00,0.00
1.862,-0.01,0.01,0.00
1.865,-0.01,0.02,0.00
1.869,-0.01,0.03,0.00
1.874,-0.00,0.02,0.00
1.878,-0.01,0.01,0.01
1.880,-0.00,0.01,0.01
1.885,-0.01,0.01,0.01
1.889,-0.02,0.01,0.01
1.895,-0.02,0.02,0.02
1.897,-0.02,0.03,0.01
1.901,-0.03,0.03,0.01
1.904,-0.04,0.03,0.01
1.915,-0.04,0.03,0.01
1.915,-0.05,0.03,0.01
1.916,-0.05,0.02,0.01
1.925,-0.05,0.01,0.00
1.926,-0.05,0.01,-0.00
1.936,-0.04,0.01,-0.01
1.936,-0.04,0.00,-0.02
1.937,-0.03,-0.00,-0.03
1.940,-0.02,-0.00,-0.03
1.946,-0.01,-0.00,-0.04
1.949,-0.01,-0.00,-0.04
1.953,-0.01,0.00,-0.05
1.956,-0.01,0.00,-0.05
1.961,-0.01,0.00,-0.05
1.964,-0.01,0.00,-0.06
1.968,-0.01,0.01,-0.06
1.972,-0.01,0.01,-0.07
1.977,-0.01,0.01,-0.07
1.980,-0.01,0.00,-0.07
1.984,-0.01,0.00,-0.07
1.988,-0.01,-0.00,-0.07
1.996,-0.01,-0.01,-0.06
1.996,-0.01,-0.00,-0.05
2.000,-0.01,0.00,-0.05
2.004,-0.00,0.00,-0.04
2.008,-0.01,0.01,-0.05
2.013,-0.01,0.01,-0.05
2.016,-0.03,-0.00,-0.05
2.019,-0.06,-0.04,-0.06
2.023,-0.06,-0.02,-0.06
2.033,-0.05,-0.00,-0.05
2.034,-0.04,-0.00,-0.05
2.035,-0.04,-0.02,-0.04
2.041,-0.05,-0.02,-0.05
2.057,-0.05,-0.01,-0.05
2.058,-0.06,-0.01,-0.06
2.059,-0.07,-0.01,-0.06
2.059,-0.06,-0.02,-0.06
2.060,-0.05,-0.02,-0.06
2.067,-0.04,-0.01,-0.06
2.068,-0.03,-0.01,-0.06
2.070,-0.03,-0.01,-0.06
2.074,-0.03,-0.01,-0.06
2.080,-0.03,-0.01,-0.06
2.083,-0.03,-0.00,-0.06
2.086,-0.03,-0.00,-0.06
2.091,-0.02,0.01,-0.06
2.095,-0.02,0.01,-0.06
2.098,-0.01,0.01,-0.06
2.103,-0.02,0.01,-0.06
2.107,-0.02,0.01,-0.06
2.114,-0.03,0.01,-0.06
2.115,-0.04,0.01,-0.06
2.118,-0.04,0.01,-0.05
2.122,-0.04,-0.00,-0.05
2.138,-0.04,-0.00,-0.05
2.139,-0.03,0.00,-0.05
2.140,-0.03,0.01,-0.05
2.140,-0.03,0.01,-0.05
2.149,-0.04,0.02,-0.05
2.150,-0.04,0.02,-0.06
2.151,-0.05,0.02,-0.06
2.154,-0.06,0.01,-0.07
2.158,-0.06,0.00,-0.07
2.162,-0.07,-0.01,-0.08
2.165,-0.07,-0.01,-0.09
2.169,-0.07,-0.02,-0.10
2.174,-0.07,-0.03,-0.10
2.178,-0.06,-0.04,-0.11
2.181,-0.06,-0.04,-0.11
2.186,-0.06,-0.04,-0.10
2.189,-0.05,-0.04,-0.10
2.194,-0.05,-0.04,-0.09
2.197,-0.05,-0.04,-0.08
2.201,-0.05,-0.03,-0.07
2.205,-0.04,-0.03,-0.07
2.214,-0.04,-0.03,-0.06
2.215,-0.04,-0.02,-0.06
2.217,-0.04,-0.02,-0.05
2.223,-0.05,-0.01,-0.05
2.224,-0.05,-0.01,-0.04
2.238,-0.05,-0.01,-0.03
2.239,-0.05,-0.01,-0.03
2.239,-0.05,-0.02,-0.03
2.240,-0.05,-0.03,-0.03
2.248,-0.04,-0.03,-0.04
2.249,-0.04,-0.04,-0.04
2.252,-0.04,-0.04,-0.05
2.257,-0.04,-0.03,-0.05
2.260,-0.04,-0.02,-0.06
2.264,-0.05,-0.02,-0.06
2.269,-0.05,-0.02,-0.06
2.272,-0.05,-0.02,-0.07
2.276,-0.05,-0.02,-0.07
2.281,-0.04,-0.03,-0.07
2.285,-0.04,-0.03,-0.06
2.288,-0.04,-0.03,-0.06
2.293,-0.03,-0.02,-0.05
2.296,-0.03,-0.01,-0.05
2.300,-0.04,-0.01,-0.05
2.304,-0.03,-0.02,-0.04
2.309,-0.03,-0.01,-0.04
2.312,-0.03,-0.01,-0.03
2.316,-0.02,-0.01,-0.02
2.319,-0.01,-0.00,-0.02
2.323,-0.02,0.00,-0.01
2.331,-0.02,0.00,-0.01
2.332,-0.02,-0.00,-0.01
2.336,-0.02,-0.01,-0.01
2.339,-0.03,-0.01,-0.02
2.360,-0.02,-0.01,-0.02
2.361,-0.02,-0.02,-0.01
2.362,-0.03,-0.02,-0.02
2.362,-0.03,-0.03,-0.01
2.362,-0.03,-0.02,-0.01
2.363,-0.03,-0.03,-0.01
2.367,-0.02,-0.03,-0.01
2.371,-0.01,-0.03,-0.00
2.375,-0.00,-0.03,0.00
2.378,0.00,-0.03,0.01
2.383,0.01,-0.02,0.02
2.387,0.01,-0.02,0.02
2.391,0.01,-0.00,0.03
2.395,0.01,0.01,0.04
2.399,0.01,0.01,0.05
2.403,-0.00,0.01,0.06
2.406,-0.01,0.01,0.06
2.413,-0.01,0.02,0.07
2.414,-0.01,0.02,0.07
2.418,-0.01,0.03,0.07
2.422,-0.01,0.03,0.07
2.431,-0.01,0.03,0.07
2.432,-0.02,0.02,0.07
2.434,-0.02,0.02,0.06
2.440,-0.02,0.01,0.06
2.453,-0.03,0.01,0.05
2.454,-0.02,0.00,0.04
2.454,-0.03,-0.00,0.03
2.455,-0.03,-0.00,0.03
2.458,-0.03,0.00,0.02
2.463,-0.02,0.01,0.01
2.465,-0.02,0.01,0.01
2.471,-0.02,0.02,0.01
2.473,-0.01,0.01,0.02
2.477,-0.01,0.01,0.02
2.483,-0.01,0.01,0.02
2.485,-0.01,0.01,0.02
2.489,-0.00,0.02,0.02
2.494,0.00,0.03,0.03
2.498,0.00,0.04,0.03
2.501,0.00,0.04,0.02
2.505,0.00,0.04,0.02
2.515,-0.01,0.03,0.01
2.516,-0.01,0.02,0.01
2.517,-0.02,0.01,0.00
2.521,-0.02,0.01,-0.00
2.525,-0.02,0.01,-0.01
2.538,-0.02,0.00,-0.01
2.539,-0.03,-0.00,-0.01
2.539,-0.03,-0.00,-0.02
2.541,-0.03,-0.00,-0.01
2.549,-0.03,-0.01,-0.01
2.550,-0.02,-0.01,-0.01
2.553,-0.02,-0.01,-0.01
2.556,-0.02,-0.01,-0.00
2.564,-0.02,-0.01,0.00
2.565,-0.02,-0.01,0.01
2.569,-0.01,-0.00,0.01
2.573,-0.01,0.00,0.01
2.577,-0.01,0.01,0.02
2.581,-0.01,0.01,0.02
2.584,-0.01,0.01,0.02
2.589,-0.01,0.01,0.02
2.594,-0.01,0.01,0.02
2.597,-0.01,0.01,0.02
2.601,-0.01,0.00,0.02
2.604,-0.01,0.00,0.01
2.608,-0.01,0.00,0.01
2.613,-0.01,0.01,0.01
2.616,-0.01,0.01,0.01
2.620,-0.01,0.01,0.00
2.624,-0.01,0.01,0.00
2.632,-0.02,0.00,-0.00
2.635,-0.01,0.00,-0.00
2.636,-0.02,-0.00,-0.00
2.639,-0.03,-0.00,-0.00
2.656,-0.03,-0.01,-0.00
2.657,-0.03,-0.01,-0.00
2.658,-0.03,-0.01,0.00
2.658,-0.02,-0.01,0.00
2.659,-0.02,-0.01,0.01
2.667,-0.02,-0.01,0.01
2.669,-0.02,-0.01,0.01
2.671,-0.01,-0.00,0.01
2.674,-0.01,-0.00,0.01
2.680,-0.01,-0.00,0.02
2.683,-0.01,0.00,0.01
2.687,-0.01,0.01,0.01
2.692,-0.01,0.01,0.01
2.695,-0.01,0.01,0.00
2.699,-0.01,0.01,-0.00
2.703,-0.01,0.01,-0.01
2.707,-0.01,0.01,-0.02
2.716,-0.01,0.01,-0.03
2.716,-0.01,0.00,-0.04
2.724,-0.01,0.00,-0.05
2.725,-0.02,-0.00,-0.05
2.739,-0.01,-0.00,-0.06
2.739,-0.02,-0.01,-0.06
2.740,-0.01,-0.01,-0.06
2.740,-0.01,-0.01,-0.06
2.743,-0.01,-0.01,-0.06
2.748,-0.01,-0.01,-0.05
2.750,-0.01,-0.02,-0.05
2.754,-0.01,-0.02,-0.04
2.758,-0.01,-0.01,-0.03
2.762,-0.01,-0.01,-0.03
2.766,-0.00,-0.01,-0.02
2.770,-0.00,-0.01,-0.02
2.774,0.00,-0.01,-0.01
2.780,0.00,-0.00,-0.01
2.781,0.00,0.00,-0.00
2.785,0.00,0.01,-0.00
2.790,0.00,0.01,-0.00
2.794,0.00,0.01,-0.00
2.798,-0.00,0.00,-0.01
2.802,0.01,0.00,-0.01
2.806,0.00,-0.00,-0.01
2.811,0.00,-0.00,-0.02
2.814,0.00,-0.00,-0.02
2.817,0.00,0.00,-0.02
2.821,0.00,0.01,-0.03
2.826,-0.00,0.01,-0.03
2.833,-0.00,0.01,-0.03
2.834,-0.01,0.00,-0.03
2.839,-0.01,-0.00,-0.03
2.840,-0.00,-0.00,-0.03
2.861,0.00,-0.00,-0.03
2.862,-0.00,-0.00,-0.03
2.863,-0.00,-0.00,-0.03
2.864,-0.00,-0.00,-0.03
2.864,-0.00,-0.01,-0.03
2.864,-0.00,-0.01,-0.03
2.868,0.00,-0.01,-0.02
2.873,0.00,-0.01,-0.02
2.876,0.00,-0.00,-0.02
2.881,0.00,0.00,-0.02
2.885,-0.00,0.00,-0.02
2.888,-0.00,0.00,-0.01
2.892,-0.00,0.00,-0.02
2.897,-0.01,0.00,-0.02
2.900,-0.00,-0.00,-0.02
2.904,-0.00,-0.01,-0.02
2.908,-0.00,-0.00,-0.03
2.913,-0.00,-0.00,-0.02
2.916,-0.02,-0.00,-0.02
2.920,-0.01,-0.01,-0.03
2.923,-0.00,-0.01,-0.03
2.933,0.00,-0.00,-0.04
2.934,0.00,-0.00,-0.03
2.938,0.00,0.00,-0.03
2.939,0.00,-0.00,-0.02
2.961,0.00,-0.00,-0.02
2.962,0.00,0.00,-0.01
2.962,0.01,0.00,-0.01
2.963,0.01,0.00,-0.00
2.963,0.00,0.00,0.00
2.963,0.00,0.00,0.01
2.968,0.00,0.00,0.01
2.971,0.01,0.00,0.02
2.975,0.01,0.01,0.02
2.980,0.01,0.02,0.03
2.983,0.01,0.02,0.03
2.987,0.01,0.02,0.03
2.991,0.00,0.02,0.03
2.995,0.01,0.02,0.02
2.999,0.01,0.02,0.02
3.003,0.01,0.02,0.01
3.006,0.02,0.01,0.00
3.011,0.02,0.01,-0.01
3.014,0.02,0.01,-0.02
3.019,0.01,0.01,-0.02
3.022,0.00,0.01,-0.03
3.026,0.00,0.01,-0.04
3.034,0.01,0.00,-0.04
3.035,0.00,-0.00,-0.05
3.039,0.00,-0.01,-0.05
3.042,0.00,-0.01,-0.05
3.056,0.01,-0.00,-0.04
3.057,0.00,0.00,-0.04
3.058,0.01,0.00,-0.03
3.058,0.01,0.00,-0.03
3.066,0.01,0.00,-0.02
3.067,0.01,0.01,-0.01
3.070,0.01,0.01,-0.01
3.074,0.01,0.01,-0.00
3.083,0.02,0.01,0.00
3.084,0.01,0.01,0.00
3.087,0.01,0.02,0.01
3.090,0.01,0.02,0.01
3.098,0.00,0.02,0.00
3.099,0.01,0.01,0.00
3.101,0.00,0.01,-0.00
3.105,0.01,0.01,-0.01
3.110,0.00,0.01,-0.01
3.114,0.00,0.00,-0.02
3.117,0.01,-0.00,-0.03
3.122,-0.00,-0.00,-0.03
3.125,0.00,-0.00,-0.04
3.133,-0.01,-0.00,-0.05
3.134,-0.00,-0.00,-0.05
3.138,0.00,-0.00,-0.05
3.157,-0.00,-0.00,-0.05
