time,wx,wy,wz
10.475,-1.60,-0.40,-0.43
10.484,-1.59,-0.40,-0.43
10.485,-1.58,-0.40,-0.43
10.487,-1.57,-0.41,-0.43
10.494,-1.56,-0.41,-0.43
10.495,-1.55,-0.41,-0.43
10.516,-1.55,-0.41,-0.43
10.517,-1.54,-0.41,-0.43
10.517,-1.53,-0.41,-0.43
10.518,-1.52,-0.41,-0.43
10.518,-1.51,-0.41,-0.43
10.518,-1.51,-0.41,-0.43
10.523,-1.50,-0.41,-0.43
10.527,-1.48,-0.41,-0.43
10.531,-1.47,-0.41,-0.43
10.535,-1.46,-0.40,-0.43
10.539,-1.45,-0.40,-0.43
10.542,-1.44,-0.40,-0.43
10.547,-1.43,-0.40,-0.43
10.551,-1.42,-0.41,-0.43
10.554,-1.41,-0.41,-0.43
10.558,-1.40,-0.41,-0.43
10.563,-1.38,-0.40,-0.43
10.566,-1.37,-0.40,-0.43
10.570,-1.35,-0.40,-0.43
10.574,-1.34,-0.39,-0.43
10.577,-1.33,-0.39,-0.43
10.586,-1.31,-0.39,-0.42
10.587,-1.30,-0.40,-0.42
10.589,-1.29,-0.40,-0.42
10.593,-1.28,-0.40,-0.42
10.617,-1.26,-0.39,-0.42
10.618,-1.25,-0.38,-0.42
10.618,-1.24,-0.37,-0.42
10.618,-1.22,-0.37,-0.42
10.618,-1.20,-0.37,-0.42
10.619,-1.19,-0.38,-0.42
10.621,-1.17,-0.38,-0.42
10.625,-1.16,-0.37,-0.42
10.629,-1.14,-0.37,-0.42
10.633,-1.13,-0.36,-0.42
10.636,-1.11,-0.36,-0.42
10.641,-1.10,-0.35,-0.42
10.644,-1.08,-0.35,-0.42
10.651,-1.06,-0.34,-0.42
10.653,-1.05,-0.35,-0.42
10.657,-1.03,-0.34,-0.42
10.661,-1.02,-0.34,-0.42
10.669,-1.00,-0.34,-0.42
10.671,-0.99,-0.33,-0.42
10.672,-0.96,-0.32,-0.42
10.676,-0.95,-0.31,-0.42
10.703,-0.93,-0.31,-0.42
10.704,-0.91,-0.30,-0.42
10.704,-0.90,-0.30,-0.42
10.704,-0.88,-0.30,-0.42
10.705,-0.86,-0.29,-0.42
10.705,-0.84,-0.29,-0.42
10.705,-0.82,-0.28,-0.42
10.708,-0.81,-0.27,-0.42
10.712,-0.79,-0.27,-0.42
10.716,-0.77,-0.26,-0.42
10.720,-0.75,-0.25,-0.42
10.724,-0.74,-0.25,-0.42
10.728,-0.72,-0.24,-0.42
10.733,-0.70,-0.24,-0.42
10.735,-0.68,-0.23,-0.42
10.741,-0.66,-0.22,-0.42
10.743,-0.65,-0.21,-0.42
10.748,-0.62,-0.21,-0.42
10.751,-0.60,-0.20,-0.42
10.755,-0.59,-0.19,-0.42
10.759,-0.57,-0.19,-0.42
10.765,-0.55,-0.18,-0.42
10.767,-0.53,-0.17,-0.42
10.771,-0.51,-0.17,-0.42
10.775,-0.49,-0.16,-0.43
10.779,-0.47,-0.15,-0.42
10.787,-0.45,-0.14,-0.43
10.787,-0.44,-0.13,-0.43
10.791,-0.42,-0.13,-0.43
10.794,-0.40,-0.12,-0.43
10.821,-0.37,-0.11,-0.43
10.822,-0.36,-0.10,-0.43
10.822,-0.33,-0.09,-0.43
10.822,-0.32,-0.08,-0.43
10.823,-0.29,-0.08,-0.43
10.823,-0.27,-0.07,-0.43
10.823,-0.26,-0.06,-0.43
10.826,-0.24,-0.05,-0.43
10.831,-0.22,-0.04,-0.43
10.834,-0.20,-0.03,-0.43
10.839,-0.18,-0.02,-0.43
10.843,-0.16,-0.01,-0.43
10.848,-0.14,-0.00,-0.43
10.852,-0.12,0.00,-0.43
10.854,-0.10,0.01,-0.43
10.859,-0.08,0.03,-0.43
10.863,-0.06,0.03,-0.43
10.868,-0.04,0.04,-0.43
10.870,-0.03,0.05,-0.43
10.874,-0.01,0.06,-0.43
10.878,0.01,0.07,-0.43
10.887,0.03,0.08,-0.43
10.887,0.05,0.09,-0.43
10.890,0.07,0.10,-0.44
10.893,0.09,0.11,-0.44
10.916,0.11,0.12,-0.44
10.917,0.13,0.13,-0.44
10.917,0.15,0.14,-0.44
10.918,0.16,0.15,-0.44
10.918,0.19,0.16,-0.44
10.918,0.20,0.17,-0.44
10.921,0.22,0.18,-0.44
10.924,0.24,0.19,-0.44
10.929,0.26,0.20,-0.44
10.933,0.28,0.21,-0.44
10.937,0.30,0.22,-0.44
10.941,0.31,0.23,-0.44
10.945,0.33,0.24,-0.44
10.949,0.35,0.25,-0.44
10.953,0.37,0.26,-0.44
10.957,0.39,0.27,-0.44
10.961,0.40,0.28,-0.44
10.965,0.42,0.29,-0.44
10.969,0.44,0.30,-0.44
10.973,0.46,0.31,-0.44
10.977,0.47,0.32,-0.44
10.987,0.49,0.34,-0.44
10.988,0.51,0.34,-0.44
10.990,0.53,0.36,-0.44
10.995,0.54,0.36,-0.44
10.996,0.56,0.37,-0.43
11.020,0.58,0.38,-0.43
11.020,0.60,0.40,-0.44
11.021,0.61,0.40,-0.43
11.021,0.62,0.41,-0.43
11.021,0.64,0.42,-0.43
11.022,0.66,0.43,-0.43
11.025,0.67,0.44,-0.43
11.028,0.69,0.45,-0.43
11.032,0.70,0.46,-0.43
11.036,0.72,0.47,-0.43
11.040,0.74,0.48,-0.43
11.044,0.75,0.49,-0.43
11.050,0.76,0.50,-0.43
11.052,0.78,0.51,-0.43
11.055,0.80,0.52,-0.43
11.060,0.81,0.53,-0.43
11.070,0.83,0.54,-0.43
11.071,0.84,0.55,-0.42
11.072,0.85,0.56,-0.42
11.076,0.87,0.56,-0.42
11.103,0.88,0.57,-0.42
11.104,0.89,0.58,-0.42
11.104,0.91,0.59,-0.42
11.105,0.92,0.60,-0.42
11.105,0.93,0.61,-0.42
11.105,0.95,0.62,-0.42
11.106,0.96,0.62,-0.42
11.107,0.97,0.63,-0.41
11.113,0.98,0.64,-0.41
11.122,1.00,0.65,-0.41
11.123,1.01,0.65,-0.41
11.124,1.02,0.66,-0.41
11.127,1.03,0.67,-0.41
11.143,1.04,0.68,-0.40
11.144,1.06,0.69,-0.40
11.144,1.07,0.69,-0.40
11.144,1.08,0.70,-0.40
11.163,1.09,0.70,-0.40
11.164,1.10,0.71,-0.40
11.164,1.11,0.72,-0.40
11.165,1.12,0.73,-0.39
11.165,1.13,0.73,-0.39
11.166,1.14,0.74,-0.39
11.170,1.15,0.75,-0.39
11.174,1.16,0.75,-0.39
11.178,1.17,0.76,-0.38
11.190,1.18,0.76,-0.38
11.191,1.19,0.77,-0.38
11.192,1.19,0.77,-0.38
11.194,1.20,0.78,-0.38
11.198,1.21,0.79,-0.38
11.202,1.22,0.79,-0.37
11.205,1.23,0.80,-0.37
11.209,1.23,0.80,-0.37
11.232,1.24,0.80,-0.37
11.233,1.24,0.81,-0.37
11.233,1.25,0.81,-0.36
11.234,1.26,0.82,-0.36
11.234,1.26,0.82,-0.36
11.234,1.27,0.83,-0.36
11.237,1.27,0.83,-0.36
11.241,1.28,0.83,-0.35
11.245,1.29,0.84,-0.35
11.250,1.29,0.84,-0.35
11.253,1.30,0.85,-0.35
11.257,1.31,0.85,-0.34
11.262,1.31,0.85,-0.34
11.266,1.31,0.85,-0.34
11.268,1.32,0.85,-0.34
11.273,1.32,0.85,-0.33
11.276,1.32,0.85,-0.33
11.281,1.32,0.86,-0.33
11.288,1.33,0.86,-0.33
11.289,1.33,0.86,-0.32
11.292,1.33,0.87,-0.32
11.297,1.33,0.86,-0.32
11.324,1.34,0.86,-0.32
11.325,1.34,0.87,-0.31
11.325,1.35,0.87,-0.31
11.325,1.35,0.87,-0.31
11.326,1.35,0.87,-0.30
11.326,1.35,0.87,-0.30
11.326,1.35,0.87,-0.30
11.328,1.35,0.88,-0.30
11.336,1.35,0.88,-0.30
11.337,1.35,0.88,-0.29
11.340,1.35,0.88,-0.29
11.345,1.35,0.87,-0.28
11.350,1.35,0.86,-0.28
11.353,1.34,0.86,-0.28
11.359,1.34,0.85,-0.28
11.360,1.33,0.86,-0.28
11.366,1.33,0.87,-0.27
11.368,1.33,0.87,-0.27
11.373,1.34,0.87,-0.26
11.376,1.34,0.86,-0.26
11.380,1.33,0.85,-0.26
11.387,1.34,0.84,-0.25
11.393,1.33,0.84,-0.25
11.393,1.32,0.84,-0.25
11.395,1.32,0.84,-0.25
11.421,1.31,0.84,-0.24
11.422,1.30,0.84,-0.24
11.423,1.30,0.84,-0.24
11.423,1.30,0.82,-0.23
11.423,1.29,0.82,-0.23
11.424,1.29,0.81,-0.23
11.424,1.29,0.81,-0.22
11.427,1.29,0.81,-0.22
11.432,1.28,0.80,-0.22
11.434,1.28,0.80,-0.22
11.439,1.26,0.80,-0.21
11.443,1.26,0.79,-0.21
11.446,1.25,0.78,-0.20
11.452,1.24,0.78,-0.20
11.454,1.23,0.77,-0.20
11.458,1.23,0.77,-0.20
11.462,1.22,0.77,-0.19
11.471,1.22,0.76,-0.19
11.471,1.21,0.75,-0.19
11.474,1.20,0.74,-0.19
11.481,1.20,0.73,-0.18
11.509,1.19,0.72,-0.18
11.510,1.18,0.72,-0.18
11.510,1.16,0.72,-0.17
11.511,1.16,0.72,-0.17
11.511,1.14,0.71,-0.17
11.511,1.13,0.70,-0.17
11.511,1.13,0.69,-0.16
11.512,1.12,0.68,-0.16
11.528,1.11,0.67,-0.15
11.529,1.10,0.66,-0.15
11.529,1.09,0.66,-0.15
11.530,1.08,0.65,-0.15
11.530,1.07,0.65,-0.14
11.548,1.06,0.64,-0.14
11.549,1.04,0.63,-0.14
11.550,1.03,0.62,-0.13
11.550,1.02,0.61,-0.13
11.550,1.01,0.60,-0.13
11.553,1.00,0.59,-0.13
11.557,0.98,0.59,-0.12
11.561,0.97,0.58,-0.12
11.569,0.97,0.57,-0.12
11.570,0.95,0.55,-0.11
11.573,0.94,0.54,-0.11
11.577,0.92,0.54,-0.11
11.581,0.91,0.53,-0.11
11.588,0.90,0.52,-0.10
11.589,0.88,0.51,-0.10
11.593,0.87,0.50,-0.10
11.597,0.85,0.49,-0.10
11.624,0.84,0.48,-0.09
11.625,0.83,0.47,-0.09
11.625,0.82,0.46,-0.09
11.625,0.80,0.45,-0.08
11.626,0.79,0.44,-0.08
11.626,0.77,0.43,-0.08
11.626,0.76,0.42,-0.08
11.629,0.74,0.41,-0.07
11.635,0.73,0.40,-0.07
11.636,0.71,0.39,-0.07
11.640,0.70,0.38,-0.07
11.644,0.68,0.37,-0.06
11.648,0.66,0.36,-0.06
11.653,0.65,0.34,-0.06
11.656,0.64,0.33,-0.06
11.660,0.62,0.32,-0.05
11.664,0.60,0.31,-0.05
11.672,0.59,0.30,-0.05
11.673,0.57,0.29,-0.05
11.676,0.56,0.28,-0.04
11.680,0.54,0.27,-0.04
11.707,0.52,0.26,-0.04
11.708,0.51,0.25,-0.04
11.708,0.49,0.24,-0.03
11.709,0.48,0.22,-0.03
11.709,0.46,0.21,-0.03
11.709,0.45,0.20,-0.03
11.710,0.43,0.19,-0.03
11.711,0.41,0.18,-0.02
11.719,0.39,0.17,-0.02
11.720,0.37,0.16,-0.02
11.724,0.35,0.14,-0.02
11.728,0.34,0.13,-0.01
11.731,0.32,0.12,-0.01
11.736,0.30,0.11,-0.01
11.739,0.29,0.09,-0.01
11.743,0.27,0.08,-0.00
11.748,0.25,0.08,-0.00
11.751,0.24,0.07,0.00
11.755,0.22,0.05,0.00
11.759,0.20,0.04,0.01
11.763,0.18,0.03,0.01
11.769,0.17,0.02,0.01
11.770,0.15,0.00,0.01
11.775,0.13,-0.01,0.02
11.778,0.11,-0.02,0.02
11.788,0.09,-0.03,0.02
11.789,0.08,-0.04,0.02
11.790,0.06,-0.05,0.03
11.794,0.04,-0.06,0.03
11.827,0.02,-0.07,0.03
11.827,0.01,-0.09,0.03
11.828,-0.01,-0.10,0.03
11.828,-0.03,-0.11,0.04
11.828,-0.05,-0.12,0.04
11.829,-0.06,-0.13,0.04
11.829,-0.08,-0.14,0.05
11.829,-0.10,-0.15,0.05
11.830,-0.12,-0.16,0.05
11.838,-0.13,-0.18,0.05
11.838,-0.16,-0.19,0.06
11.842,-0.17,-0.20,0.06
11.846,-0.19,-0.21,0.06
11.851,-0.21,-0.22,0.06
11.854,-0.22,-0.23,0.07
11.858,-0.24,-0.24,0.07
11.861,-0.26,-0.25,0.07
11.867,-0.27,-0.26,0.07
11.869,-0.29,-0.27,0.08
11.873,-0.31,-0.28,0.08
11.877,-0.33,-0.29,0.08
11.881,-0.34,-0.30,0.08
11.888,-0.36,-0.32,0.09
11.889,-0.38,-0.33,0.09
11.893,-0.40,-0.34,0.09
11.896,-0.41,-0.35,0.09
11.931,-0.43,-0.36,0.10
11.932,-0.44,-0.37,0.10
11.932,-0.46,-0.38,0.10
11.933,-0.48,-0.39,0.10
11.933,-0.50,-0.40,0.11
11.933,-0.51,-0.41,0.11
11.934,-0.53,-0.42,0.11
11.934,-0.55,-0.43,0.11
11.934,-0.56,-0.44,0.12
11.936,-0.58,-0.45,0.12
11.940,-0.59,-0.46,0.12
11.944,-0.61,-0.46,0.12
11.948,-0.62,-0.48,0.13
11.952,-0.63,-0.49,0.13
11.956,-0.65,-0.49,0.13
11.961,-0.67,-0.50,0.13
11.964,-0.68,-0.51,0.14
11.973,-0.70,-0.52,0.14
11.974,-0.71,-0.53,0.14
11.976,-0.73,-0.54,0.15
11.979,-0.74,-0.55,0.15
12.017,-0.76,-0.56,0.15
12.018,-0.77,-0.57,0.15
12.018,-0.79,-0.57,0.16
12.019,-0.80,-0.58,0.16
12.019,-0.81,-0.59,0.16
12.019,-0.83,-0.60,0.16
12.020,-0.84,-0.61,0.16
12.020,-0.85,-0.61,0.17
12.020,-0.87,-0.62,0.17
12.021,-0.88,-0.63,0.17
12.023,-0.89,-0.64,0.18
12.027,-0.91,-0.64,0.18
12.032,-0.92,-0.65,0.18
12.035,-0.93,-0.66,0.19
12.039,-0.94,-0.66,0.19
12.043,-0.96,-0.67,0.19
12.047,-0.97,-0.68,0.19
12.053,-0.98,-0.68,0.20
12.055,-0.99,-0.69,0.20
12.059,-1.01,-0.70,0.20
12.063,-1.01,-0.70,0.21
12.073,-1.03,-0.71,0.21
12.073,-1.04,-0.72,0.21
12.075,-1.05,-0.72,0.21
12.121,-1.06,-0.73,0.22
12.122,-1.07,-0.73,0.22
12.122,-1.08,-0.74,0.22
12.123,-1.09,-0.74,0.22
12.123,-1.10,-0.75,0.23
12.123,-1.11,-0.75,0.23
12.123,-1.12,-0.76,0.23
12.124,-1.13,-0.76,0.24
12.124,-1.14,-0.77,0.24
12.124,-1.15,-0.77,0.24
12.125,-1.15,-0.78,0.25
12.125,-1.16,-0.78,0.25
12.126,-1.17,-0.78,0.25
12.130,-1.18,-0.79,0.26
12.137,-1.19,-0.79,0.26
12.138,-1.19,-0.79,0.26
12.142,-1.20,-0.79,0.27
12.146,-1.21,-0.80,0.27
12.151,-1.22,-0.80,0.27
12.154,-1.22,-0.80,0.28
12.158,-1.23,-0.80,0.28
12.162,-1.23,-0.81,0.28
12.165,-1.24,-0.81,0.29
12.170,-1.25,-0.81,0.29
12.174,-1.25,-0.81,0.29
12.177,-1.26,-0.81,0.30
12.181,-1.27,-0.82,0.30
12.189,-1.27,-0.82,0.30
12.190,-1.27,-0.82,0.31
12.193,-1.28,-0.82,0.31
12.198,-1.28,-0.82,0.31
12.228,-1.29,-0.82,0.31
12.229,-1.29,-0.82,0.32
12.230,-1.30,-0.82,0.32
12.230,-1.30,-0.82,0.33
12.230,-1.30,-0.82,0.33
12.230,-1.31,-0.83,0.33
12.231,-1.31,-0.82,0.34
12.231,-1.32,-0.82,0.34
12.239,-1.32,-0.81,0.35
12.241,-1.32,-0.81,0.35
12.241,-1.31,-0.81,0.35
12.244,-1.32,-0.81,0.36
12.249,-1.31,-0.81,0.36
12.254,-1.32,-0.81,0.37
12.257,-1.32,-0.81,0.37
12.260,-1.32,-0.80,0.37
12.264,-1.32,-0.79,0.37
12.274,-1.33,-0.79,0.38
12.274,-1.33,-0.79,0.38
12.277,-1.32,-0.79,0.39
12.280,-1.32,-0.80,0.39
12.314,-1.32,-0.79,0.39
12.314,-1.32,-0.79,0.40
12.315,-1.32,-0.78,0.40
12.315,-1.32,-0.77,0.40
12.317,-1.32,-0.77,0.41
12.317,-1.32,-0.77,0.41
12.318,-1.32,-0.77,0.41
12.318,-1.31,-0.76,0.42
12.319,-1.31,-0.76,0.42
12.319,-1.31,-0.75,0.42
12.324,-1.30,-0.75,0.43
12.328,-1.30,-0.74,0.43
12.332,-1.29,-0.74,0.43
12.335,-1.29,-0.73,0.44
12.340,-1.29,-0.73,0.44
12.343,-1.28,-0.72,0.44
12.348,-1.27,-0.72,0.44
12.353,-1.27,-0.71,0.45
12.355,-1.27,-0.70,0.45
12.359,-1.26,-0.70,0.46
12.363,-1.26,-0.69,0.46
12.375,-1.25,-0.69,0.46
12.375,-1.25,-0.68,0.46
12.376,-1.24,-0.67,0.47
12.380,-1.23,-0.66,0.47
12.415,-1.22,-0.66,0.47
12.415,-1.21,-0.65,0.47
12.416,-1.21,-0.64,0.48
12.416,-1.20,-0.64,0.48
12.417,-1.20,-0.63,0.48
12.417,-1.19,-0.62,0.48
12.417,-1.18,-0.61,0.49
12.417,-1.17,-0.60,0.49
12.418,-1.16,-0.59,0.49
12.420,-1.15,-0.58,0.49
12.423,-1.15,-0.57,0.50
12.426,-1.14,-0.57,0.50
12.430,-1.13,-0.57,0.50
12.435,-1.12,-0.56,0.50
12.438,-1.10,-0.56,0.51
12.442,-1.09,-0.54,0.51
12.446,-1.08,-0.52,0.51
12.450,-1.07,-0.51,0.51
12.454,-1.06,-0.50,0.51
12.458,-1.05,-0.50,0.51
12.461,-1.04,-0.50,0.52
12.465,-1.03,-0.50,0.51
12.474,-1.02,-0.49,0.52
12.475,-1.01,-0.47,0.52
12.477,-1.00,-0.45,0.52
12.516,-0.99,-0.45,0.52
12.519,-0.97,-0.44,0.52
12.520,-0.96,-0.43,0.52
12.521,-0.94,-0.42,0.52
12.521,-0.93,-0.42,0.53
12.521,-0.92,-0.41,0.53
12.521,-0.91,-0.40,0.53
12.522,-0.89,-0.39,0.53
12.522,-0.88,-0.38,0.53
12.523,-0.87,-0.36,0.53
12.523,-0.86,-0.35,0.53
12.525,-0.84,-0.35,0.53
12.529,-0.83,-0.34,0.53
12.532,-0.81,-0.33,0.54
12.536,-0.79,-0.32,0.53
12.541,-0.78,-0.31,0.53
12.544,-0.76,-0.29,0.54
12.548,-0.75,-0.29,0.54
12.553,-0.74,-0.28,0.54
12.556,-0.72,-0.27,0.54
12.560,-0.70,-0.26,0.54
12.564,-0.69,-0.25,0.54
12.573,-0.67,-0.24,0.54
12.574,-0.66,-0.23,0.54
12.576,-0.64,-0.22,0.54
12.627,-0.63,-0.22,0.54
12.628,-0.61,-0.21,0.54
12.628,-0.60,-0.20,0.54
12.629,-0.58,-0.18,0.54
12.629,-0.56,-0.17,0.54
12.629,-0.54,-0.16,0.54
12.629,-0.53,-0.15,0.54
12.630,-0.51,-0.14,0.54
12.630,-0.49,-0.14,0.54
12.630,-0.48,-0.13,0.54
12.631,-0.46,-0.12,0.54
12.631,-0.44,-0.11,0.54
12.631,-0.42,-0.10,0.54
12.632,-0.41,-0.09,0.54
12.638,-0.39,-0.08,0.54
12.639,-0.37,-0.07,0.54
12.643,-0.36,-0.06,0.54
12.648,-0.34,-0.05,0.54
12.653,-0.32,-0.04,0.54
12.655,-0.29,-0.03,0.54
12.660,-0.28,-0.02,0.54
12.663,-0.26,-0.02,0.54
12.673,-0.24,-0.01,0.54
12.674,-0.23,0.00,0.54
12.675,-0.21,0.01,0.54
12.678,-0.19,0.02,0.54
12.683,-0.17,0.03,0.54
12.717,-0.15,0.04,0.54
12.718,-0.13,0.05,0.54
12.718,-0.11,0.05,0.54
12.718,-0.09,0.06,0.54
12.719,-0.07,0.07,0.54
12.719,-0.05,0.08,0.54
12.720,-0.03,0.09,0.54
12.721,-0.01,0.10,0.54
12.721,0.00,0.10,0.54
12.723,0.02,0.11,0.54
12.726,0.04,0.12,0.54
12.730,0.07,0.12,0.54
12.736,0.08,0.13,0.54
12.738,0.10,0.14,0.54
12.743,0.12,0.15,0.54
12.746,0.14,0.15,0.54
12.750,0.16,0.16,0.54
12.755,0.18,0.17,0.54
12.758,0.20,0.18,0.54
12.762,0.22,0.18,0.54
12.766,0.24,0.19,0.54
12.774,0.26,0.19,0.54
12.775,0.28,0.20,0.54
12.777,0.30,0.21,0.54
12.817,0.32,0.21,0.54
12.818,0.33,0.22,0.54
12.818,0.36,0.23,0.54
12.818,0.37,0.23,0.54
12.819,0.39,0.24,0.54
12.819,0.41,0.24,0.54
12.819,0.43,0.25,0.54
12.819,0.45,0.25,0.54
12.820,0.47,0.26,0.54
12.820,0.49,0.26,0.54
12.820,0.51,0.27,0.54
12.826,0.53,0.27,0.54
12.829,0.55,0.27,0.54
12.833,0.57,0.28,0.53
12.838,0.59,0.28,0.54
12.841,0.60,0.29,0.54
12.849,0.63,0.29,0.54
12.849,0.64,0.30,0.54
12.854,0.66,0.30,0.53
12.857,0.68,0.30,0.53
12.861,0.70,0.31,0.53
12.865,0.72,0.31,0.53
12.869,0.74,0.31,0.53
12.873,0.75,0.31,0.53
12.876,0.77,0.32,0.53
12.880,0.79,0.32,0.53
12.885,0.81,0.32,0.53
12.893,0.83,0.32,0.53
12.894,0.84,0.33,0.53
12.896,0.86,0.33,0.53
12.902,0.88,0.33,0.53
12.936,0.89,0.33,0.53
12.937,0.91,0.34,0.53
12.937,0.93,0.34,0.53
12.938,0.95,0.34,0.53
12.938,0.96,0.34,0.53
12.938,0.98,0.34,0.53
12.939,0.99,0.34,0.53
12.939,1.01,0.34,0.53
12.939,1.02,0.34,0.53
12.940,1.04,0.34,0.53
12.944,1.06,0.34,0.53
12.948,1.08,0.34,0.53
12.951,1.09,0.34,0.53
12.956,1.11,0.34,0.53
12.960,1.12,0.34,0.53
12.963,1.13,0.34,0.52
12.968,1.15,0.34,0.52
12.976,1.17,0.34,0.52
12.977,1.18,0.34,0.52
12.981,1.20,0.34,0.52
12.983,1.21,0.34,0.52
13.020,1.22,0.34,0.52
13.020,1.24,0.33,0.52
13.021,1.25,0.33,0.52
13.021,1.26,0.33,0.52
13.021,1.27,0.33,0.52
13.022,1.29,0.33,0.52
13.022,1.30,0.33,0.52
13.022,1.31,0.32,0.52
13.023,1.33,0.32,0.52
13.023,1.33,0.32,0.52
13.027,1.35,0.32,0.51
13.030,1.36,0.31,0.51
13.034,1.37,0.31,0.51
13.039,1.38,0.31,0.51
13.042,1.39,0.31,0.51
13.047,1.40,0.30,0.51
13.051,1.41,0.30,0.51
13.056,1.43,0.29,0.51
13.057,1.43,0.29,0.51
13.063,1.44,0.29,0.51
13.066,1.45,0.29,0.51
13.076,1.46,0.28,0.51
13.076,1.47,0.28,0.50
13.077,1.48,0.28,0.50
13.081,1.48,0.28,0.50
13.120,1.49,0.27,0.50
13.121,1.50,0.26,0.50
13.121,1.51,0.26,0.50
13.121,1.51,0.25,0.50
13.122,1.52,0.25,0.50
13.122,1.53,0.25,0.50
13.122,1.53,0.24,0.49
13.123,1.54,0.24,0.49
13.123,1.54,0.23,0.49
13.124,1.55,0.23,0.49
13.125,1.55,0.22,0.49
13.129,1.56,0.22,0.49
13.133,1.57,0.21,0.49
13.137,1.57,0.21,0.49
13.141,1.58,0.21,0.49
13.145,1.58,0.21,0.48
13.149,1.58,0.20,0.48
13.153,1.58,0.20,0.48
13.157,1.59,0.19,0.48
13.161,1.59,0.18,0.48
13.165,1.59,0.18,0.48
13.170,1.59,0.17,0.48
13.172,1.59,0.17,0.48
13.177,1.59,0.16,0.47
13.181,1.59,0.16,0.47
13.184,1.60,0.15,0.47
13.192,1.60,0.15,0.47
13.193,1.60,0.14,0.47
13.196,1.59,0.13,0.47
13.201,1.60,0.13,0.47
13.237,1.59,0.12,0.47
13.238,1.59,0.12,0.46
13.238,1.59,0.12,0.46
13.238,1.59,0.11,0.46
13.239,1.58,0.10,0.46
13.239,1.58,0.10,0.46
13.239,1.58,0.09,0.46
13.240,1.58,0.09,0.46
13.240,1.57,0.09,0.45
13.241,1.57,0.08,0.45
13.244,1.57,0.08,0.45
13.248,1.56,0.07,0.45
13.252,1.56,0.06,0.45
13.257,1.55,0.06,0.45
13.259,1.55,0.05,0.44
13.264,1.54,0.05,0.44
13.268,1.53,0.05,0.44
13.278,1.53,0.04,0.44
13.279,1.52,0.04,0.44
13.279,1.51,0.03,0.44
13.283,1.51,0.02,0.43
13.299,1.50,0.02,0.43
13.300,1.50,0.02,0.43
13.301,1.49,0.01,0.43
13.301,1.48,0.01,0.43
13.304,1.47,0.00,0.43
13.308,1.46,-0.00,0.43
13.311,1.45,-0.01,0.42
13.353,1.45,-0.01,0.42
13.354,1.44,-0.02,0.42
13.354,1.43,-0.02,0.42
13.355,1.42,-0.01,0.42
13.355,1.40,-0.01,0.41
13.355,1.40,-0.02,0.41
13.355,1.38,-0.03,0.41
13.356,1.37,-0.04,0.41
13.356,1.36,-0.05,0.41
13.356,1.35,-0.05,0.41
13.357,1.34,-0.05,0.40
13.359,1.33,-0.04,0.40
13.362,1.32,-0.04,0.40
13.366,1.30,-0.05,0.40
13.370,1.29,-0.05,0.40
13.374,1.28,-0.06,0.40
13.378,1.26,-0.07,0.39
13.381,1.25,-0.07,0.39
13.385,1.24,-0.07,0.39
13.391,1.23,-0.07,0.39
13.394,1.21,-0.07,0.39
13.398,1.20,-0.08,0.39
13.401,1.18,-0.08,0.38
13.430,1.17,-0.08,0.38
13.430,1.15,-0.09,0.38
13.431,1.14,-0.09,0.38
13.431,1.13,-0.09,0.38
13.432,1.11,-0.10,0.38
13.432,1.10,-0.10,0.37
13.432,1.08,-0.10,0.37
13.433,1.06,-0.09,0.37
13.441,1.05,-0.09,0.37
13.442,1.03,-0.09,0.37
13.445,1.01,-0.10,0.37
13.450,1.00,-0.10,0.36
13.455,0.98,-0.11,0.36
13.457,0.96,-0.11,0.36
13.461,0.94,-0.11,0.36
13.465,0.93,-0.11,0.36
13.468,0.92,-0.11,0.36
13.473,0.90,-0.10,0.35
13.477,0.88,-0.10,0.35
13.481,0.86,-0.11,0.35
13.485,0.84,-0.11,0.35
13.493,0.82,-0.12,0.35
13.494,0.81,-0.11,0.35
13.497,0.79,-0.12,0.34
13.501,0.77,-0.11,0.34
13.536,0.75,-0.11,0.34
13.537,0.73,-0.11,0.34
13.538,0.71,-0.11,0.34
13.538,0.69,-0.11,0.34
13.538,0.67,-0.12,0.34
13.539,0.65,-0.11,0.33
13.539,0.64,-0.11,0.33
13.540,0.62,-0.11,0.33
13.540,0.60,-0.11,0.33
13.540,0.58,-0.11,0.33
13.544,0.56,-0.11,0.33
13.548,0.54,-0.11,0.33
13.552,0.51,-0.11,0.32
13.556,0.50,-0.10,0.32
13.561,0.48,-0.10,0.32
13.563,0.46,-0.10,0.32
13.567,0.44,-0.10,0.32
13.577,0.42,-0.10,0.32
13.578,0.40,-0.10,0.32
13.582,0.38,-0.10,0.31
13.583,0.36,-0.10,0.31
13.619,0.33,-0.09,0.31
13.620,0.32,-0.09,0.31
13.620,0.30,-0.09,0.31
13.621,0.27,-0.09,0.31
13.621,0.26,-0.08,0.31
13.621,0.23,-0.08,0.31
13.622,0.21,-0.08,0.30
13.622,0.20,-0.08,0.30
13.623,0.17,-0.08,0.30
13.623,0.15,-0.07,0.30
13.627,0.13,-0.07,0.30
13.631,0.11,-0.07,0.30
13.635,0.09,-0.06,0.30
13.641,0.07,-0.06,0.29
13.643,0.05,-0.06,0.29
13.646,0.03,-0.05,0.29
13.651,0.01,-0.06,0.29
13.655,-0.01,-0.05,0.29
13.658,-0.03,-0.05,0.29
