time,wx,wy,wz
8.825,-1.37,-0.82,0.42
8.829,-1.37,-0.81,0.42
8.833,-1.37,-0.81,0.42
8.837,-1.36,-0.81,0.42
8.842,-1.36,-0.80,0.42
8.844,-1.35,-0.79,0.42
8.855,-1.34,-0.79,0.42
8.856,-1.34,-0.78,0.42
8.857,-1.33,-0.78,0.42
8.863,-1.33,-0.77,0.42
8.864,-1.32,-0.76,0.42
8.879,-1.31,-0.76,0.42
8.880,-1.31,-0.75,0.42
8.880,-1.30,-0.75,0.41
8.881,-1.29,-0.74,0.41
8.891,-1.28,-0.73,0.41
8.892,-1.28,-0.73,0.41
8.892,-1.27,-0.72,0.41
8.896,-1.26,-0.71,0.41
8.903,-1.25,-0.70,0.41
8.904,-1.25,-0.69,0.41
8.908,-1.24,-0.68,0.41
8.912,-1.23,-0.68,0.41
8.917,-1.21,-0.68,0.41
8.920,-1.20,-0.67,0.41
8.924,-1.20,-0.65,0.41
8.927,-1.18,-0.64,0.41
8.938,-1.17,-0.64,0.41
8.939,-1.16,-0.63,0.41
8.940,-1.15,-0.63,0.41
8.944,-1.14,-0.62,0.41
8.948,-1.13,-0.62,0.41
8.963,-1.13,-0.60,0.40
8.964,-1.11,-0.59,0.40
8.964,-1.10,-0.58,0.41
8.965,-1.09,-0.57,0.40
8.974,-1.08,-0.56,0.40
8.975,-1.06,-0.56,0.40
8.975,-1.05,-0.55,0.40
8.979,-1.03,-0.54,0.40
8.986,-1.02,-0.53,0.40
9.002,-1.01,-0.52,0.40
9.002,-0.99,-0.51,0.40
9.003,-0.98,-0.50,0.39
9.003,-0.97,-0.49,0.39
9.003,-0.96,-0.48,0.39
9.007,-0.95,-0.47,0.39
9.010,-0.93,-0.46,0.39
9.022,-0.91,-0.45,0.39
9.023,-0.90,-0.44,0.39
9.023,-0.88,-0.43,0.39
9.026,-0.87,-0.43,0.39
9.031,-0.85,-0.42,0.39
9.055,-0.84,-0.41,0.38
9.056,-0.83,-0.40,0.38
9.057,-0.81,-0.39,0.38
9.057,-0.79,-0.38,0.38
9.058,-0.78,-0.37,0.38
9.058,-0.76,-0.36,0.38
9.058,-0.75,-0.35,0.38
9.062,-0.74,-0.34,0.37
9.067,-0.71,-0.33,0.37
9.069,-0.70,-0.32,0.37
9.074,-0.68,-0.31,0.37
9.077,-0.66,-0.29,0.37
9.081,-0.64,-0.28,0.37
9.085,-0.63,-0.28,0.37
9.090,-0.61,-0.27,0.37
9.093,-0.59,-0.26,0.36
9.097,-0.57,-0.25,0.36
9.102,-0.56,-0.24,0.36
9.105,-0.54,-0.22,0.36
9.109,-0.52,-0.21,0.36
9.113,-0.51,-0.20,0.36
9.117,-0.49,-0.19,0.36
9.121,-0.47,-0.18,0.36
9.125,-0.45,-0.17,0.35
9.129,-0.43,-0.16,0.35
9.134,-0.42,-0.15,0.35
9.137,-0.39,-0.14,0.35
9.141,-0.38,-0.13,0.35
9.145,-0.36,-0.12,0.35
9.148,-0.34,-0.11,0.35
9.156,-0.32,-0.10,0.35
9.156,-0.30,-0.09,0.35
9.161,-0.28,-0.08,0.34
9.164,-0.26,-0.07,0.34
9.184,-0.24,-0.06,0.34
9.185,-0.22,-0.05,0.34
9.185,-0.21,-0.04,0.34
9.185,-0.19,-0.03,0.34
9.186,-0.17,-0.02,0.34
9.188,-0.15,-0.01,0.34
9.192,-0.13,0.00,0.33
9.196,-0.11,0.01,0.33
9.201,-0.09,0.02,0.33
9.204,-0.07,0.03,0.33
9.210,-0.05,0.04,0.33
9.212,-0.03,0.05,0.33
9.217,-0.01,0.06,0.33
9.220,0.01,0.07,0.33
9.224,0.03,0.08,0.33
9.227,0.05,0.08,0.33
9.233,0.07,0.09,0.33
9.236,0.09,0.11,0.32
9.240,0.11,0.11,0.32
9.244,0.13,0.12,0.32
9.247,0.15,0.13,0.32
9.255,0.17,0.14,0.32
9.256,0.19,0.15,0.32
9.263,0.21,0.16,0.32
9.264,0.23,0.17,0.32
9.286,0.25,0.18,0.32
9.287,0.27,0.18,0.31
9.287,0.29,0.19,0.31
9.287,0.31,0.20,0.31
9.288,0.33,0.21,0.31
9.288,0.35,0.22,0.31
9.291,0.37,0.23,0.31
9.295,0.39,0.23,0.31
9.299,0.41,0.24,0.31
9.303,0.43,0.25,0.31
9.307,0.45,0.26,0.31
9.310,0.47,0.26,0.31
9.314,0.48,0.27,0.31
9.319,0.51,0.28,0.31
9.322,0.52,0.29,0.30
9.327,0.54,0.29,0.31
9.330,0.56,0.30,0.30
9.339,0.59,0.31,0.30
9.339,0.60,0.31,0.30
9.342,0.62,0.32,0.30
9.349,0.64,0.33,0.30
9.363,0.66,0.33,0.30
9.363,0.68,0.34,0.30
9.364,0.70,0.35,0.30
9.364,0.72,0.35,0.30
9.372,0.74,0.36,0.30
9.373,0.75,0.36,0.30
9.374,0.77,0.37,0.30
9.377,0.79,0.37,0.30
9.382,0.81,0.38,0.30
9.386,0.82,0.39,0.29
9.389,0.85,0.39,0.29
9.394,0.86,0.39,0.30
9.399,0.88,0.40,0.30
9.402,0.90,0.41,0.29
9.406,0.92,0.41,0.30
9.410,0.94,0.42,0.30
9.413,0.95,0.42,0.30
9.418,0.97,0.42,0.29
9.422,0.98,0.43,0.30
9.425,1.00,0.43,0.30
9.429,1.02,0.44,0.30
9.440,1.03,0.44,0.30
9.441,1.05,0.44,0.30
9.441,1.07,0.45,0.30
9.445,1.08,0.45,0.30
9.449,1.10,0.45,0.30
9.465,1.12,0.46,0.30
9.466,1.13,0.46,0.31
9.466,1.15,0.46,0.31
9.466,1.16,0.46,0.31
9.468,1.18,0.47,0.31
9.473,1.19,0.47,0.31
9.476,1.21,0.47,0.31
9.481,1.22,0.48,0.31
9.486,1.24,0.48,0.31
9.488,1.26,0.48,0.31
9.493,1.26,0.48,0.32
9.496,1.28,0.48,0.32
9.501,1.29,0.48,0.32
9.504,1.31,0.48,0.32
9.508,1.32,0.48,0.32
9.512,1.33,0.49,0.32
9.518,1.34,0.49,0.32
9.521,1.36,0.49,0.33
9.524,1.37,0.49,0.33
9.528,1.38,0.49,0.33
9.532,1.39,0.48,0.33
9.537,1.40,0.48,0.33
9.540,1.41,0.49,0.33
9.544,1.43,0.48,0.33
9.548,1.44,0.49,0.33
9.557,1.45,0.49,0.33
9.558,1.46,0.49,0.34
9.559,1.47,0.48,0.34
9.563,1.48,0.48,0.34
9.583,1.49,0.48,0.34
9.584,1.50,0.48,0.34
9.584,1.51,0.48,0.34
9.584,1.52,0.48,0.34
9.585,1.53,0.48,0.34
9.587,1.54,0.48,0.34
9.591,1.55,0.47,0.34
9.595,1.56,0.47,0.35
9.599,1.57,0.47,0.35
9.603,1.57,0.46,0.35
9.606,1.58,0.46,0.35
9.611,1.58,0.46,0.35
9.615,1.59,0.46,0.35
9.620,1.60,0.46,0.35
9.623,1.60,0.45,0.35
9.627,1.61,0.45,0.35
9.631,1.62,0.44,0.35
9.642,1.61,0.44,0.36
9.644,1.62,0.44,0.36
9.645,1.63,0.43,0.36
9.670,1.63,0.43,0.36
9.671,1.64,0.43,0.36
9.671,1.64,0.43,0.36
9.672,1.65,0.43,0.36
9.672,1.65,0.42,0.36
9.672,1.66,0.42,0.36
9.673,1.66,0.42,0.36
9.673,1.65,0.41,0.37
9.679,1.66,0.40,0.37
9.683,1.66,0.40,0.37
9.686,1.66,0.39,0.37
9.689,1.66,0.39,0.37
9.694,1.66,0.39,0.37
9.698,1.66,0.38,0.37
9.702,1.66,0.38,0.37
9.706,1.66,0.37,0.37
9.710,1.67,0.37,0.37
9.713,1.67,0.37,0.38
9.719,1.66,0.36,0.38
9.722,1.66,0.35,0.38
9.726,1.66,0.34,0.38
9.730,1.65,0.34,0.38
9.733,1.65,0.33,0.38
9.738,1.64,0.33,0.38
9.743,1.64,0.33,0.38
9.745,1.64,0.32,0.38
9.749,1.64,0.31,0.38
9.757,1.64,0.31,0.38
9.758,1.63,0.30,0.38
9.763,1.63,0.30,0.38
9.764,1.62,0.29,0.38
9.786,1.62,0.29,0.38
9.787,1.61,0.28,0.38
9.787,1.60,0.28,0.39
9.788,1.60,0.27,0.39
9.788,1.59,0.26,0.39
9.788,1.59,0.26,0.39
9.793,1.58,0.25,0.39
9.797,1.57,0.25,0.39
9.802,1.56,0.25,0.39
9.804,1.56,0.24,0.39
9.808,1.55,0.23,0.39
9.813,1.54,0.23,0.39
9.816,1.53,0.22,0.39
9.822,1.52,0.22,0.39
9.824,1.51,0.21,0.39
9.828,1.51,0.21,0.39
9.832,1.49,0.21,0.39
9.842,1.48,0.21,0.39
9.843,1.47,0.20,0.39
9.844,1.47,0.19,0.39
9.848,1.45,0.18,0.39
9.874,1.44,0.17,0.39
9.875,1.43,0.17,0.39
9.876,1.42,0.17,0.39
9.876,1.40,0.16,0.39
9.877,1.39,0.16,0.39
9.877,1.38,0.15,0.39
9.878,1.37,0.14,0.39
9.879,1.35,0.14,0.39
9.885,1.34,0.14,0.39
9.887,1.33,0.13,0.39
9.891,1.31,0.13,0.39
9.895,1.30,0.13,0.39
9.900,1.29,0.12,0.39
9.903,1.27,0.11,0.39
9.908,1.26,0.11,0.39
9.911,1.24,0.11,0.39
9.915,1.23,0.10,0.39
9.919,1.21,0.10,0.39
9.922,1.20,0.09,0.39
9.927,1.18,0.09,0.39
9.931,1.16,0.08,0.39
9.936,1.14,0.08,0.39
9.938,1.13,0.08,0.39
9.944,1.11,0.07,0.39
9.946,1.10,0.07,0.39
9.958,1.08,0.07,0.39
9.959,1.06,0.07,0.39
9.959,1.04,0.06,0.39
9.962,1.03,0.05,0.39
9.966,1.01,0.05,0.39
9.989,0.99,0.04,0.39
9.989,0.97,0.04,0.39
9.990,0.95,0.04,0.39
9.990,0.94,0.04,0.39
9.990,0.92,0.04,0.39
9.991,0.89,0.03,0.39
9.994,0.88,0.03,0.39
9.998,0.86,0.02,0.39
10.003,0.84,0.02,0.39
10.006,0.82,0.02,0.39
10.010,0.80,0.02,0.39
10.014,0.78,0.01,0.39
10.019,0.77,0.01,0.39
10.022,0.74,0.01,0.39
10.026,0.72,0.01,0.39
10.030,0.70,0.00,0.38
10.033,0.68,0.00,0.39
10.037,0.66,0.00,0.39
10.041,0.64,-0.00,0.39
10.045,0.62,-0.00,0.38
10.049,0.60,-0.00,0.38
10.058,0.58,-0.01,0.38
10.059,0.56,-0.01,0.38
10.064,0.54,-0.01,0.38
10.065,0.52,-0.01,0.38
10.087,0.49,-0.01,0.38
10.088,0.47,-0.01,0.38
10.088,0.45,-0.01,0.38
10.088,0.43,-0.01,0.38
10.089,0.41,-0.01,0.38
10.089,0.39,-0.02,0.38
10.092,0.36,-0.02,0.38
10.097,0.34,-0.02,0.38
10.100,0.32,-0.02,0.38
10.105,0.30,-0.02,0.38
10.109,0.28,-0.02,0.38
10.113,0.26,-0.02,0.38
10.116,0.23,-0.02,0.37
10.125,0.21,-0.02,0.37
10.126,0.19,-0.02,0.37
10.128,0.17,-0.02,0.37
10.132,0.14,-0.02,0.37
10.145,0.12,-0.02,0.37
10.146,0.10,-0.02,0.37
10.146,0.08,-0.02,0.37
10.147,0.06,-0.02,0.37
10.162,0.03,-0.02,0.37
10.163,0.02,-0.02,0.37
10.163,-0.01,-0.02,0.36
10.163,-0.03,-0.02,0.36
10.168,-0.05,-0.02,0.36
10.172,-0.08,-0.02,0.36
10.177,-0.10,-0.01,0.36
10.182,-0.12,-0.01,0.36
10.183,-0.14,-0.01,0.36
10.196,-0.17,-0.01,0.35
10.197,-0.19,-0.01,0.35
10.198,-0.21,-0.01,0.35
10.198,-0.23,-0.01,0.35
10.207,-0.25,-0.01,0.35
10.208,-0.27,-0.00,0.35
10.212,-0.30,-0.00,0.34
10.216,-0.32,-0.00,0.34
10.219,-0.34,-0.00,0.34
10.223,-0.36,0.00,0.34
10.228,-0.38,0.00,0.34
10.230,-0.40,0.00,0.34
10.236,-0.43,0.00,0.33
10.240,-0.45,0.01,0.33
10.243,-0.47,0.01,0.33
10.247,-0.49,0.01,0.33
10.250,-0.51,0.01,0.33
10.259,-0.53,0.01,0.32
10.259,-0.55,0.01,0.32
10.263,-0.57,0.02,0.32
10.286,-0.59,0.02,0.32
10.288,-0.61,0.02,0.31
10.288,-0.63,0.02,0.31
10.288,-0.65,0.02,0.31
10.289,-0.67,0.02,0.31
10.289,-0.69,0.03,0.30
10.289,-0.71,0.03,0.30
10.294,-0.73,0.03,0.30
10.298,-0.75,0.03,0.29
10.303,-0.77,0.03,0.29
10.306,-0.79,0.04,0.29
10.310,-0.81,0.04,0.29
10.314,-0.83,0.04,0.28
10.317,-0.85,0.04,0.28
10.323,-0.87,0.04,0.28
10.326,-0.88,0.05,0.28
10.330,-0.90,0.05,0.27
10.333,-0.93,0.05,0.27
10.342,-0.94,0.05,0.27
10.343,-0.96,0.06,0.26
10.372,-0.97,0.06,0.26
10.373,-0.99,0.06,0.26
10.373,-1.01,0.06,0.25
10.374,-1.03,0.06,0.25
10.374,-1.05,0.06,0.25
10.374,-1.06,0.07,0.24
10.374,-1.08,0.07,0.24
10.375,-1.09,0.07,0.24
10.377,-1.11,0.07,0.23
10.382,-1.12,0.07,0.23
10.384,-1.14,0.08,0.23
10.390,-1.15,0.08,0.22
10.393,-1.17,0.08,0.22
10.397,-1.19,0.08,0.21
10.401,-1.20,0.08,0.21
10.405,-1.22,0.08,0.21
10.409,-1.23,0.08,0.20
10.412,-1.25,0.09,0.20
10.417,-1.26,0.09,0.20
10.420,-1.27,0.09,0.19
10.425,-1.29,0.09,0.19
10.429,-1.30,0.09,0.19
10.432,-1.31,0.09,0.18
10.442,-1.33,0.09,0.18
10.443,-1.34,0.10,0.17
10.444,-1.35,0.10,0.17
10.480,-1.37,0.10,0.16
10.481,-1.37,0.10,0.16
10.482,-1.38,0.10,0.16
10.482,-1.40,0.10,0.15
10.482,-1.41,0.10,0.15
10.483,-1.42,0.10,0.15
10.483,-1.43,0.10,0.14
10.483,-1.44,0.11,0.14
10.483,-1.45,0.10,0.13
10.485,-1.46,0.11,0.13
10.499,-1.47,0.11,0.13
10.500,-1.48,0.11,0.12
10.500,-1.48,0.11,0.12
10.501,-1.49,0.11,0.11
10.519,-1.50,0.11,0.11
10.520,-1.51,0.11,0.11
10.520,-1.52,0.11,0.10
10.521,-1.52,0.11,0.10
10.521,-1.53,0.11,0.09
10.523,-1.54,0.11,0.09
10.528,-1.55,0.11,0.09
10.531,-1.56,0.11,0.08
10.539,-1.56,0.11,0.08
10.540,-1.56,0.11,0.08
10.543,-1.57,0.11,0.07
10.547,-1.57,0.11,0.07
10.551,-1.58,0.11,0.06
10.560,-1.59,0.11,0.06
10.561,-1.59,0.11,0.06
10.563,-1.59,0.11,0.05
10.594,-1.60,0.11,0.05
10.595,-1.60,0.11,0.04
10.595,-1.61,0.11,0.04
10.596,-1.61,0.11,0.04
10.596,-1.61,0.11,0.03
10.597,-1.61,0.11,0.03
10.597,-1.61,0.11,0.02
10.597,-1.62,0.11,0.02
10.599,-1.61,0.11,0.02
10.602,-1.62,0.10,0.01
10.606,-1.62,0.10,0.01
10.610,-1.61,0.10,0.00
10.614,-1.62,0.10,0.00
10.618,-1.62,0.10,-0.00
10.623,-1.62,0.10,-0.01
10.626,-1.62,0.10,-0.01
10.630,-1.61,0.10,-0.01
10.634,-1.62,0.10,-0.02
10.638,-1.61,0.10,-0.02
10.642,-1.61,0.10,-0.02
10.646,-1.61,0.10,-0.03
10.649,-1.61,0.10,-0.03
10.660,-1.60,0.09,-0.04
10.661,-1.60,0.09,-0.04
10.662,-1.60,0.09,-0.04
10.666,-1.60,0.09,-0.05
10.687,-1.59,0.09,-0.05
10.688,-1.59,0.09,-0.05
10.688,-1.58,0.08,-0.06
10.688,-1.58,0.08,-0.06
10.689,-1.57,0.08,-0.06
10.689,-1.57,0.08,-0.07
10.693,-1.56,0.08,-0.07
10.697,-1.56,0.08,-0.07
10.701,-1.55,0.07,-0.08
10.705,-1.54,0.07,-0.08
10.709,-1.53,0.07,-0.08
10.713,-1.53,0.07,-0.09
10.717,-1.52,0.07,-0.09
10.723,-1.51,0.06,-0.10
10.725,-1.50,0.06,-0.10
10.730,-1.50,0.06,-0.10
10.733,-1.49,0.06,-0.10
10.743,-1.48,0.06,-0.11
10.744,-1.47,0.06,-0.11
10.745,-1.46,0.05,-0.11
10.748,-1.45,0.06,-0.12
10.752,-1.44,0.05,-0.12
10.775,-1.43,0.05,-0.12
10.777,-1.42,0.05,-0.13
10.777,-1.41,0.05,-0.13
10.777,-1.41,0.05,-0.13
10.778,-1.39,0.05,-0.13
10.778,-1.38,0.04,-0.14
10.780,-1.37,0.04,-0.14
10.784,-1.35,0.04,-0.14
10.788,-1.34,0.04,-0.15
10.792,-1.33,0.04,-0.15
10.796,-1.32,0.03,-0.15
10.800,-1.30,0.04,-0.15
10.805,-1.29,0.04,-0.16
10.808,-1.28,0.04,-0.16
10.812,-1.27,0.04,-0.16
10.815,-1.25,0.03,-0.17
10.820,-1.24,0.03,-0.17
10.823,-1.22,0.02,-0.17
10.830,-1.21,0.02,-0.17
10.832,-1.19,0.02,-0.18
10.835,-1.18,0.02,-0.18
10.844,-1.17,0.02,-0.18
10.845,-1.15,0.03,-0.18
10.848,-1.14,0.02,-0.19
10.876,-1.12,0.02,-0.19
10.877,-1.10,0.01,-0.19
10.877,-1.09,0.01,-0.19
10.877,-1.07,0.01,-0.20
10.878,-1.06,0.00,-0.20
10.878,-1.04,0.01,-0.20
10.878,-1.03,0.01,-0.20
10.879,-1.01,0.01,-0.20
10.883,-0.99,0.01,-0.21
10.894,-0.98,0.00,-0.21
10.895,-0.96,0.00,-0.21
10.895,-0.94,0.00,-0.22
10.899,-0.93,0.00,-0.22
10.903,-0.91,0.00,-0.22
10.914,-0.89,0.00,-0.22
10.915,-0.87,0.00,-0.23
10.916,-0.86,-0.00,-0.23
10.918,-0.84,-0.00,-0.23
10.934,-0.82,-0.00,-0.23
10.935,-0.80,-0.00,-0.23
10.935,-0.78,-0.00,-0.24
10.936,-0.76,0.00,-0.24
10.946,-0.74,0.00,-0.24
10.947,-0.73,0.00,-0.24
10.948,-0.71,0.00,-0.25
10.950,-0.69,-0.00,-0.25
10.955,-0.66,-0.01,-0.25
10.958,-0.65,-0.01,-0.25
10.962,-0.63,-0.01,-0.26
10.966,-0.62,-0.01,-0.26
10.969,-0.59,-0.00,-0.26
10.984,-0.58,-0.00,-0.26
10.985,-0.56,-0.00,-0.27
10.985,-0.53,-0.00,-0.27
10.986,-0.51,-0.00,-0.27
10.995,-0.49,-0.01,-0.27
10.997,-0.47,-0.01,-0.27
10.997,-0.45,-0.00,-0.28
11.001,-0.44,-0.01,-0.28
11.008,-0.42,-0.00,-0.28
11.009,-0.39,-0.00,-0.28
11.013,-0.37,0.00,-0.29
11.016,-0.35,-0.00,-0.29
11.022,-0.34,-0.00,-0.29
11.025,-0.32,0.00,-0.30
11.029,-0.29,-0.00,-0.30
11.033,-0.27,0.00,-0.30
11.036,-0.25,0.00,-0.30
11.045,-0.23,0.00,-0.31
11.046,-0.21,0.01,-0.31
11.048,-0.19,0.01,-0.31
11.075,-0.17,0.01,-0.31
11.076,-0.15,0.01,-0.31
11.077,-0.13,0.01,-0.32
11.077,-0.11,0.01,-0.32
11.077,-0.09,0.01,-0.32
11.077,-0.07,0.01,-0.32
11.078,-0.05,0.01,-0.33
11.080,-0.03,0.02,-0.33
11.084,-0.01,0.02,-0.33
11.088,0.01,0.02,-0.33
11.092,0.03,0.02,-0.33
11.095,0.06,0.02,-0.34
11.100,0.08,0.02,-0.34
11.105,0.10,0.02,-0.34
11.108,0.12,0.03,-0.34
11.112,0.14,0.03,-0.34
11.116,0.16,0.03,-0.35
11.119,0.18,0.03,-0.35
11.123,0.20,0.03,-0.35
11.128,0.22,0.03,-0.35
11.131,0.24,0.04,-0.36
11.135,0.26,0.04,-0.36
11.144,0.28,0.04,-0.36
11.145,0.30,0.04,-0.36
11.147,0.32,0.05,-0.36
11.151,0.34,0.05,-0.37
11.180,0.36,0.05,-0.37
11.181,0.38,0.05,-0.37
11.181,0.40,0.05,-0.37
11.182,0.42,0.06,-0.37
11.182,0.44,0.06,-0.37
11.182,0.46,0.06,-0.38
11.183,0.48,0.07,-0.38
11.183,0.50,0.07,-0.38
11.189,0.52,0.07,-0.38
11.191,0.54,0.07,-0.38
11.195,0.56,0.08,-0.38
11.199,0.58,0.08,-0.39
11.203,0.59,0.08,-0.39
11.206,0.61,0.08,-0.39
11.211,0.63,0.08,-0.39
11.215,0.65,0.09,-0.39
11.218,0.67,0.09,-0.39
11.223,0.69,0.09,-0.39
11.227,0.70,0.09,-0.40
11.231,0.73,0.10,-0.40
11.234,0.74,0.10,-0.40
11.240,0.76,0.10,-0.40
11.243,0.78,0.11,-0.40
11.247,0.79,0.11,-0.40
11.250,0.81,0.11,-0.41
11.253,0.83,0.12,-0.41
11.261,0.85,0.12,-0.41
11.262,0.86,0.12,-0.41
11.266,0.88,0.13,-0.41
11.269,0.89,0.13,-0.41
11.299,0.91,0.13,-0.41
11.299,0.93,0.13,-0.41
11.300,0.95,0.13,-0.42
11.300,0.96,0.14,-0.42
11.300,0.98,0.14,-0.42
11.301,0.99,0.14,-0.42
11.301,1.01,0.15,-0.42
11.301,1.02,0.15,-0.42
11.318,1.04,0.15,-0.42
11.319,1.05,0.15,-0.42
11.319,1.07,0.16,-0.42
11.320,1.08,0.16,-0.43
11.321,1.10,0.16,-0.43
11.338,1.11,0.17,-0.43
11.339,1.12,0.17,-0.43
11.339,1.14,0.17,-0.43
11.340,1.15,0.18,-0.43
11.341,1.17,0.18,-0.43
11.345,1.18,0.18,-0.43
11.348,1.19,0.18,-0.43
11.353,1.20,0.19,-0.43
11.362,1.21,0.19,-0.43
11.362,1.23,0.19,-0.43
11.366,1.24,0.19,-0.43
11.368,1.25,0.20,-0.43
11.392,1.26,0.20,-0.43
11.393,1.28,0.20,-0.43
11.393,1.28,0.21,-0.43
11.394,1.29,0.21,-0.43
11.394,1.31,0.21,-0.44
11.394,1.32,0.21,-0.43
11.396,1.33,0.22,-0.43
11.401,1.33,0.22,-0.43
11.411,1.34,0.22,-0.43
11.412,1.36,0.22,-0.44
11.412,1.37,0.23,-0.43
11.416,1.37,0.23,-0.43
11.420,1.38,0.23,-0.44
11.431,1.39,0.23,-0.43
11.432,1.40,0.24,-0.43
11.432,1.41,0.24,-0.43
11.436,1.42,0.25,-0.43
11.452,1.42,0.25,-0.44
11.452,1.43,0.25,-0.43
11.453,1.44,0.25,-0.43
11.453,1.45,0.25,-0.43
11.463,1.45,0.25,-0.43
11.464,1.45,0.25,-0.43
11.464,1.46,0.25,-0.43
11.467,1.46,0.26,-0.43
11.472,1.47,0.26,-0.43
11.475,1.48,0.26,-0.43
11.479,1.48,0.26,-0.43
11.483,1.48,0.26,-0.43
11.501,1.49,0.27,-0.43
11.502,1.49,0.26,-0.43
11.503,1.50,0.27,-0.43
11.503,1.50,0.27,-0.43
11.503,1.50,0.27,-0.43
11.512,1.50,0.27,-0.42
11.513,1.51,0.28,-0.42
11.514,1.51,0.28,-0.42
11.519,1.51,0.28,-0.42
11.525,1.51,0.28,-0.42
11.527,1.52,0.28,-0.42
11.531,1.52,0.28,-0.42
11.534,1.52,0.28,-0.42
11.539,1.52,0.28,-0.42
11.542,1.52,0.29,-0.42
11.547,1.52,0.29,-0.42
11.550,1.52,0.30,-0.42
11.566,1.52,0.29,-0.41
11.567,1.52,0.29,-0.41
11.567,1.52,0.29,-0.41
11.567,1.51,0.28,-0.41
11.570,1.51,0.28,-0.41
11.614,1.51,0.28,-0.41
11.615,1.51,0.29,-0.41
11.615,1.51,0.29,-0.41
11.615,1.50,0.29,-0.41
11.616,1.50,0.29,-0.41
11.616,1.50,0.29,-0.41
11.616,1.49,0.28,-0.41
11.617,1.49,0.28,-0.41
11.617,1.48,0.28,-0.40
11.617,1.48,0.29,-0.40
11.617,1.47,0.29,-0.40
11.618,1.46,0.29,-0.40
11.620,1.46,0.29,-0.40
11.627,1.46,0.29,-0.40
11.630,1.45,0.28,-0.40
11.633,1.45,0.28,-0.40
11.640,1.44,0.28,-0.40
11.642,1.44,0.28,-0.40
11.647,1.43,0.28,-0.40
11.648,1.42,0.28,-0.40
11.652,1.41,0.28,-0.39
11.661,1.40,0.28,-0.39
11.661,1.39,0.28,-0.39
11.668,1.38,0.28,-0.39
11.668,1.38,0.28,-0.39
11.700,1.37,0.28,-0.39
11.700,1.36,0.28,-0.39
11.700,1.35,0.28,-0.39
11.700,1.34,0.28,-0.39
11.701,1.34,0.27,-0.39
11.701,1.32,0.27,-0.38
11.701,1.31,0.26,-0.38
11.701,1.30,0.26,-0.38
11.703,1.29,0.27,-0.38
11.710,1.28,0.27,-0.38
11.711,1.27,0.27,-0.38
11.715,1.26,0.26,-0.38
11.720,1.25,0.26,-0.38
11.723,1.24,0.25,-0.38
11.727,1.22,0.25,-0.38
11.731,1.21,0.25,-0.38
11.735,1.20,0.24,-0.37
11.742,1.19,0.24,-0.37
11.746,1.17,0.24,-0.37
11.747,1.16,0.24,-0.37
11.751,1.14,0.24,-0.37
11.763,1.13,0.24,-0.37
11.763,1.11,0.23,-0.36
11.763,1.10,0.23,-0.37
11.767,1.09,0.23,-0.36
11.770,1.07,0.22,-0.36
11.775,1.07,0.22,-0.36
11.778,1.05,0.22,-0.36
11.782,1.03,0.21,-0.36
11.786,1.02,0.21,-0.36
11.791,1.00,0.21,-0.36
11.794,0.99,0.21,-0.36
11.798,0.97,0.20,-0.36
11.803,0.95,0.20,-0.36
11.806,0.94,0.20,-0.35
11.810,0.92,0.19,-0.35
11.814,0.90,0.18,-0.35
11.817,0.89,0.18,-0.35
11.822,0.88,0.18,-0.35
11.826,0.86,0.18,-0.35
11.830,0.84,0.17,-0.35
11.833,0.83,0.17,-0.35
11.837,0.81,0.16,-0.34
11.841,0.79,0.16,-0.34
11.845,0.78,0.15,-0.34
11.850,0.76,0.15,-0.34
11.853,0.74,0.14,-0.34
11.859,0.72,0.14,-0.34
11.862,0.70,0.14,-0.34
11.865,0.68,0.13,-0.34
11.869,0.66,0.13,-0.34
11.880,0.64,0.12,-0.33
11.881,0.63,0.12,-0.33
11.881,0.61,0.11,-0.33
11.885,0.59,0.11,-0.33
11.889,0.57,0.11,-0.33
11.893,0.56,0.10,-0.33
11.897,0.53,0.10,-0.33
11.901,0.52,0.09,-0.32
11.906,0.50,0.08,-0.33
11.909,0.48,0.08,-0.32
11.913,0.46,0.08,-0.32
11.916,0.44,0.07,-0.32
11.921,0.42,0.07,-0.32
11.925,0.40,0.06,-0.32
11.929,0.39,0.05,-0.32
11.933,0.37,0.05,-0.31
11.937,0.35,0.04,-0.31
11.946,0.33,0.04,-0.31
11.947,0.31,0.03,-0.31
11.953,0.29,0.03,-0.31
11.953,0.27,0.02,-0.31
11.984,0.25,0.02,-0.31
11.985,0.23,0.01,-0.31
11.985,0.21,0.01,-0.31
11.985,0.19,0.00,-0.31
11.986,0.17,-0.00,-0.30
11.986,0.15,-0.01,-0.30
11.986,0.13,-0.02,-0.30
11.986,0.11,-0.02,-0.30
11.993,0.09,-0.03,-0.30
11.994,0.07,-0.03,-0.30
11.996,0.05,-0.04,-0.30
12.000,0.03,-0.05,-0.30
12.005,0.01,-0.05,-0.30
12.009,-0.01,-0.06,-0.29
12.012,-0.03,-0.06,-0.30
12.016,-0.05,-0.07,-0.29
12.020,-0.07,-0.08,-0.29
12.030,-0.09,-0.08,-0.29
12.030,-0.11,-0.09,-0.29
12.031,-0.13,-0.10,-0.29
12.037,-0.14,-0.10,-0.29
12.046,-0.17,-0.11,-0.29
12.047,-0.18,-0.11,-0.28
12.047,-0.20,-0.12,-0.29
12.053,-0.22,-0.13,-0.28
